Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume RUR
2017-07-14,BTCRUR,150340.41,152199,143000,143532,68.3,10108888.78
2017-07-13,BTCRUR,151700,154500,150000,150340.41,51.78,7894400.95
2017-07-12,BTCRUR,153410,155000,150000,151700,48.87,7450720.11
2017-07-11,BTCRUR,157700,157700,148000,153410,47.68,7271141.06
2017-07-10,BTCRUR,159499,160001,157700,157700,25.21,3996727.42
2017-07-09,BTCRUR,159110,160700,157503,159499,40.36,6427487.5
2017-07-08,BTCRUR,157745.49,160390,156900,159110,55.96,8889931.48
2017-07-07,BTCRUR,157094,158988,155206,157745.49,69.17,10870524.55
2017-07-06,BTCRUR,156683,159998,154500,157094,53.69,8397626.44
2017-07-05,BTCRUR,154320.36,157310,151500,156683,67.08,10360351.94
2017-07-04,BTCRUR,154167.72,156000,152000,154320.36,59.86,9217175.62
2017-07-03,BTCRUR,152600,155000,150900,154167.72,49.19,7531404.12
2017-07-02,BTCRUR,153500,154944.13,151126,152600,47.07,7217161.92
2017-07-01,BTCRUR,155000,156820.21,150873,153500,47.63,7330243.45
2017-06-30,BTCRUR,156000,157100,153000,155000,48.99,7575899.6
2017-06-29,BTCRUR,157001,158900,153695,156000,55.69,8678808.15
2017-06-28,BTCRUR,151110.1,159350,150099,157001,73.93,11527592.63
2017-06-27,BTCRUR,152028.67,154989,146500,151110.1,60.02,8951062.45
2017-06-26,BTCRUR,156900,159000,145000,152028.67,61.2,9285918.65
2017-06-25,BTCRUR,159007,162500,151501,156900,45.19,7172169.21
2017-06-24,BTCRUR,165260,166544,158000,159007,43.92,7164942.23
2017-06-23,BTCRUR,167298,167298,163501,165260,50.72,8397445.25
2017-06-22,BTCRUR,161785.2,167298,159320,167298,57.48,9389156.69
2017-06-21,BTCRUR,159999,163999,156176.73,161785.2,71.37,11461697.02
2017-06-20,BTCRUR,151390,160000,148004,159999,93.48,14329980.78
2017-06-19,BTCRUR,151595,152500,144000,151390,42.13,6312186.63
2017-06-18,BTCRUR,155201,159997,144994,151595,45.44,6978285.45
2017-06-17,BTCRUR,152831,158400,150011,155201,46.39,7139175.55
2017-06-16,BTCRUR,152222.04,155123,150130,152831,47.64,7254726.22
2017-06-15,BTCRUR,154000.01,157138.07,133500,152222.04,77.51,11464987.9
2017-06-14,BTCRUR,159888,163000,153601,154000.01,91.7,14612647.73
2017-06-13,BTCRUR,157150.13,164150,152922.99,159888,67.12,10753539.68
2017-06-12,BTCRUR,166650.02,168000,150000,157150.13,77.03,12410818.25
2017-06-11,BTCRUR,163905,169000,163009,166650.02,49.98,8268419.94
2017-06-10,BTCRUR,162507,165000,159000,163905,46.65,7598133.94
2017-06-09,BTCRUR,159010,164530,158500,162507,61.31,9872384.91
2017-06-08,BTCRUR,155100,160000,152101,159010,55.22,8700796.12
2017-06-07,BTCRUR,160100,161000,154300,155100,68.64,10872233.07
2017-06-06,BTCRUR,149000.14,163000,148502,160100,78.02,12289842.63
2017-06-05,BTCRUR,143289,150000,142702,149000.14,45.76,6653127.65
2017-06-04,BTCRUR,144979.04,145000,140601,143289,39.61,5634304.31
2017-06-03,BTCRUR,143000,145000,140100,144979.04,43.01,6125846.05
2017-06-02,BTCRUR,141000,143000,138000,143000,41.86,5881610.62
2017-06-01,BTCRUR,130601,143500,129505,141000,60.97,8376187.51
2017-05-31,BTCRUR,127889.99,131900,124000.02,130601,55.93,7234978.4
2017-05-30,BTCRUR,132650,133659.94,127000,127889.99,59.23,7734106.83
2017-05-29,BTCRUR,124601,133900,120344.08,132650,50.53,6495350.14
2017-05-28,BTCRUR,121000,135636.01,120550,124601,33.81,4306901.95
2017-05-27,BTCRUR,134889.04,138889.98,110971,121000,37.8,4773163.08
2017-05-26,BTCRUR,148460,160000,130600.1,134889.04,40.93,5927437.31
