Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume RUR
2019-04-22,BTCRUR,354001,357800,350000,357799,25.82,9128604.28
2019-04-21,BTCRUR,355997.04,357591,350001,354001,14.83,5237331.8
2019-04-20,BTCRUR,352600,357500,350507,355997.04,20.43,7232203.93
2019-04-19,BTCRUR,348154,353503,345644.39,352600,22.81,7967767.52
2019-04-18,BTCRUR,349414,350050,346008,348154,17.56,6108961.52
2019-04-17,BTCRUR,350662,353000,346992.09,349414,20.57,7190333.58
2019-04-16,BTCRUR,350001,355899,344000,350662,40.36,14142859.7
2019-04-15,BTCRUR,349880,354100,346598,350001,33.1,11594712.4
2019-04-14,BTCRUR,349015,350600,345000,349880,17.63,6115474.67
2019-04-13,BTCRUR,349063,351988,345508,349015,19.91,6950577.01
2019-04-12,BTCRUR,342203,349114,340101,349063,25.38,8726383.25
2019-04-11,BTCRUR,350947.5,351000.8,340010,342203,64.15,22181349.17
2019-04-10,BTCRUR,344001,354841.99,342018.91,350947.5,27.1,9417376.74
2019-04-09,BTCRUR,346764.21,353900,343345,344001,13.97,4850280.89
2019-04-08,BTCRUR,344486.5,348650,342018.9,346764.21,0.2414,83346.84
2019-04-07,BTCRUR,337000,345006,332000,344486.5,0.4031,137238.13
2019-04-06,BTCRUR,332072,344032.78,328461.71,337000,0.5735,190290.12
2019-04-05,BTCRUR,312013,335049.83,312013,332072,0.1877,60924.18
2019-04-04,BTCRUR,322400,327075,310500,312013,0.4722,151553.35
2019-04-03,BTCRUR,311559,345000,309547.84,322400,0.2857,91004.42
2019-04-02,BTCRUR,270000,311559,269211,311559,1.5,448421.29
2019-04-01,BTCRUR,271857,272898.9,267199,270000,0.1994,53735.4
2019-03-31,BTCRUR,270205,273222,268536,271857,0.3919,106458.13
2019-03-30,BTCRUR,268320,271635,266400,270205,0.7662,206544.09
2019-03-29,BTCRUR,265117,270467.4,262720.2,268320,0.6939,183466.33
2019-03-28,BTCRUR,263000,266070.97,263000,265117,0.3818,100803.99
2019-03-27,BTCRUR,261219,264498,259000,263000,0.4312,112617.33
2019-03-26,BTCRUR,262272.03,262272.03,258460.1,261219,0.5705,148415.47
2019-03-25,BTCRUR,263508,264000,260013,262272.03,0.3329,87400.18
2019-03-24,BTCRUR,265000,265100,262555.67,263508,0.3634,96085.36
2019-03-23,BTCRUR,262073.56,265187,261720,265000,0.4457,117423.16
2019-03-22,BTCRUR,261041.1,264500,261041.1,262073.56,0.6023,157930.15
2019-03-21,BTCRUR,263484,264418.8,260464.64,261041.1,0.5683,148612.23
2019-03-20,BTCRUR,262873.26,263500,260905,263484,0.4676,122555.37
2019-03-19,BTCRUR,260416.01,262873.27,258881.38,262873.26,0.3919,102127.5
2019-03-18,BTCRUR,264007,264007,260416.01,260416.01,0.04763,12464.64
2019-03-17,BTCRUR,260224,264007,260224,264007,0.01441,3774.6
2019-03-16,BTCRUR,257324,262100,257324,260224,0.2324,60232.94
2019-03-15,BTCRUR,254789,259200,253399,257324,0.03932,10039.06
2019-03-14,BTCRUR,254765,254969,252610.99,254789,0.007193,1820.19
2019-03-13,BTCRUR,254000,255300,252876,254765,0.03483,8831.42
2019-03-12,BTCRUR,253201,254000,252499,254000,0.02421,6139.09
2019-03-11,BTCRUR,260315.57,260315.57,253201,253201,0.009086,2334.24
2019-03-10,BTCRUR,258154,260315.57,257816,260315.57,0.03771,9789.14
2019-03-09,BTCRUR,257899,261309,254516,258154,0.02032,5275.84
2019-03-08,BTCRUR,254539.3,257899,251112.5,257899,0.03126,7964.7
2019-03-07,BTCRUR,252000.82,254539.3,250302.1,254539.3,0.02242,5650.93
2019-03-06,BTCRUR,248115,252000.82,248115,252000.82,0.2416,60880.93
2019-03-05,BTCRUR,249500,249500,248115,248115,0.003061,759.6
2019-03-04,BTCRUR,255150,255150,249500,249500,0.05154,12925.19
2019-03-03,BTCRUR,255300,256517.99,255000,255150,0.004747,1213.14
2019-03-02,BTCRUR,257130,257130,255300,255300,0.0884,22627.23
2019-03-01,BTCRUR,255895.99,258900,255000,257130,0.1958,50315.86
2019-02-28,BTCRUR,254778,258499,254509,255895.99,0.1843,47420.99
2019-02-27,BTCRUR,255578,255578,254778,254778,0.0009777,249.77
2019-02-26,BTCRUR,256000,257296.1,255578,255578,0.003373,862.91
2019-02-25,BTCRUR,255891,256522.12,255866.26,256000,0.004314,1104.73
2019-02-24,BTCRUR,265290,269800.92,255891,255891,0.009707,2531.73
2019-02-23,BTCRUR,260129.22,267000,259600,265290,0.06219,16524.71
2019-02-22,BTCRUR,256788.9,260129.22,255000,260129.22,0.01004,2576.61
2019-02-21,BTCRUR,258037,258037,256788.9,256788.9,0.002146,551.95
2019-02-20,BTCRUR,257001,258037,253000,258037,0.1538,39363.51
2019-02-19,BTCRUR,254200,257001,250523,257001,11.14,2821788.49
2019-02-18,BTCRUR,240700.01,258750,240700,254200,35.88,8995791.24
2019-02-17,BTCRUR,241020,244962,236300,240700.01,25.82,6233264.31
2019-02-16,BTCRUR,241540,243404,238000,241020,25.15,6075402.38
2019-02-15,BTCRUR,238875,249000,238000,241540,31.31,7584902.81
2019-02-14,BTCRUR,235890,242697.27,235860,238875,25.87,6154044.98
2019-02-13,BTCRUR,236000,238499,235820.2,235890,32.22,7608053.94
2019-02-12,BTCRUR,236615,238076,235534,236000,25.18,5953000.7
2019-02-11,BTCRUR,237289,238286.13,236100,236615,20.54,4863480.84
2019-02-10,BTCRUR,236171,238490,233350.32,237289,25.06,5918623.04
2019-02-09,BTCRUR,236860,238500,234013.1,236171,26.94,6361853.59
2019-02-08,BTCRUR,222794,238500,219000,236860,42.49,9744036.03
2019-02-07,BTCRUR,220100.01,228004,218093.46,222794,31.4,6962022.2
2019-02-06,BTCRUR,226892.2,226892.2,219582,220100.01,23.74,5258510.32
2019-02-05,BTCRUR,230801,230801,224000,226892.2,26.16,5935473.52
2019-02-04,BTCRUR,230008,231973,230001,230801,25.95,5974402.61
2019-02-03,BTCRUR,230111,234867,230008,230008,20.02,4641629.52
2019-02-02,BTCRUR,230662.3,233500,230001,230111,19.38,4469143.43
2019-02-01,BTCRUR,230116,233900,230001,230662.3,29.56,6816119.2
2019-01-31,BTCRUR,232887.27,233900,230001,230116,31.66,7293688.21
2019-01-30,BTCRUR,232286.52,238987.65,231000,232887.27,24.35,5673920.46
2019-01-29,BTCRUR,237005,244848.04,231096.63,232286.52,29.78,6983331.26
2019-01-28,BTCRUR,242100,243100,236001,237005,58.65,14155289.88
2019-01-27,BTCRUR,243301,244905,241895,242100,19.61,4758911.17
2019-01-26,BTCRUR,242130,245900,241895,243301,24.75,6027850.95
2019-01-25,BTCRUR,243000,245005,241895,242130,21.45,5207969.63
2019-01-24,BTCRUR,242111,246279.11,241893.49,243000,25.84,6294238.33
2019-01-23,BTCRUR,243100,246000,241893.49,242111,20.43,4965003.46
2019-01-22,BTCRUR,241600.97,246902,241050.1,243100,19.25,4672993.66
2019-01-21,BTCRUR,244901.8,248900,241055.01,241600.97,22.1,5386069.01
2019-01-20,BTCRUR,255200,256665,241001,244901.8,23.88,5907755.76
2019-01-19,BTCRUR,246000,256667,241505,255200,26.73,6683688.04
2019-01-18,BTCRUR,248118,250713.24,243500,246000,25.81,6374728.51
2019-01-17,BTCRUR,248606.13,250599.5,241378.27,248118,23.65,5829811.13
2019-01-16,BTCRUR,247000,251503.43,246000,248606.13,22.35,5553922.92
2019-01-15,BTCRUR,254031.37,254627.74,245290,247000,31.51,7861230.49
2019-01-14,BTCRUR,245430,255000,245136.37,254031.37,28.03,7003351.01
2019-01-13,BTCRUR,254200,257083.49,244800,245430,24.89,6255933.96
2019-01-12,BTCRUR,259600,262000,253500,254200,22.17,5691154.14
2019-01-11,BTCRUR,259768.82,262500,256000,259600,24.32,6314599.55
2019-01-10,BTCRUR,274980,275000,255930.35,259768.82,37.45,9924876.26
2019-01-09,BTCRUR,275940,279998,271500,274980,19.39,5312996.32
2019-01-08,BTCRUR,278852.06,280590,271500,275940,17.5,4818362.6
2019-01-07,BTCRUR,281080,283000,270400,278852.06,16.33,4547709.97
2019-01-06,BTCRUR,271700,283880,266557,281080,25.6,7042907.22
2019-01-05,BTCRUR,273757,275799,271600,271700,16.86,4591396.7
2019-01-04,BTCRUR,274200,280000,271600,273757,19.48,5352322.55
2019-01-03,BTCRUR,278400,281009,274103,274200,18.17,5017456.25
2019-01-02,BTCRUR,274877,278500,271600,278400,22.56,6191650.99
2019-01-01,BTCRUR,267249,285999,266000,274877,32.32,8838049.29
2018-12-31,BTCRUR,270814,273499,266111,267249,19.22,5179031.26
2018-12-30,BTCRUR,266000,275000,266000,270814,18.71,5063769.49
2018-12-29,BTCRUR,268000,276980,265000,266000,41.5,11321819.66
2018-12-28,BTCRUR,257000,278880,255031,268000,25.02,6620574.12
2018-12-27,BTCRUR,269000,269000,257000,257000,34.9,9194940.7
2018-12-26,BTCRUR,265786,273882.05,261010,269000,30.52,8092567.94
2018-12-25,BTCRUR,282200,285788,260050,265786,37.21,9934260.24
2018-12-24,BTCRUR,280100.09,298305.6,279000,282200,42.74,12393693.09
2018-12-23,BTCRUR,278001,285000,278000,280100.09,27.24,7687202.5
2018-12-22,BTCRUR,277969.42,280995,271000,278001,26.53,7289140.86
2018-12-21,BTCRUR,282000,287105,270090,277969.42,39.31,11088552.27
2018-12-20,BTCRUR,265000,284100,259101,282000,44.48,12343630.15
2018-12-19,BTCRUR,255149,283996.42,253630.1,265000,54.23,14555261.88
2018-12-18,BTCRUR,246700,255393.59,240000,255149,31.64,7749934.36
2018-12-17,BTCRUR,229947.04,252000,226300,246700,44.69,10647508.08
2018-12-16,BTCRUR,232193.03,237099,227000,229947.04,15.67,3614882.53
2018-12-15,BTCRUR,235000,240000,227544,232193.03,34.74,8077252.04
2018-12-14,BTCRUR,244500.1,245880,231200.01,235000,38.32,9147389.58
2018-12-13,BTCRUR,252000,253000.25,240024.4,244500.1,65.07,16115564.65
2018-12-12,BTCRUR,247000,259199,246658,252000,71.14,17884169.17
2018-12-11,BTCRUR,252699.9,252800,242000,247000,64.33,15990703.89
2018-12-10,BTCRUR,259399,264800,250171,252699.9,51.91,13169118.1
2018-12-09,BTCRUR,250000.25,265000,244732,259399,41.2,10510801.67
2018-12-08,BTCRUR,248000,260000,244732,250000.25,40.44,10104673.48
2018-12-07,BTCRUR,280000,280000,242375.71,248000,158.21,41184813.87
2018-12-06,BTCRUR,278616.4,286040,267613,280000,74.04,20402014.6
2018-12-05,BTCRUR,287769.23,291150,274450,278616.4,37.97,10753870.92
2018-12-04,BTCRUR,290997,295000,284500,287769.23,47.99,13848518.6
2018-12-03,BTCRUR,301122,302395.36,284303,290997,54.45,16014429.29
2018-12-02,BTCRUR,305994,306850,300000,301122,16.52,4988349.4
2018-12-01,BTCRUR,297447.03,309999,292864.64,305994,22.39,6767919.09
2018-11-30,BTCRUR,310000,321563,295000,297447.03,33.47,10284560.06
2018-11-29,BTCRUR,300093.08,348945,296000,310000,43.63,13525452.96
2018-11-28,BTCRUR,267600,312000,267600,300093.08,47.25,13919637.98
2018-11-27,BTCRUR,272781.78,280920.67,265271,267600,20.17,5440232.42
2018-11-26,BTCRUR,283290.39,292000.1,263563,272781.78,22.11,6121758.14
2018-11-25,BTCRUR,280440,290993.06,257873,283290.39,43.84,12015944.12
2018-11-24,BTCRUR,305000,314746,279900,280440,24.47,7334993.41
2018-11-23,BTCRUR,310744.46,314999.8,298204,305000,43.53,13302291.04
2018-11-22,BTCRUR,318264,330000,310744.46,310744.46,24.42,7781721.9
2018-11-21,BTCRUR,311200,331070.2,307092.11,318264,33.85,10712389.25
2018-11-20,BTCRUR,341000,352000,295409.18,311200,76.59,24657910.67
2018-11-19,BTCRUR,395447.58,397799,340006,341000,33.55,12324516.0
2018-11-18,BTCRUR,395623,398891.99,393858.62,395447.58,14.05,5555028.11
2018-11-17,BTCRUR,397000,399000,390000,395623,18.99,7469255.23
2018-11-16,BTCRUR,402226.25,403001,390000,397000,26.46,10467651.45
2018-11-15,BTCRUR,418000,418000,385000,402226.25,39.01,15742214.97
2018-11-14,BTCRUR,430370,434200,416134.8,418000,41.19,17445286.23
2018-11-13,BTCRUR,432700,434850,430004,430370,19.48,8415859.52
2018-11-12,BTCRUR,431501,434300.5,430000,432700,23.65,10210928.03
2018-11-11,BTCRUR,430600,434076.29,430046.67,431501,17.55,7568522.54
2018-11-10,BTCRUR,431344,433959.22,428344,430600,22.59,9748006.82
2018-11-09,BTCRUR,428200,431570,425802,431344,22.4,9587535.5
2018-11-08,BTCRUR,430000,431600,425000,428200,22.3,9526733.45
2018-11-07,BTCRUR,425000,431600.63,424001,430000,22.11,9450450.24
2018-11-06,BTCRUR,425991,428440,423423,425000,21.29,9046043.57
2018-11-05,BTCRUR,428000,429860,425000,425991,16.08,6862213.06
2018-11-04,BTCRUR,425010,430316.25,424118.03,428000,22.22,9493835.26
2018-11-03,BTCRUR,428847.35,430100.89,423667.2,425010,20.15,8583823.97
2018-11-02,BTCRUR,426000,430100,423850.63,428847.35,19.55,8325909.8
2018-11-01,BTCRUR,425288.85,428864.16,424454.99,426000,24.54,10453954.83
2018-10-31,BTCRUR,426376.58,428440.43,425042.76,425288.85,19.68,8380341.87
2018-10-30,BTCRUR,427289.71,431500,426376.58,426376.58,18.66,7976948.17
2018-10-29,BTCRUR,429503,431000,427289.71,427289.71,23.53,10079453.06
2018-10-28,BTCRUR,431713,434000,429258.3,429503,15.03,6467743.48
2018-10-27,BTCRUR,432000,434500,429361,431713,18.02,7775882.99
2018-10-26,BTCRUR,430164.67,435000,429495,432000,19.47,8392728.29
2018-10-25,BTCRUR,430450,432326.04,429906.28,430164.67,17.51,7540711.73
2018-10-24,BTCRUR,430570,434000,430401.4,430450,14.36,6191978.66
2018-10-23,BTCRUR,432000,434546.23,430495,430570,20.04,8649107.07
2018-10-22,BTCRUR,435717.7,436000,431611.7,432000,15.11,6537037.29
2018-10-21,BTCRUR,438096.1,440510,432808.23,435717.7,18.53,8073177.36
2018-10-20,BTCRUR,435850,442000,433116,438096.1,14.67,6395606.09
2018-10-19,BTCRUR,434015.64,442273.39,433116,435850,18.68,8132021.87
2018-10-18,BTCRUR,438000,438869.8,434015.64,434015.64,17.73,7721635.84
2018-10-17,BTCRUR,441022.5,442998,435569.85,438000,19.49,8527768.41
2018-10-16,BTCRUR,440000,446200,437370,441022.5,16.28,7165542.06
2018-10-15,BTCRUR,442625.69,455000,438883.99,440000,44.66,19924419.66
2018-10-14,BTCRUR,441100,445008,441000,442625.69,15.26,6758323.94
2018-10-13,BTCRUR,441293.33,444397.28,437217.2,441100,14.21,6267195.19
2018-10-12,BTCRUR,435993.18,443712.5,435993.18,441293.33,19.02,8344157.47
2018-10-11,BTCRUR,444520.08,447533,435901.35,435993.18,29.08,12751508.82
2018-10-10,BTCRUR,445335,447700,438500,444520.08,20.11,8914071.26
2018-10-09,BTCRUR,446987,448000,443001,445335,15.59,6949470.19
2018-10-08,BTCRUR,445001,448000,443001,446987,22.56,10060329.41
2018-10-07,BTCRUR,448270,450000.1,444000,445001,18.87,8441139.28
2018-10-06,BTCRUR,448752.99,449894.19,440116.8,448270,19.68,8793730.58
2018-10-05,BTCRUR,440001.2,448752.99,438458.1,448752.99,23.28,10348502.76
2018-10-04,BTCRUR,438200.1,446500,438112,440001.2,22.13,9769358.16
2018-10-03,BTCRUR,440507,448366.11,438128.35,438200.1,32.99,14545339.12
2018-10-02,BTCRUR,441999.7,444399.06,439896.05,440507,21.0,9266455.36
2018-10-01,BTCRUR,445161.81,447500,440000,441999.7,17.85,7896709.73
2018-09-30,BTCRUR,445820.64,449999,443345,445161.81,18.41,8209165.87
2018-09-29,BTCRUR,450094.9,450500,441482.52,445820.64,24.61,10966773.09
2018-09-28,BTCRUR,450000,453000,445001,450094.9,26.41,11844719.72
2018-09-27,BTCRUR,443321.58,451000,440139.48,450000,22.01,9768788.07
2018-09-26,BTCRUR,445555,450178.14,440456.26,443321.58,18.54,8241672.26
2018-09-25,BTCRUR,448120,450125,440530.14,445555,22.61,10044174.5
2018-09-24,BTCRUR,459000,460500,447620.87,448120,19.21,8696558.5
2018-09-23,BTCRUR,457061,461199.57,455150,459000,18.05,8283159.07
2018-09-22,BTCRUR,455131.78,460000.72,451195.8,457061,21.23,9698943.85
2018-09-21,BTCRUR,444001,458550,441543,455131.78,34.82,15751382.97
2018-09-20,BTCRUR,443929,449300,440663.79,444001,20.57,9127141.17
2018-09-19,BTCRUR,447403.02,449318.81,441433,443929,22.4,9951243.96
2018-09-18,BTCRUR,448500,451120.95,444768.17,447403.02,20.26,9051433.87
2018-09-17,BTCRUR,457500,459800,446998.95,448500,21.99,9932255.5
2018-09-16,BTCRUR,460371,462721.92,455000,457500,9.91,4543273.13
2018-09-15,BTCRUR,463522.26,463989,458001,460371,12.12,5581378.76
2018-09-14,BTCRUR,462925.37,465000,453700,463522.26,17.2,7908688.08
2018-09-13,BTCRUR,459396,465777.48,457500,462925.37,21.87,10117192.7
2018-09-12,BTCRUR,459700.5,462723,452610,459396,20.35,9275195.19
2018-09-11,BTCRUR,461900,467500,456450,459700.5,21.77,10046355.87
2018-09-10,BTCRUR,463000,469938,457660,461900,23.12,10671376.55
2018-09-09,BTCRUR,457000,473000,453971.82,463000,22.95,10635171.69
2018-09-08,BTCRUR,472789.11,476220.56,455455.69,457000,35.84,16710631.3
2018-09-07,BTCRUR,469369,473643.83,461003,472789.11,23.97,11242368.29
2018-09-06,BTCRUR,480000,480000,456587.58,469369,31.18,14453557.62
2018-09-05,BTCRUR,498504.49,505993,477389.5,480000,35.06,17200286.01
2018-09-04,BTCRUR,491000,503056,490001,498504.49,32.92,16366101.63
2018-09-03,BTCRUR,485601.62,495938.14,479425,491000,35.89,17531598.39
2018-09-02,BTCRUR,485800,493129,477777,485601.62,31.83,15443176.95
2018-09-01,BTCRUR,473400,490000,470555.91,485800,32.39,15509073.96
2018-08-31,BTCRUR,475679,477135.49,472000.69,473400,22.83,10830834.99
2018-08-30,BTCRUR,478000,481000,470636.45,475679,24.09,11425721.94
2018-08-29,BTCRUR,481920.1,484633.35,474470.55,478000,28.22,13525142.78
2018-08-28,BTCRUR,454000,484028.35,452801,481920.1,57.15,26582712.29
2018-08-27,BTCRUR,451000,455500,448026.55,454000,29.5,13343882.24
2018-08-26,BTCRUR,451944.3,453936.92,449088.97,451000,16.62,7499479.53
2018-08-25,BTCRUR,450869.39,453832.54,448234.56,451944.3,24.51,11075404.09
2018-08-24,BTCRUR,443010,450869.39,441120.05,450869.39,20.97,9354841.41
2018-08-23,BTCRUR,442800.5,448289.4,441120.05,443010,16.4,7273327.3
2018-08-22,BTCRUR,443526.64,450213.48,440913,442800.5,41.43,18509740.55
2018-08-21,BTCRUR,440000,445186.47,438712.83,443526.64,26.81,11871038.14
2018-08-20,BTCRUR,440152.04,443500,435156.06,440000,20.7,9126086.33
2018-08-19,BTCRUR,437863.3,443000,435000,440152.04,16.17,7105825.12
2018-08-18,BTCRUR,441879.37,442782.3,435000,437863.3,25.82,11358291.11
2018-08-17,BTCRUR,435005,442328.7,434332.15,441879.37,34.51,15188249.25
2018-08-16,BTCRUR,434040.3,439650.79,432670.6,435005,31.69,13853798.73
2018-08-15,BTCRUR,426046.69,439038.62,425619.37,434040.3,61.95,26833593.94
2018-08-14,BTCRUR,446663.9,449258.38,418000,426046.69,64.02,27581712.28
2018-08-13,BTCRUR,452898,463511.14,443928.21,446663.9,35.48,16047461.8
2018-08-12,BTCRUR,438000,438000,438000,438000,0.0,0.0
2018-08-11,BTCRUR,435500,439950,430000,438000,16.7,7255434.02
2018-08-10,BTCRUR,447995.53,452446,429971.17,435500,31.12,13668520.48
2018-08-09,BTCRUR,423684,450801.4,420540,447995.53,21.48,9356253.42
2018-08-08,BTCRUR,447030,447030,415009.85,423684,22.55,9622794.95
2018-08-07,BTCRUR,454752.81,460230,441100.2,447030,21.41,9715512.89
2018-08-06,BTCRUR,460162.96,463142.66,454752.81,454752.81,29.22,13381618.53
2018-08-05,BTCRUR,466650,467700,460162.96,460162.96,28.83,13373666.65
2018-08-04,BTCRUR,477201.8,477202.82,466525.9,466650,33.86,15940290.22
2018-08-03,BTCRUR,481000,481000,464925.12,477201.8,24.46,11553365.49
2018-08-02,BTCRUR,475000.33,481715.07,471200,481000,16.09,7671364.62
2018-08-01,BTCRUR,486600.4,486600.4,460875.07,475000.33,22.53,10642949.41
2018-07-31,BTCRUR,495000,500000,481000,486600.4,24.94,12246002.02
2018-07-30,BTCRUR,497651,498801,487779.13,495000,22.67,11191612.64
2018-07-29,BTCRUR,492272.58,497922.22,490000,497651,13.82,6828818.44
2018-07-28,BTCRUR,494823.72,498289,486533.48,492272.58,15.21,7485288.12
2018-07-27,BTCRUR,488000,500000,475120.49,494823.72,21.69,10577809.01
2018-07-26,BTCRUR,497000,502450,487650,488000,31.85,15864222.92
2018-07-25,BTCRUR,508000,509999,481000,497000,27.2,13439043.58
2018-07-24,BTCRUR,486205.84,510000,480100,508000,30.3,15062412.72
2018-07-23,BTCRUR,467791.16,486313.61,462971.1,486205.84,24.53,11690551.23
2018-07-22,BTCRUR,462224,469000,461033,467791.16,20.65,9595625.98
2018-07-21,BTCRUR,463055.63,466799,452952.5,462224,22.32,10274196.09
2018-07-20,BTCRUR,462174.56,472450.2,456589.61,463055.63,27.8,12834555.59
2018-07-19,BTCRUR,446672.1,462174.56,440000,462174.56,30.53,13761759.49
2018-07-18,BTCRUR,434501,455386.65,433035.72,446672.1,32.28,14337213.11
2018-07-17,BTCRUR,406144.42,438090.76,404000,434501,28.82,12036150.21
2018-07-16,BTCRUR,396102,408000,390000,406144.42,22.85,9167018.74
2018-07-15,BTCRUR,398300,399998,394155,396102,20.24,8034220.42
2018-07-14,BTCRUR,392801,398500,390444,398300,20.99,8252091.93
2018-07-13,BTCRUR,395889,398551.01,390441.39,392801,25.1,9913776.99
2018-07-12,BTCRUR,406007,411164.15,390000,395889,20.5,8135903.13
2018-07-11,BTCRUR,405735.12,411637.32,402204,406007,20.64,8382760.18
