Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NEO,Volume USDT
2019-05-08,NEOUSDT,8.91,9.07,8.7,9.04,246655.2,2194402.25
2019-05-07,NEOUSDT,9.16,9.42,9.16,9.31,178775.27,1667577.37
2019-05-06,NEOUSDT,9.24,9.39,8.82,9.16,445005.99,4057670.31
2019-05-05,NEOUSDT,9.45,9.6,9.16,9.24,271250.68,2543804.26
2019-05-04,NEOUSDT,9.93,10.16,9.21,9.45,448996.85,4333457.29
2019-05-03,NEOUSDT,9.83,10.15,9.71,9.93,464279.15,4630614.44
2019-05-02,NEOUSDT,9.7,10.12,9.6,9.83,281959.55,2779962.26
2019-05-01,NEOUSDT,9.73,9.86,9.44,9.7,350690.28,3396132.12
2019-04-30,NEOUSDT,9.44,9.74,9.3,9.73,400084.2,3801234.09
2019-04-29,NEOUSDT,9.36,10.04,9.28,9.44,625760.82,6010782.72
2019-04-28,NEOUSDT,9.54,9.74,9.23,9.36,171511.05,1628802.19
2019-04-27,NEOUSDT,9.49,9.74,9.31,9.54,284688.86,2713935.14
2019-04-26,NEOUSDT,9.58,9.98,9.15,9.49,607523.38,5738222.54
