Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume HVN,Volume BTC
2017-09-20,HVNBTC,7.16e-06,7.39e-06,5.75e-06,6.52e-06,2119800.0,14.11
2017-09-19,HVNBTC,5.82e-06,7.86e-06,5.82e-06,7.16e-06,3047320.0,20.9
2017-09-18,HVNBTC,4.9e-06,6.5e-06,4.57e-06,5.82e-06,1840960.0,10.68
2017-09-17,HVNBTC,5.0e-06,5.33e-06,3.76e-06,4.9e-06,1385260.0,6.41
2017-09-16,HVNBTC,5.75e-06,5.81e-06,4.8e-06,5.0e-06,1022450.0,5.31
2017-09-15,HVNBTC,6.58e-06,6.58e-06,5.01e-06,5.75e-06,2695690.0,15.19
2017-09-14,HVNBTC,8.33e-06,9.8e-06,5.51e-06,6.58e-06,8176210.0,58.15
2017-09-13,HVNBTC,1.33e-05,1.82e-05,5.79e-06,8.33e-06,17304940.0,177.48
2017-09-12,HVNBTC,5.75e-06,1.6e-05,5.32e-06,1.33e-05,11980820.0,117.8
2017-09-11,HVNBTC,5.0e-06,6.5e-06,4.5e-06,5.75e-06,4349860.0,23.53
2017-09-10,HVNBTC,2.61e-06,5.67e-06,2.61e-06,5.0e-06,6653410.0,28.99
2017-09-09,HVNBTC,2.75e-06,3.79e-06,2.3e-06,2.61e-06,1073180.0,3.26
2017-09-08,HVNBTC,3.6e-06,4.0e-06,2.75e-06,2.75e-06,934190.0,3.16
2017-09-07,HVNBTC,3.9e-06,3.93e-06,3.03e-06,3.6e-06,390870.0,1.27
2017-09-06,HVNBTC,4.6e-06,4.78e-06,3.1e-06,3.9e-06,1140420.0,5.14
2017-09-05,HVNBTC,4.27e-06,5.18e-06,3.0e-06,3.8e-06,659550.0,2.79
