Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-08-01 02-AM,ETHEUR,197.5,198.82,197.36,198.31,12.83,2541.13
2019-08-01 01-AM,ETHEUR,201.07,201.4,195.98,197.5,27.31,5407.71
2019-08-01 12-AM,ETHEUR,201.9,202.06,200,201.07,14.84,2991.0
2019-07-31 11-PM,ETHEUR,200.41,202.15,199.64,201.9,14.9,2998.2
2019-07-31 10-PM,ETHEUR,200.19,200.63,199.73,200.41,13.8,2762.22
2019-07-31 09-PM,ETHEUR,200,200.3,199.61,200.19,13.79,2758.33
2019-07-31 08-PM,ETHEUR,198.99,200.84,198.99,200,5.111,1023.42
2019-07-31 07-PM,ETHEUR,198.99,198.99,198.99,198.99,0.0,0.0
2019-07-31 06-PM,ETHEUR,199.78,200.31,198.7,198.99,15.37,3063.5
2019-07-31 05-PM,ETHEUR,200.42,200.66,199.44,199.78,15.95,3189.92
2019-07-31 04-PM,ETHEUR,200.2,201.73,199.63,200.42,20.14,4040.78
2019-07-31 03-PM,ETHEUR,199.41,200.68,198.99,200.2,18.01,3596.17
2019-07-31 02-PM,ETHEUR,199.72,200.84,199.1,199.41,14.75,2944.58
2019-07-31 01-PM,ETHEUR,199.65,200.4,199.03,199.72,15.64,3124.22
2019-07-31 12-PM,ETHEUR,198.38,201.27,197.22,199.65,22.21,4432.15
2019-07-31 11-AM,ETHEUR,197.86,198.99,197.12,198.38,17.06,3373.14
2019-07-31 10-AM,ETHEUR,197.46,198.41,196.91,197.86,16.25,3210.64
2019-07-31 09-AM,ETHEUR,197.76,198.23,196.34,197.46,15.22,3005.69
2019-07-31 08-AM,ETHEUR,197.47,198.43,196.93,197.76,15.95,3154.04
2019-07-31 07-AM,ETHEUR,198.75,198.85,197.22,197.47,23.05,4566.99
2019-07-31 06-AM,ETHEUR,198.72,198.99,197.78,198.75,15.09,2993.47
2019-07-31 05-AM,ETHEUR,198.35,198.99,197.78,198.72,15.55,3082.55
2019-07-31 04-AM,ETHEUR,198.67,198.87,197.78,198.35,15.89,3149.91
2019-07-31 03-AM,ETHEUR,198.59,198.83,197.9,198.67,15.99,3171.73
2019-07-31 02-AM,ETHEUR,198.41,198.99,197.9,198.59,16.07,3188.32
2019-07-31 01-AM,ETHEUR,198.4,199.16,197.78,198.41,15.99,3171.81
2019-07-31 12-AM,ETHEUR,196.28,198.61,196.28,198.4,18.37,3628.95
2019-07-30 11-PM,ETHEUR,196.81,197.33,196.27,196.28,16.52,3250.8
2019-07-30 10-PM,ETHEUR,195.89,197.5,195.82,196.81,22.05,4335.14
2019-07-30 09-PM,ETHEUR,196.91,196.95,195.58,195.89,17.53,3439.99
2019-07-30 08-PM,ETHEUR,198.17,198.99,196.5,196.91,20.23,3991.23
2019-07-30 07-PM,ETHEUR,199.2,199.72,197.93,198.17,17.62,3500.87
2019-07-30 06-PM,ETHEUR,199.83,199.92,198.8,199.2,16.21,3233.06
2019-07-30 05-PM,ETHEUR,200.38,200.63,198.88,199.83,15.6,3116.18
2019-07-30 04-PM,ETHEUR,200.95,201.2,199.52,200.38,16.76,3359.9
2019-07-30 03-PM,ETHEUR,198.11,202.82,198.05,200.95,21.18,4247.74
2019-07-30 02-PM,ETHEUR,197.88,198.5,197.53,198.11,15.61,3091.25
2019-07-30 01-PM,ETHEUR,198.49,198.61,197.78,197.88,15.7,3112.33
2019-07-30 12-PM,ETHEUR,197.9,199,197.22,198.49,20.2,4002.63
