Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EBTC
2019-06-26 11-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 10-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 09-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 08-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 07-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 06-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 05-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 04-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 03-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 02-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 01-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26 12-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 11-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 10-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 09-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 08-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 07-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 06-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 05-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 04-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 03-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 02-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 01-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 12-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 11-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 10-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 09-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 08-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 07-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 06-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 05-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 04-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 03-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 02-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 01-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25 12-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 11-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 10-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 09-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 08-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 07-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 06-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 05-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 04-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 03-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 02-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 01-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 12-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 11-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 10-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 09-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 08-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 07-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 06-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 05-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 04-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 03-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 02-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 01-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24 12-AM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 11-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 10-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 09-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 08-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 07-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 06-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 05-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 04-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 03-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 02-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 01-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23 12-PM,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
