Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume EUR
2019-06-29 01-PM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 12-PM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 11-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 10-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 09-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 08-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 07-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 06-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 05-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 04-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 03-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 02-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 01-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-29 12-AM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-28 11-PM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-28 10-PM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-28 09-PM,BCHEUR,381.2,381.2,381.2,381.2,0.0,0.0
2019-06-28 08-PM,BCHEUR,373.05,381.2,373.05,381.2,0.6116,233.15
2019-06-28 07-PM,BCHEUR,373.05,373.05,373.05,373.05,0.0,0.0
2019-06-28 06-PM,BCHEUR,373.05,373.05,373.05,373.05,0.0,0.0
2019-06-28 05-PM,BCHEUR,373.05,373.05,373.05,373.05,0.0,0.0
2019-06-28 04-PM,BCHEUR,359,373.05,359,373.05,0.03745,13.97
2019-06-28 03-PM,BCHEUR,359,359,359,359,0.0,0.0
2019-06-28 02-PM,BCHEUR,359,359,359,359,0.0,0.0
2019-06-28 01-PM,BCHEUR,359,359,359,359,0.0,0.0
2019-06-28 12-PM,BCHEUR,359,359,359,359,0.0,0.0
2019-06-28 11-AM,BCHEUR,359,359,359,359,0.0,0.0
2019-06-28 10-AM,BCHEUR,359,359,359,359,0.0,0.0
2019-06-28 09-AM,BCHEUR,359,359,359,359,0.0,0.0
2019-06-28 08-AM,BCHEUR,359,359,359,359,0.0,0.0
2019-06-28 07-AM,BCHEUR,352.15,359,352.15,359,0.0355,12.74
2019-06-28 06-AM,BCHEUR,352.15,352.15,352.15,352.15,0.0,0.0
2019-06-28 05-AM,BCHEUR,352.15,352.15,352.15,352.15,0.0,0.0
2019-06-28 04-AM,BCHEUR,352.15,352.15,352.15,352.15,0.0,0.0
2019-06-28 03-AM,BCHEUR,352.15,352.15,352.15,352.15,0.0,0.0
2019-06-28 02-AM,BCHEUR,367,367,352.15,352.15,0.2055,72.38
2019-06-28 01-AM,BCHEUR,367,367,367,367,0.0,0.0
2019-06-28 12-AM,BCHEUR,367,367,367,367,0.0,0.0
2019-06-27 11-PM,BCHEUR,364.74,367,364.74,367,1.703,623.76
2019-06-27 10-PM,BCHEUR,361.34,364.74,361.34,364.74,3.298,1201.96
2019-06-27 09-PM,BCHEUR,356.64,362.58,356.64,361.34,3.805,1370.0
2019-06-27 08-PM,BCHEUR,356.64,356.64,356.64,356.64,0.0,0.0
2019-06-27 07-PM,BCHEUR,356.64,356.64,356.64,356.64,0.0,0.0
2019-06-27 06-PM,BCHEUR,346.3,356.64,346.3,356.64,0.0539,19.22
2019-06-27 05-PM,BCHEUR,346.3,346.3,346.3,346.3,0.0,0.0
2019-06-27 04-PM,BCHEUR,375.32,375.32,346.3,346.3,8.297,2924.31
2019-06-27 03-PM,BCHEUR,375.32,375.32,375.32,375.32,0.0,0.0
2019-06-27 02-PM,BCHEUR,373.23,375.32,367.26,375.32,4.628,1736.38
2019-06-27 01-PM,BCHEUR,370.43,373.23,367.42,373.23,0.9112,338.17
2019-06-27 12-PM,BCHEUR,375.98,386.4,370.43,370.43,11.89,4458.28
2019-06-27 11-AM,BCHEUR,375.98,375.98,375.98,375.98,0.0,0.0
2019-06-27 10-AM,BCHEUR,376.24,378.26,375.98,375.98,22.58,8514.63
2019-06-27 09-AM,BCHEUR,387.24,387.24,362,376.24,24.78,9175.7
2019-06-27 08-AM,BCHEUR,407.67,407.67,387.24,387.24,2.366,935.5
2019-06-27 07-AM,BCHEUR,415,415,407.67,407.67,0.06462,26.34
2019-06-27 06-AM,BCHEUR,429.36,429.36,415,415,0.3882,161.12
2019-06-27 05-AM,BCHEUR,429.36,429.36,429.36,429.36,0.0,0.0
2019-06-27 04-AM,BCHEUR,429.36,429.36,429.36,429.36,0.0,0.0
2019-06-27 03-AM,BCHEUR,429.36,429.36,429.36,429.36,0.0,0.0
2019-06-27 02-AM,BCHEUR,429.36,429.36,429.36,429.36,0.0,0.0
2019-06-27 01-AM,BCHEUR,429.36,429.36,429.36,429.36,0.0,0.0
2019-06-27 12-AM,BCHEUR,423.01,429.36,423.01,429.36,0.1002,43.01
2019-06-26 11-PM,BCHEUR,416.53,423.01,416.53,423.01,1.007,426.02
2019-06-26 10-PM,BCHEUR,404.07,416.53,404.07,416.53,0.8572,357.06
2019-06-26 09-PM,BCHEUR,404.07,404.07,404.07,404.07,0.0,0.0
2019-06-26 08-PM,BCHEUR,443.9,443.9,400,404.07,11.41,4938.36
2019-06-26 07-PM,BCHEUR,441.8,451.51,440.57,443.9,5.105,2272.26
2019-06-26 06-PM,BCHEUR,441.8,441.8,441.8,441.8,0.0,0.0
2019-06-26 05-PM,BCHEUR,441.8,441.8,441.8,441.8,0.0,0.0
2019-06-26 04-PM,BCHEUR,441.8,441.8,441.8,441.8,0.0,0.0
2019-06-26 03-PM,BCHEUR,442.49,442.91,441.8,441.8,0.2514,111.09
2019-06-26 02-PM,BCHEUR,442.49,442.49,442.49,442.49,0.0,0.0
2019-06-26 01-PM,BCHEUR,442.49,442.49,442.49,442.49,0.0,0.0
2019-06-26 12-PM,BCHEUR,442.49,442.49,442.49,442.49,0.0,0.0
2019-06-26 11-AM,BCHEUR,438.41,442.49,438.41,442.49,0.3988,176.44
2019-06-26 10-AM,BCHEUR,438.41,438.41,438.41,438.41,0.0,0.0
2019-06-26 09-AM,BCHEUR,425.87,441.7,425.87,438.41,6.379,2797.61
2019-06-26 08-AM,BCHEUR,428.21,428.21,425.87,425.87,4.541,1934.62
2019-06-26 07-AM,BCHEUR,430,430,427.52,428.21,4.515,1931.21
2019-06-26 06-AM,BCHEUR,424.92,430,424.92,430,0.4141,178.07
2019-06-26 05-AM,BCHEUR,433,433.59,424.92,424.92,10.19,4367.58
2019-06-26 04-AM,BCHEUR,417.75,434.08,417.75,433,1.475,635.47
2019-06-26 03-AM,BCHEUR,417.75,417.75,417.75,417.75,0.0,0.0
2019-06-26 02-AM,BCHEUR,419.02,419.02,417.75,417.75,0.181,75.63
2019-06-26 01-AM,BCHEUR,419.02,419.02,419.02,419.02,0.0,0.0
2019-06-26 12-AM,BCHEUR,419.02,419.02,419.02,419.02,0.0,0.0
2019-06-25 11-PM,BCHEUR,419.02,419.02,419.02,419.02,0.0,0.0
2019-06-25 10-PM,BCHEUR,414.25,419.55,414.25,419.02,1.189,498.33
2019-06-25 09-PM,BCHEUR,414.22,414.25,414.16,414.25,0.1207,50.01
2019-06-25 08-PM,BCHEUR,415.1,415.1,414.22,414.22,0.08368,34.66
2019-06-25 07-PM,BCHEUR,414.2,415.1,414.2,415.1,0.1116,46.32
2019-06-25 06-PM,BCHEUR,414.2,414.2,414.2,414.2,0.0,0.0
2019-06-25 05-PM,BCHEUR,537,537,414.2,414.2,0.06864,28.43
2019-06-25 04-PM,BCHEUR,407.57,537,407.57,537,1.636,807.06
2019-06-25 03-PM,BCHEUR,407.57,407.57,407.57,407.57,0.0,0.0
2019-06-25 02-PM,BCHEUR,407.57,407.57,407.57,407.57,0.0,0.0
2019-06-25 01-PM,BCHEUR,407.57,407.57,407.57,407.57,0.0,0.0
2019-06-25 12-PM,BCHEUR,414.79,414.79,407.57,407.57,15.27,6232.73
2019-06-25 11-AM,BCHEUR,421.05,421.05,414.79,414.79,3.816,1582.71
2019-06-25 10-AM,BCHEUR,421.05,421.05,421.05,421.05,0.0,0.0
2019-06-25 09-AM,BCHEUR,421.05,421.05,421.05,421.05,0.0,0.0
2019-06-25 08-AM,BCHEUR,421.05,421.05,421.05,421.05,0.0,0.0
2019-06-25 07-AM,BCHEUR,412.31,421.05,412.31,421.05,0.04722,19.88
2019-06-25 06-AM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-25 05-AM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-25 04-AM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-25 03-AM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-25 02-AM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-25 01-AM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-25 12-AM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 11-PM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 10-PM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 09-PM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 08-PM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 07-PM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 06-PM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 05-PM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 04-PM,BCHEUR,412.31,412.31,412.31,412.31,0.0,0.0
2019-06-24 03-PM,BCHEUR,413.3,413.3,412.31,412.31,0.2426,100.01
2019-06-24 02-PM,BCHEUR,413.3,413.3,413.3,413.3,0.0,0.0
2019-06-24 01-PM,BCHEUR,413.57,413.57,413.3,413.3,0.9327,385.48
2019-06-24 12-PM,BCHEUR,415.63,415.63,413.57,413.57,0.2206,91.23
2019-06-24 11-AM,BCHEUR,415.63,415.63,415.63,415.63,0.0,0.0
2019-06-24 10-AM,BCHEUR,415.63,415.63,415.63,415.63,0.0,0.0
2019-06-24 09-AM,BCHEUR,415.63,415.63,415.63,415.63,0.0,0.0
2019-06-24 08-AM,BCHEUR,416.8,416.8,415.63,415.63,1.214,504.7
2019-06-24 07-AM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-24 06-AM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-24 05-AM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-24 04-AM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-24 03-AM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-24 02-AM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-24 01-AM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-24 12-AM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 11-PM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 10-PM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 09-PM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 08-PM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 07-PM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 06-PM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 05-PM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 04-PM,BCHEUR,416.8,416.8,416.8,416.8,0.0,0.0
2019-06-23 03-PM,BCHEUR,417.99,417.99,416.8,416.8,0.1384,57.67
2019-06-23 02-PM,BCHEUR,417.99,417.99,417.99,417.99,0.0,0.0
2019-06-23 01-PM,BCHEUR,417.99,417.99,417.99,417.99,0.0,0.0
2019-06-23 12-PM,BCHEUR,417.99,417.99,417.99,417.99,0.0,0.0
2019-06-23 11-AM,BCHEUR,417.99,417.99,417.99,417.99,0.0,0.0
2019-06-23 10-AM,BCHEUR,417.99,417.99,417.99,417.99,0.0,0.0
2019-06-23 09-AM,BCHEUR,400.84,417.99,400.84,417.99,0.2249,94.0
2019-06-23 08-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-23 07-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-23 06-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-23 05-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-23 04-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-23 03-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-23 02-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-23 01-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-23 12-AM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-22 11-PM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-22 10-PM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-22 09-PM,BCHEUR,400.84,400.84,400.84,400.84,0.0,0.0
2019-06-22 08-PM,BCHEUR,420.99,420.99,399.31,400.84,0.1259,50.28
2019-06-22 07-PM,BCHEUR,420.99,420.99,420.99,420.99,0.0,0.0
2019-06-22 06-PM,BCHEUR,420.99,420.99,420.99,420.99,0.0,0.0
2019-06-22 05-PM,BCHEUR,358,420.99,358,420.99,1.386,574.43
2019-06-22 04-PM,BCHEUR,358,358,358,358,0.0,0.0
2019-06-22 03-PM,BCHEUR,396.01,396.01,357.98,358,2.313,828.07
2019-06-22 02-PM,BCHEUR,399.98,399.99,396.01,396.01,0.06288,25.09
2019-06-22 01-PM,BCHEUR,379.15,399.98,379.15,399.98,0.04416,17.66
2019-06-22 12-PM,BCHEUR,379.15,379.15,379.15,379.15,0.0,0.0
2019-06-22 11-AM,BCHEUR,379.15,379.15,379.15,379.15,0.0,0.0
2019-06-22 10-AM,BCHEUR,379.15,379.15,379.15,379.15,0.0,0.0
2019-06-22 09-AM,BCHEUR,379.15,379.15,379.15,379.15,0.0,0.0
2019-06-22 08-AM,BCHEUR,379.15,379.15,379.15,379.15,0.0,0.0
2019-06-22 07-AM,BCHEUR,384.52,384.52,379.15,379.15,0.04979,18.88
2019-06-22 06-AM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-22 05-AM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-22 04-AM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-22 03-AM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-22 02-AM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-22 01-AM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-22 12-AM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 11-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 10-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 09-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 08-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 07-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 06-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 05-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 04-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 03-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 02-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 01-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 12-PM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 11-AM,BCHEUR,384.52,384.52,384.52,384.52,0.0,0.0
2019-06-21 10-AM,BCHEUR,376.66,384.52,376.66,384.52,0.3616,139.06
2019-06-21 09-AM,BCHEUR,375.45,376.66,375.45,376.66,0.9261,348.64
2019-06-21 08-AM,BCHEUR,375.45,375.45,375.45,375.45,0.0,0.0
2019-06-21 07-AM,BCHEUR,375.45,375.45,375.45,375.45,0.0,0.0
2019-06-21 06-AM,BCHEUR,375.45,375.45,375.45,375.45,0.0,0.0
2019-06-21 05-AM,BCHEUR,375.45,375.45,375.45,375.45,0.0,0.0
2019-06-21 04-AM,BCHEUR,375.45,375.45,375.45,375.45,0.0,0.0
2019-06-21 03-AM,BCHEUR,377.57,377.57,375.45,375.45,0.126,47.31
2019-06-21 02-AM,BCHEUR,377.54,377.6,377.54,377.57,1.986,749.97
2019-06-21 01-AM,BCHEUR,371.82,378.31,371.82,377.54,19.35,7304.03
2019-06-21 12-AM,BCHEUR,367.12,371.82,367.12,371.82,0.1229,45.64
2019-06-20 11-PM,BCHEUR,367.12,367.12,367.12,367.12,0.0,0.0
2019-06-20 10-PM,BCHEUR,364.51,367.12,364.51,367.12,1.904,698.86
2019-06-20 09-PM,BCHEUR,364.51,364.51,364.51,364.51,0.0,0.0
2019-06-20 08-PM,BCHEUR,364.51,364.51,364.51,364.51,0.0,0.0
2019-06-20 07-PM,BCHEUR,364.51,364.51,364.51,364.51,0.0,0.0
2019-06-20 06-PM,BCHEUR,364.51,364.51,364.51,364.51,0.0,0.0
2019-06-20 05-PM,BCHEUR,364.51,364.51,364.51,364.51,0.0,0.0
2019-06-20 04-PM,BCHEUR,378,378,364.49,364.51,7.154,2607.44
2019-06-20 03-PM,BCHEUR,378,378,378,378,0.0,0.0
2019-06-20 02-PM,BCHEUR,377.99,378,377,378,0.1708,64.49
2019-06-20 01-PM,BCHEUR,362.7,377.99,361.27,377.99,0.03902,14.42
2019-06-20 12-PM,BCHEUR,362.7,362.7,362.7,362.7,0.0,0.0
2019-06-20 11-AM,BCHEUR,362.7,362.7,362.7,362.7,0.0,0.0
2019-06-20 10-AM,BCHEUR,362.7,362.7,362.7,362.7,0.0,0.0
2019-06-20 09-AM,BCHEUR,362.7,362.7,362.7,362.7,0.0,0.0
2019-06-20 08-AM,BCHEUR,365.71,365.71,362.7,362.7,5.0,1813.5
2019-06-20 07-AM,BCHEUR,365.01,366.57,365.01,365.71,14.66,5365.2
2019-06-20 06-AM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-20 05-AM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-20 04-AM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-20 03-AM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-20 02-AM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-20 01-AM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-20 12-AM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-19 11-PM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-19 10-PM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-19 09-PM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
2019-06-19 08-PM,BCHEUR,365.01,365.01,365.01,365.01,0.0,0.0
