Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume ETH
2019-05-07,XMRETH,0.3904,0.3956,0.3773,0.3852,2453.68,947.86
2019-05-06,XMRETH,0.4082,0.4124,0.3831,0.3904,3841.17,1542.39
2019-05-05,XMRETH,0.418,0.4216,0.4052,0.4082,1707.69,705.22
2019-05-04,XMRETH,0.4011,0.4199,0.3998,0.418,6133.98,2499.35
2019-05-03,XMRETH,0.4022,0.4053,0.388,0.4011,3799.71,1517.43
2019-05-02,XMRETH,0.4084,0.4114,0.396,0.4022,4075.82,1644.19
2019-05-01,XMRETH,0.387,0.4109,0.385,0.4084,4186.85,1663.85
2019-04-30,XMRETH,0.3934,0.3972,0.3842,0.387,5168.0,2007.29
2019-04-29,XMRETH,0.3926,0.403,0.3899,0.3934,2257.15,893.87
2019-04-28,XMRETH,0.397,0.3992,0.39,0.3926,1834.98,725.21
2019-04-27,XMRETH,0.3952,0.4265,0.39,0.397,3409.92,1353.72
2019-04-26,XMRETH,0.3979,0.434,0.3925,0.3952,5291.45,2131.25
2019-04-25,XMRETH,0.4091,0.4167,0.3974,0.3979,4987.7,2035.0
