Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume RUR
2019-05-28,XEMRUR,5.81,5.87,5.4,5.7,2099.12,11929.51
2019-05-27,XEMRUR,5.66,5.89,5.2,5.81,4862.28,28085.41
2019-05-26,XEMRUR,5.43,5.66,5.1,5.66,7344.95,39036.38
2019-05-25,XEMRUR,5.38,5.54,5.13,5.43,1713.64,9277.19
2019-05-24,XEMRUR,5.33,5.65,5.27,5.38,13502.22,74267.0
2019-05-23,XEMRUR,5.28,5.33,4.8,5.33,10401.27,53392.37
2019-05-22,XEMRUR,5.62,5.71,5.28,5.28,10313.1,56925.73
2019-05-21,XEMRUR,5.78,5.99,5.56,5.62,5779.52,32943.36
2019-05-20,XEMRUR,5.93,6,5.5,5.78,16770.99,99013.52
2019-05-19,XEMRUR,5.76,6.25,5.7,5.93,10118.34,60006.02
2019-05-18,XEMRUR,5.67,6.1,5.53,5.76,3858.04,22007.16
2019-05-17,XEMRUR,6.1,6.1,5.02,5.67,43731.97,244408.82
2019-05-16,XEMRUR,5.1,6.89,5.1,6.1,80035.37,491814.37
2019-05-15,XEMRUR,4.22,5.1,4.09,5.1,26507.53,125520.89
2019-05-14,XEMRUR,3.94,4.44,3.94,4.22,8122.66,34677.47
2019-05-13,XEMRUR,3.89,3.94,3.68,3.94,14551.16,56100.56
2019-05-12,XEMRUR,3.8,4,3.53,3.89,31824.48,122648.6
2019-05-11,XEMRUR,3.53,4,3.53,4,12400.09,47310.6
2019-05-10,XEMRUR,3.46,3.8,3.46,3.53,8053.02,29416.17
2019-05-09,XEMRUR,3.57,3.8,3.46,3.46,6889.37,24979.3
2019-05-08,XEMRUR,3.8,3.8,3.46,3.57,7925.8,27990.42
2019-05-07,XEMRUR,3.66,3.8,3.66,3.66,1266.4,4647.53
2019-05-06,XEMRUR,3.62,3.8,3.5,3.66,7237.73,26337.7
2019-05-05,XEMRUR,3.78,3.78,3.62,3.62,3896.94,14260.68
2019-05-04,XEMRUR,3.62,3.79,3.62,3.78,3063.23,11386.33
2019-05-03,XEMRUR,3.61,3.8,3.61,3.62,2375.21,8718.8
2019-05-02,XEMRUR,3.66,3.73,3.61,3.61,3375.37,12515.93
2019-05-01,XEMRUR,3.75,3.75,3.66,3.66,6348.06,23645.18
2019-04-30,XEMRUR,3.73,3.88,3.66,3.75,8609.97,32112.5
2019-04-29,XEMRUR,3.82,3.94,3.69,3.73,5845.24,22300.08
2019-04-28,XEMRUR,3.91,3.97,3.8,3.82,1528.56,5950.11
2019-04-27,XEMRUR,3.86,4.07,3.86,3.91,2100.8,8297.91
2019-04-26,XEMRUR,3.91,4.11,3.85,3.86,782.24,3054.72
2019-04-25,XEMRUR,4.3,4.3,3.86,3.91,3552.39,14196.63
2019-04-24,XEMRUR,4.26,4.3,3.85,4.3,8839.64,37097.9
2019-04-23,XEMRUR,4.61,4.61,4.25,4.26,3126.6,13629.99
2019-04-22,XEMRUR,4.35,4.61,4.2,4.61,194.91,834.76
2019-04-21,XEMRUR,4.29,4.61,4.24,4.35,2156.18,9534.32
2019-04-20,XEMRUR,4.2,4.5,4.19,4.29,3473.62,15034.01
2019-04-19,XEMRUR,4.34,4.54,3.92,4.2,4002.68,17038.44
2019-04-18,XEMRUR,4.24,4.55,4.24,4.34,1213.62,5169.81
2019-04-17,XEMRUR,4.42,4.6,4.24,4.24,1151.3,5075.8
2019-04-16,XEMRUR,4.55,4.74,4.42,4.42,1684.0,7691.39
2019-04-15,XEMRUR,4.49,4.9,4.49,4.55,2545.61,11942.75
2019-04-14,XEMRUR,4.51,4.65,4.49,4.49,674.32,3055.69
2019-04-13,XEMRUR,4.55,4.65,4.43,4.51,3377.6,15589.35
2019-04-12,XEMRUR,4.39,4.55,4.38,4.55,5476.96,24260.85
2019-04-11,XEMRUR,4.8,4.9,4.39,4.39,3558.02,16483.81
2019-04-10,XEMRUR,4.98,4.98,4.8,4.8,4071.53,20008.63
2019-04-09,XEMRUR,4.77,4.99,4.77,4.98,1926.13,9276.11
2019-04-08,XEMRUR,4.86,5,4.69,4.77,737.85,3546.91
2019-04-07,XEMRUR,4.71,4.91,4.59,4.86,256.24,1220.78
2019-04-06,XEMRUR,4.57,4.99,4.51,4.71,1899.78,9316.28
2019-04-05,XEMRUR,4.26,4.82,4.26,4.57,911.54,4069.09
2019-04-04,XEMRUR,4.57,4.9,4.06,4.26,2152.85,9676.57
2019-04-03,XEMRUR,4.42,4.88,4.42,4.57,2435.56,11331.89
2019-04-02,XEMRUR,3.45,4.42,3.45,4.42,3832.03,15662.48
2019-04-01,XEMRUR,3.79,3.79,3.44,3.45,606.26,2102.63
2019-03-31,XEMRUR,3.33,3.79,3.33,3.79,515.85,1943.12
2019-03-30,XEMRUR,3.6,3.79,3.3,3.33,2645.57,9256.68
2019-03-29,XEMRUR,3.21,3.6,3.21,3.6,1785.99,6118.21
2019-03-28,XEMRUR,3.31,3.43,3.21,3.21,564.13,1860.16
2019-03-27,XEMRUR,3.22,3.31,3.21,3.31,70.92,230.44
2019-03-26,XEMRUR,3.21,3.33,3.21,3.22,39.37,128.49
2019-03-25,XEMRUR,3.15,3.43,3.15,3.21,364.54,1174.73
2019-03-24,XEMRUR,3.11,3.4,3.11,3.15,802.87,2664.78
2019-03-23,XEMRUR,3.27,3.39,3.11,3.11,235.77,782.9
2019-03-22,XEMRUR,3.18,3.28,3.1,3.27,377.1,1190.45
2019-03-21,XEMRUR,3.37,3.37,3.1,3.18,653.59,2077.68
2019-03-20,XEMRUR,3.37,3.37,3.17,3.37,2481.58,8252.47
2019-03-19,XEMRUR,3.15,3.37,3.15,3.37,110.13,348.48
2019-03-18,XEMRUR,3.33,3.38,3.15,3.15,468.33,1504.08
2019-03-17,XEMRUR,3.12,3.43,3.12,3.33,129.51,439.34
2019-03-16,XEMRUR,3.44,3.44,3.12,3.12,46.58,146.22
2019-03-15,XEMRUR,3.19,3.45,3.1,3.44,630.21,2127.42
2019-03-14,XEMRUR,3.12,3.19,2.92,3.19,1081.4,3211.34
2019-03-13,XEMRUR,2.9,3.12,2.9,3.12,425.4,1281.31
2019-03-12,XEMRUR,2.95,3.19,2.9,2.9,50.51,160.85
2019-03-11,XEMRUR,2.89,2.95,2.83,2.95,150.59,435.66
2019-03-10,XEMRUR,3.03,3.03,2.87,2.89,282.32,813.63
2019-03-09,XEMRUR,2.77,3.03,2.77,3.03,162.02,463.31
2019-03-08,XEMRUR,2.77,2.77,2.7,2.77,337.7,915.3
2019-03-07,XEMRUR,2.7,2.77,2.7,2.77,230.02,622.44
2019-03-06,XEMRUR,2.65,2.7,2.65,2.7,98.77,266.67
2019-03-05,XEMRUR,2.8,2.8,2.64,2.65,906.84,2395.22
2019-03-04,XEMRUR,2.83,2.83,2.66,2.8,44.31,122.66
2019-03-03,XEMRUR,2.8,2.83,2.8,2.83,240.0,679.21
2019-03-02,XEMRUR,2.85,3,2.85,3,11.33,33.55
2019-03-01,XEMRUR,2.85,2.86,2.85,2.85,242.45,691.0
2019-02-28,XEMRUR,2.88,2.9,2.85,2.85,124.92,358.61
2019-02-27,XEMRUR,2.9,3.03,2.84,3.03,10.93,32.9
2019-02-26,XEMRUR,3.1,3.1,2.84,2.9,285.46,850.14
2019-02-25,XEMRUR,3,3.11,3,3.1,1402.32,4344.59
2019-02-24,XEMRUR,3.06,3.18,2.87,3,7.28,21.94
2019-02-23,XEMRUR,2.95,3.06,2.8,3.06,198.58,578.25
2019-02-22,XEMRUR,2.83,2.95,2.78,2.95,78.9,223.03
2019-02-21,XEMRUR,2.82,2.98,2.8,2.83,770.46,2171.39
2019-02-20,XEMRUR,2.9,3.07,2.77,2.87,831.72,2352.08
2019-02-19,XEMRUR,2.98,3.03,2.9,2.9,6540.56,19583.55
2019-02-18,XEMRUR,2.93,3.06,2.8,2.98,8325.53,24409.6
2019-02-17,XEMRUR,3.13,3.13,2.78,2.93,13615.02,38256.21
2019-02-16,XEMRUR,2.83,3.13,2.77,3.13,4500.34,12919.15
2019-02-15,XEMRUR,2.75,3.18,2.75,2.83,5514.44,16155.04
2019-02-14,XEMRUR,2.85,2.85,2.75,2.75,4759.36,13284.16
2019-02-13,XEMRUR,2.7,2.85,2.64,2.85,4452.64,12207.25
2019-02-12,XEMRUR,2.69,2.85,2.64,2.7,4389.47,12129.72
2019-02-11,XEMRUR,2.72,2.85,2.62,2.69,14626.78,38575.24
2019-02-10,XEMRUR,2.78,2.87,2.63,2.72,2053.1,5531.41
2019-02-09,XEMRUR,2.67,2.87,2.62,2.78,5149.74,14119.37
2019-02-08,XEMRUR,2.73,2.87,2.6,2.67,7438.69,20427.12
2019-02-07,XEMRUR,2.37,2.73,2.37,2.73,17830.26,46192.92
2019-02-06,XEMRUR,2.46,2.6,2.31,2.37,3954.0,9433.21
2019-02-05,XEMRUR,2.82,2.9,2.4,2.46,10826.54,27403.52
2019-02-04,XEMRUR,2.84,2.93,2.7,2.82,7896.03,22454.87
2019-02-03,XEMRUR,2.97,3,2.76,2.84,7344.48,21267.65
2019-02-02,XEMRUR,2.92,3.05,2.92,2.97,3755.35,11140.37
2019-02-01,XEMRUR,3.05,3.05,2.92,2.92,5746.3,16902.93
2019-01-31,XEMRUR,3.45,3.65,2.9,3.05,36537.66,117847.99
2019-01-30,XEMRUR,3.57,3.8,3.4,3.45,7619.51,27122.26
2019-01-29,XEMRUR,3.35,3.85,3.34,3.57,14497.65,50138.46
2019-01-28,XEMRUR,3.78,3.95,3.3,3.35,17889.75,65518.99
2019-01-27,XEMRUR,3.95,3.95,3.76,3.78,1424.55,5448.25
2019-01-26,XEMRUR,3.72,3.97,3.72,3.95,6380.34,24821.64
2019-01-25,XEMRUR,3.87,4,3.7,3.72,16532.96,63160.36
2019-01-24,XEMRUR,3.85,4.05,3.85,3.87,4289.49,17018.41
2019-01-23,XEMRUR,3.92,4.12,3.85,3.85,7382.27,29509.14
2019-01-22,XEMRUR,4.01,4.07,3.89,3.92,5994.22,23950.07
2019-01-21,XEMRUR,4,4.15,4,4.01,5765.82,23187.85
2019-01-20,XEMRUR,4.12,4.15,4,4,2928.64,11819.81
2019-01-19,XEMRUR,4.11,4.16,4,4.12,2379.58,9617.78
2019-01-18,XEMRUR,4.13,4.17,4,4.11,2257.08,9225.77
2019-01-17,XEMRUR,4.11,4.13,4,4.13,3658.83,14794.18
2019-01-16,XEMRUR,4,4.19,4,4.11,5506.77,22238.42
2019-01-15,XEMRUR,4.16,4.28,4,4,14408.28,59620.58
2019-01-14,XEMRUR,4.05,4.3,4,4.16,2720.38,11474.17
2019-01-13,XEMRUR,4.55,4.55,4,4.05,13906.24,58479.26
2019-01-12,XEMRUR,4.55,4.74,4.15,4.55,6644.81,30072.62
2019-01-11,XEMRUR,4.41,4.74,4.26,4.55,12562.38,57240.68
2019-01-10,XEMRUR,4.58,4.75,4.12,4.41,24970.11,112902.62
2019-01-09,XEMRUR,4.53,4.7,4.45,4.58,7332.15,33347.63
2019-01-08,XEMRUR,4.65,4.83,4.53,4.53,7605.05,35526.81
2019-01-07,XEMRUR,4.93,4.93,4.65,4.65,14348.58,68242.71
2019-01-06,XEMRUR,4.83,5,4.83,4.93,6061.25,29634.89
2019-01-05,XEMRUR,4.82,4.99,4.8,4.83,10122.59,49269.17
2019-01-04,XEMRUR,4.82,4.99,4.82,4.82,8935.09,43543.64
2019-01-03,XEMRUR,5,5.15,4.82,4.82,17973.73,88493.64
2019-01-02,XEMRUR,4.9,5.41,4.9,5,16174.47,82972.48
2019-01-01,XEMRUR,4.9,5.3,4.82,4.9,8647.29,43498.54
2018-12-31,XEMRUR,5.1,5.67,4.82,4.9,13896.62,69781.39
2018-12-30,XEMRUR,4.95,5.18,4.95,5.1,5011.48,25596.13
2018-12-29,XEMRUR,4.79,5.2,4.79,4.95,17789.53,88175.28
2018-12-28,XEMRUR,4.95,5.1,4.7,4.79,11986.08,58695.3
2018-12-27,XEMRUR,4.96,5.21,4.89,4.95,7948.1,39723.11
2018-12-26,XEMRUR,5.11,5.22,4.96,4.96,8171.13,41264.17
2018-12-25,XEMRUR,5.39,5.4,5,5.11,26796.53,140388.11
2018-12-24,XEMRUR,5.35,6,5.34,5.39,13408.1,74999.79
2018-12-23,XEMRUR,5.3,5.62,5.3,5.35,10061.7,54751.57
2018-12-22,XEMRUR,5.35,5.55,5.28,5.3,10989.29,59651.95
2018-12-21,XEMRUR,5.47,5.63,5.25,5.35,16259.02,88525.57
2018-12-20,XEMRUR,5.4,5.89,5.36,5.47,17503.88,98314.98
2018-12-19,XEMRUR,5,6,5,5.4,12795.26,71662.89
2018-12-18,XEMRUR,5.1,5.17,4.8,5,9978.51,50229.34
2018-12-17,XEMRUR,4.91,5.15,4.7,5.1,14201.55,69047.16
2018-12-16,XEMRUR,4.76,4.92,4.76,4.91,9848.91,47749.62
2018-12-15,XEMRUR,5.05,5.15,4.62,4.76,17906.94,87599.86
2018-12-14,XEMRUR,5.15,5.36,5.05,5.05,13460.04,70184.42
2018-12-13,XEMRUR,5.49,5.53,5.15,5.15,5859.69,30836.97
2018-12-12,XEMRUR,5.38,5.5,5.26,5.49,5490.02,29645.11
2018-12-11,XEMRUR,5.31,5.44,5.3,5.38,1846.8,9941.37
2018-12-10,XEMRUR,5.68,5.68,5.31,5.31,4788.54,26133.33
2018-12-09,XEMRUR,5.4,5.69,5.23,5.68,4815.08,26327.58
2018-12-08,XEMRUR,5.23,5.47,5.1,5.4,7359.07,38759.79
2018-12-07,XEMRUR,5.48,5.7,5.04,5.23,10939.36,57117.16
2018-12-06,XEMRUR,5.6,5.73,5.43,5.48,7182.99,40026.73
2018-12-05,XEMRUR,5.52,5.95,5.52,5.6,3875.68,21851.93
2018-12-04,XEMRUR,5.53,6,5.4,5.52,3882.06,21757.64
2018-12-03,XEMRUR,5.89,5.89,5.45,5.53,2568.79,14228.43
2018-12-02,XEMRUR,5.86,5.98,5.52,5.89,5903.85,33319.09
2018-12-01,XEMRUR,5.62,6,5.51,5.86,3126.86,18440.9
2018-11-30,XEMRUR,6.1,6.1,5.45,5.62,1716.57,9923.11
2018-11-29,XEMRUR,5.8,6.39,5.66,6.1,7922.62,46735.29
2018-11-28,XEMRUR,5.25,6.07,5.25,5.8,23117.42,133444.54
2018-11-27,XEMRUR,5.06,5.47,4.85,5.25,10223.56,51681.25
2018-11-26,XEMRUR,5.23,5.51,4.76,5.06,5356.36,27119.96
2018-11-25,XEMRUR,5.38,5.79,4.5,5.23,5099.36,26170.82
2018-11-24,XEMRUR,5.32,5.68,5.16,5.38,3917.93,21223.14
2018-11-23,XEMRUR,5.92,5.92,5.3,5.32,8573.47,47746.17
2018-11-22,XEMRUR,5.75,6.3,5.75,5.92,7929.84,47291.01
2018-11-21,XEMRUR,5.65,6.5,5.5,5.75,3431.65,20742.7
2018-11-20,XEMRUR,6,6.25,5.57,5.65,11258.87,65751.8
2018-11-19,XEMRUR,6.88,6.91,6,6,13271.68,85659.83
2018-11-18,XEMRUR,6.71,6.88,6.66,6.88,2485.83,16765.23
2018-11-17,XEMRUR,6.7,7,6.66,6.71,5526.38,37227.48
2018-11-16,XEMRUR,6.87,6.98,6.7,6.7,14769.57,99483.39
2018-11-15,XEMRUR,6.83,7.22,6.66,6.87,11677.45,79674.09
2018-11-14,XEMRUR,7.27,7.43,6.75,6.83,23515.28,165550.75
2018-11-13,XEMRUR,7.34,8.08,7.27,7.27,19790.01,151574.52
2018-11-12,XEMRUR,6.8,7.49,6.8,7.34,13813.95,100846.71
2018-11-11,XEMRUR,6.98,7,6.8,6.8,2262.68,15519.45
2018-11-10,XEMRUR,6.85,6.98,6.7,6.98,5324.43,36287.68
2018-11-09,XEMRUR,6.84,6.9,6.75,6.85,2713.43,18484.12
2018-11-08,XEMRUR,6.79,6.94,6.74,6.84,14233.64,96903.76
2018-11-07,XEMRUR,6.83,6.93,6.73,6.79,7482.9,51211.33
2018-11-06,XEMRUR,6.82,6.94,6.72,6.83,3216.87,21900.7
2018-11-05,XEMRUR,6.81,7.1,6.74,6.82,8253.77,56621.82
2018-11-04,XEMRUR,6.75,6.91,6.75,6.81,7770.69,53404.09
2018-11-03,XEMRUR,6.85,6.9,6.74,6.75,629.4,4303.29
2018-11-02,XEMRUR,6.9,6.9,6.73,6.85,2960.01,20115.71
2018-11-01,XEMRUR,6.81,7.33,6.81,6.9,6387.3,43823.38
2018-10-31,XEMRUR,6.69,6.92,6.65,6.81,4940.94,33642.99
2018-10-30,XEMRUR,6.75,6.94,6.6,6.69,5727.74,38506.99
2018-10-29,XEMRUR,7.1,7.1,6.75,6.75,5391.87,37497.85
2018-10-28,XEMRUR,7.09,7.13,7,7.1,3589.47,25282.2
2018-10-27,XEMRUR,7.09,7.09,7,7.09,2732.17,19238.97
2018-10-26,XEMRUR,7.06,7.2,7,7.09,4967.9,34895.93
2018-10-25,XEMRUR,7.2,7.24,7.03,7.06,5270.21,37724.96
2018-10-24,XEMRUR,7.15,7.24,7.05,7.2,3844.28,27390.24
2018-10-23,XEMRUR,7.05,7.26,7.05,7.15,4215.4,30217.54
2018-10-22,XEMRUR,7.22,7.26,7,7.05,5875.82,41952.32
2018-10-21,XEMRUR,7.12,7.22,7,7.22,8799.52,62760.25
2018-10-20,XEMRUR,7.18,7.18,7,7.12,2636.72,18687.26
2018-10-19,XEMRUR,7,7.18,7,7.18,6113.63,43131.79
2018-10-18,XEMRUR,7,7.15,7,7,6615.58,46786.93
2018-10-17,XEMRUR,7.05,7.21,7,7,7792.37,55250.82
2018-10-16,XEMRUR,7.12,7.26,7.03,7.05,5384.48,38376.06
2018-10-15,XEMRUR,7.46,7.5,7.01,7.12,9649.66,69507.61
2018-10-14,XEMRUR,7.15,8.39,7.09,7.46,14278.59,109071.09
2018-10-13,XEMRUR,7,7.3,7,7.15,3214.56,23031.51
2018-10-12,XEMRUR,6.95,7.32,6.95,7,4001.01,28364.68
2018-10-11,XEMRUR,7.17,7.26,6.91,6.95,14577.43,103028.65
2018-10-10,XEMRUR,7.16,7.35,7.15,7.17,1933.1,14044.6
2018-10-09,XEMRUR,7.45,7.45,7.14,7.16,7945.82,57758.49
2018-10-08,XEMRUR,7.36,7.78,7.36,7.45,7743.91,57482.05
2018-10-07,XEMRUR,7.46,7.95,7.36,7.36,8298.01,62823.48
2018-10-06,XEMRUR,7.64,7.72,7.3,7.46,3010.31,22661.14
2018-10-05,XEMRUR,7.27,7.95,7.27,7.64,11211.67,86841.55
2018-10-04,XEMRUR,7.13,7.5,7.13,7.27,13589.18,99057.61
2018-10-03,XEMRUR,7.26,7.39,7.13,7.13,6890.43,50057.9
2018-10-02,XEMRUR,7.22,7.6,7.2,7.26,11992.18,87866.62
2018-10-01,XEMRUR,7.39,7.65,7.11,7.22,20313.44,149632.1
2018-09-30,XEMRUR,7.38,7.49,6.95,7.39,22974.01,165648.77
2018-09-29,XEMRUR,7.36,7.55,7.25,7.38,9702.31,72022.07
2018-09-28,XEMRUR,7.61,7.7,7.2,7.36,11243.51,82184.08
2018-09-27,XEMRUR,7.24,7.7,7.23,7.61,19899.24,148899.78
2018-09-26,XEMRUR,7.34,7.48,7.1,7.24,13849.71,100664.29
2018-09-25,XEMRUR,7.2,7.6,7.12,7.34,23213.82,168713.54
2018-09-24,XEMRUR,7.57,7.57,7.2,7.2,15752.77,116318.65
2018-09-23,XEMRUR,7.18,7.58,7.18,7.57,6740.0,50428.63
2018-09-22,XEMRUR,7.18,7.6,7.18,7.18,7654.67,55112.24
2018-09-21,XEMRUR,6.91,7.6,6.91,7.18,13376.07,95397.27
2018-09-20,XEMRUR,7,7.1,6.6,6.91,30550.3,212302.4
2018-09-19,XEMRUR,6.92,7.08,6.81,7,9543.52,66637.77
2018-09-18,XEMRUR,6.92,7.31,6.73,6.92,12901.2,90270.02
2018-09-17,XEMRUR,7,7.31,6.82,6.92,12891.32,90814.6
2018-09-16,XEMRUR,7.15,7.5,7,7,11106.34,78666.23
2018-09-15,XEMRUR,6.93,7.3,6.93,7.15,8712.78,61584.43
2018-09-14,XEMRUR,7.15,7.61,6.93,6.93,11878.22,84922.61
2018-09-13,XEMRUR,7.19,7.35,6.9,7.15,8579.95,60705.43
2018-09-12,XEMRUR,7.4,7.61,6.17,7.19,26189.84,179578.42
2018-09-11,XEMRUR,7.51,7.64,7.4,7.4,18044.34,135022.22
2018-09-10,XEMRUR,7.74,7.92,7.51,7.51,35823.85,273924.53
2018-09-09,XEMRUR,7.51,7.97,7.51,7.74,13748.71,106836.13
2018-09-08,XEMRUR,8,8,7.51,7.51,10575.62,80748.27
2018-09-07,XEMRUR,7.87,8.03,7.52,8,11311.11,88339.2
2018-09-06,XEMRUR,7.69,8.03,7.51,7.87,12701.68,97073.33
2018-09-05,XEMRUR,8.27,8.52,7.69,7.69,26939.42,214458.4
2018-09-04,XEMRUR,7.99,8.59,7.96,8.27,18341.99,150970.98
2018-09-03,XEMRUR,8.17,8.17,7.78,7.99,17110.65,135725.89
2018-09-02,XEMRUR,8.06,8.39,7.96,8.17,25209.73,207659.59
2018-09-01,XEMRUR,7.77,8.4,7.77,8.06,12611.38,101048.45
2018-08-31,XEMRUR,7.82,8.45,7.77,7.77,14822.85,116121.94
2018-08-30,XEMRUR,8.1,8.48,7.8,7.82,9732.91,78437.83
2018-08-29,XEMRUR,8.49,8.8,8,8.1,12826.24,104997.28
2018-08-28,XEMRUR,7.55,8.49,7.53,8.49,10709.99,87346.48
2018-08-27,XEMRUR,7.66,7.95,7.41,7.55,5013.59,37974.78
2018-08-26,XEMRUR,7.82,7.88,7.55,7.66,4228.0,32547.95
2018-08-25,XEMRUR,7.83,7.89,7.51,7.82,3100.57,24180.6
2018-08-24,XEMRUR,7.4,7.85,7.4,7.83,2987.82,22452.48
2018-08-23,XEMRUR,7.65,7.9,7.26,7.4,18165.28,136291.1
2018-08-22,XEMRUR,7.63,8.26,7.63,7.65,7952.63,61748.29
2018-08-21,XEMRUR,7.85,8.3,7.63,7.63,6923.25,54850.35
2018-08-20,XEMRUR,8.14,8.14,7.83,7.85,2862.66,22759.83
2018-08-19,XEMRUR,7.97,8.38,7.8,8.14,13898.82,110250.34
2018-08-18,XEMRUR,8.55,8.55,7.86,7.97,5540.44,44864.9
2018-08-17,XEMRUR,8.34,8.56,7.81,8.55,10811.94,88464.68
2018-08-16,XEMRUR,7.72,8.45,7.63,8.34,14336.3,114005.45
2018-08-15,XEMRUR,7.63,8.35,7.63,7.72,14896.65,116538.3
2018-08-14,XEMRUR,7.71,7.96,7.37,7.63,16657.1,126279.17
2018-08-13,XEMRUR,8.18,8.37,7.7,7.71,14935.46,119905.15
2018-08-12,XEMRUR,8.55,8.55,8.55,8.55,0.0,0.0
2018-08-11,XEMRUR,8.49,8.56,8,8.55,16836.7,138643.32
2018-08-10,XEMRUR,9.06,9.49,8.3,8.49,20761.79,180791.14
2018-08-09,XEMRUR,9,10,8.67,9.06,16028.58,145562.21
2018-08-08,XEMRUR,9.56,9.65,8.66,9,10228.03,91729.6
2018-08-07,XEMRUR,9.73,9.97,9.5,9.56,5764.06,55308.92
2018-08-06,XEMRUR,10.09,10.26,9.7,9.73,4880.07,48780.42
2018-08-05,XEMRUR,10.1,10.3,9.9,10.09,7942.94,79921.31
2018-08-04,XEMRUR,10.2,10.27,9.96,10.1,2714.96,27348.04
2018-08-03,XEMRUR,10.21,10.39,9.8,10.2,16162.58,161781.56
2018-08-02,XEMRUR,10.33,10.79,10.01,10.21,8773.58,89927.9
2018-08-01,XEMRUR,10.7,10.7,10.15,10.33,11747.86,123103.85
2018-07-31,XEMRUR,11,11.15,10.57,10.7,10077.9,109863.61
2018-07-30,XEMRUR,11.2,11.22,10.9,11,3989.74,44079.59
2018-07-29,XEMRUR,10.84,11.5,10.83,11.2,3954.19,44078.13
2018-07-28,XEMRUR,10.89,11.23,10.83,10.84,5868.86,63698.05
2018-07-27,XEMRUR,10.91,11.15,10.83,10.89,8998.51,98046.16
2018-07-26,XEMRUR,11.42,11.76,10.91,10.91,11849.61,134531.33
2018-07-25,XEMRUR,11,11.5,10.83,11.42,13746.64,151883.41
2018-07-24,XEMRUR,10.99,11.75,10.8,11,11719.2,130051.04
2018-07-23,XEMRUR,10.8,11.62,10.8,10.99,9478.22,105300.26
2018-07-22,XEMRUR,10.74,11.1,10.57,10.8,8206.17,89003.16
2018-07-21,XEMRUR,10.96,11.72,10.4,10.74,9889.58,106876.93
2018-07-20,XEMRUR,11.62,11.78,10.8,10.96,7826.6,89605.7
2018-07-19,XEMRUR,11.33,11.73,11.2,11.62,9950.2,114266.56
2018-07-18,XEMRUR,11.35,12.15,11.23,11.33,15159.16,178332.03
2018-07-17,XEMRUR,10.78,11.35,10.68,11.35,10224.89,111807.36
