Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume RUR
2018-08-21 07-AM,LTCRUR,3828.44,3828.44,3773,3820,3.65,13897.33
2018-08-21 06-AM,LTCRUR,3790,3829,3761,3828.44,16.8,63662.01
2018-08-21 05-AM,LTCRUR,3770,3814,3750.1,3790,8.51,32107.2
2018-08-21 04-AM,LTCRUR,3784,3819.65,3770,3770,2.07,7819.82
2018-08-21 03-AM,LTCRUR,3829.5,3829.5,3770,3784,1.68,6350.19
2018-08-21 02-AM,LTCRUR,3780,3829.5,3770,3829.5,2.19,8257.03
2018-08-21 01-AM,LTCRUR,3820,3848.79,3780,3780,2.28,8744.03
2018-08-21 12-AM,LTCRUR,3809,3820,3780,3820,0.7665,2905.79
2018-08-20 11-PM,LTCRUR,3808.24,3809,3770,3809,3.9,14828.27
2018-08-20 10-PM,LTCRUR,3830,3865,3807,3808.24,14.86,56655.79
2018-08-20 09-PM,LTCRUR,3833.2,3865,3830,3830,1.56,6008.67
2018-08-20 08-PM,LTCRUR,3852,3878,3833.2,3833.2,4.45,17077.83
2018-08-20 07-PM,LTCRUR,3869,3869,3833,3852,1.42,5504.82
2018-08-20 06-PM,LTCRUR,3831,3878,3831,3869,9.55,36666.65
2018-08-20 05-PM,LTCRUR,3849.95,3878,3831,3831,22.79,87802.52
2018-08-20 04-PM,LTCRUR,3890,3890,3816.8,3849.95,4.92,18865.16
2018-08-20 03-PM,LTCRUR,3808,3890,3808,3890,4.51,17310.24
2018-08-20 02-PM,LTCRUR,3800,3859,3800,3808,3.27,12575.39
2018-08-20 01-PM,LTCRUR,3805.58,3853.16,3800,3800,6.92,26317.9
2018-08-20 12-PM,LTCRUR,3847.89,3858.31,3805.58,3805.58,2.83,10830.53
2018-08-20 11-AM,LTCRUR,3800.53,3865.94,3800.1,3847.89,2.86,10978.45
2018-08-20 10-AM,LTCRUR,3811,3845,3800.53,3800.53,11.83,45063.24
2018-08-20 09-AM,LTCRUR,3819.44,3914.58,3800.53,3811,17.15,65866.46
2018-08-20 08-AM,LTCRUR,3929.01,3929.01,3819.44,3819.44,17.07,65970.81
2018-08-20 07-AM,LTCRUR,3880,3929.45,3869.82,3929.01,4.98,19358.18
2018-08-20 06-AM,LTCRUR,3897,3939.46,3880,3880,9.92,38604.66
2018-08-20 05-AM,LTCRUR,3897,3939.89,3897,3897,3.78,14774.8
2018-08-20 04-AM,LTCRUR,3989,3989,3880,3897,15.51,60558.24
2018-08-20 03-AM,LTCRUR,3989.73,3990,3962.76,3989,0.7258,2895.6
2018-08-20 02-AM,LTCRUR,3969.6,3989.73,3962.76,3989.73,1.3,5182.56
2018-08-20 01-AM,LTCRUR,3945.07,3969.6,3945.07,3969.6,0.3221,1278.64
2018-08-20 12-AM,LTCRUR,3940,3977.52,3940,3945.07,3.54,14057.52
2018-08-19 11-PM,LTCRUR,3970.75,3970.75,3940,3940,0.0777,306.28
2018-08-19 10-PM,LTCRUR,3995,3995,3962.75,3970.75,2.28,9055.62
2018-08-19 09-PM,LTCRUR,3987,4008.82,3939.89,3995,2.41,9652.04
2018-08-19 08-PM,LTCRUR,3987,3987,3943.17,3987,10.23,40642.53
2018-08-19 07-PM,LTCRUR,3974.58,3987,3944.96,3987,1.39,5520.64
2018-08-19 06-PM,LTCRUR,3934.66,4000,3921.01,3974.58,3.4,13473.26
2018-08-19 05-PM,LTCRUR,3990.7,4026.8,3934,3934.66,10.91,43053.39
2018-08-19 04-PM,LTCRUR,3999,4040,3950,3990.7,3.43,13748.76
2018-08-19 03-PM,LTCRUR,3998.99,4017.92,3921,3999,7.68,30574.9
2018-08-19 02-PM,LTCRUR,3940,3999,3940,3998.99,6.02,23952.22
2018-08-19 01-PM,LTCRUR,3920,3944.98,3880,3940,2.77,10760.05
2018-08-19 12-PM,LTCRUR,3945,3945,3872,3920,3.65,14291.01
2018-08-19 11-AM,LTCRUR,3870.2,3945,3870.2,3945,20.82,81508.7
2018-08-19 10-AM,LTCRUR,3867,3940,3867,3870.2,18.49,71727.21
2018-08-19 09-AM,LTCRUR,3940,3940,3862,3867,4.39,17094.81
2018-08-19 08-AM,LTCRUR,3931.7,3975,3861.77,3940,16.72,65886.11
2018-08-19 07-AM,LTCRUR,3931.7,3962,3834.14,3931.7,3.44,13470.54
2018-08-19 06-AM,LTCRUR,3954.42,3961,3840,3931.7,17.8,69711.5
2018-08-19 05-AM,LTCRUR,3955.81,3964.81,3898.79,3954.42,8.91,35203.77
2018-08-19 04-AM,LTCRUR,3820.37,3964.81,3820.37,3955.81,3.65,14457.54
2018-08-19 03-AM,LTCRUR,3900.12,3952.09,3820.37,3820.37,2.9,11201.61
2018-08-19 02-AM,LTCRUR,3942.03,3951.9,3806.38,3900.12,3.15,12310.79
2018-08-19 01-AM,LTCRUR,3936,3942.03,3935.14,3942.03,2.44,9622.92
2018-08-19 12-AM,LTCRUR,3937.3,3939.94,3924.88,3936,1.53,6039.68
2018-08-18 11-PM,LTCRUR,3920,3937.3,3900,3937.3,0.413,1624.94
2018-08-18 10-PM,LTCRUR,3893,3921.71,3865,3920,5.07,19660.61
2018-08-18 09-PM,LTCRUR,3892.37,3893,3830,3893,0.7345,2859.23
2018-08-18 08-PM,LTCRUR,3892.99,3893,3830,3892.37,0.7837,3045.16
2018-08-18 07-PM,LTCRUR,3816.33,3905.29,3816.33,3892.99,3.44,13390.85
2018-08-18 06-PM,LTCRUR,3870.62,3912.23,3800,3816.33,7.21,27768.32
2018-08-18 05-PM,LTCRUR,3840,3909.6,3807.11,3870.62,3.02,11616.08
2018-08-18 04-PM,LTCRUR,3919.66,3919.66,3840,3840,8.53,33325.91
2018-08-18 03-PM,LTCRUR,3954.64,3954.64,3860,3919.66,7.35,28782.48
2018-08-18 02-PM,LTCRUR,4059.92,4059.92,3919.22,3954.64,3.1,12373.76
2018-08-18 01-PM,LTCRUR,4059.92,4059.92,3921.66,4059.92,10.57,42134.55
2018-08-18 12-PM,LTCRUR,3951.37,4059.92,3951.37,4059.92,4.55,18364.95
2018-08-18 11-AM,LTCRUR,4000,4000,3951.37,3951.37,6.39,25322.3
2018-08-18 10-AM,LTCRUR,3988.84,4035.39,3949.15,4000,3.42,13692.86
2018-08-18 09-AM,LTCRUR,4023.86,4023.86,3940,3988.84,7.07,28181.55
2018-08-18 08-AM,LTCRUR,3930,4023.86,3930,4023.86,3.34,13350.82
2018-08-18 07-AM,LTCRUR,4052,4059.92,3930,3930,5.36,21513.23
2018-08-18 06-AM,LTCRUR,4156.63,4159.28,4019.84,4052,19.25,78314.83
2018-08-18 05-AM,LTCRUR,4163.4,4163.4,4060,4156.63,2.92,12053.24
2018-08-18 04-AM,LTCRUR,4173.94,4173.94,4052,4163.4,1.43,5874.27
2018-08-18 03-AM,LTCRUR,4115,4181.8,4092,4173.94,3.56,14762.67
2018-08-18 02-AM,LTCRUR,4127,4130,4115,4115,9.32,38455.48
2018-08-18 01-AM,LTCRUR,4125,4182.42,4125,4127,0.9105,3766.83
2018-08-18 12-AM,LTCRUR,4108,4146.61,4108,4125,0.5889,2429.26
2018-08-17 11-PM,LTCRUR,4095,4115,4095,4108,0.8001,3287.15
2018-08-17 10-PM,LTCRUR,4059,4113.8,4052,4095,2.38,9697.55
2018-08-17 09-PM,LTCRUR,4002,4060,4002,4059,11.06,44821.68
2018-08-17 08-PM,LTCRUR,4001,4055.17,4001,4002,4.5,18223.89
2018-08-17 07-PM,LTCRUR,4010.01,4046,4000.02,4001,2.33,9367.41
2018-08-17 06-PM,LTCRUR,4029.9,4047.19,4000.01,4010.01,8.49,34052.87
2018-08-17 05-PM,LTCRUR,4023.87,4063.86,4021.48,4029.9,5.85,23616.57
2018-08-17 04-PM,LTCRUR,3950,4029,3950,4023.87,5.72,22914.56
2018-08-17 03-PM,LTCRUR,4029.9,4029.9,3921,3950,3.87,15457.74
2018-08-17 02-PM,LTCRUR,4088,4088,3945.68,4029.9,9.85,39597.0
2018-08-17 01-PM,LTCRUR,3927.96,4090.61,3927.96,4088,18.64,74627.43
2018-08-17 12-PM,LTCRUR,3914.15,3936.68,3900,3927.96,9.52,37331.05
2018-08-17 11-AM,LTCRUR,3900,3914.17,3867.17,3914.15,8.8,34320.53
2018-08-17 10-AM,LTCRUR,3900,3926.73,3805,3900,14.9,57730.66
2018-08-17 09-AM,LTCRUR,3899.08,3927.95,3839.17,3900,30.84,120094.54
2018-08-17 08-AM,LTCRUR,3891.11,3910.99,3838.79,3899.08,7.97,31107.64
2018-08-17 07-AM,LTCRUR,3902.51,3902.51,3818.74,3891.11,16.58,63937.86
2018-08-17 06-AM,LTCRUR,3897.39,3903.12,3830,3902.51,19.72,76689.79
2018-08-17 05-AM,LTCRUR,3890,3898.67,3837.95,3897.39,2.49,9689.75
2018-08-17 04-AM,LTCRUR,3855.22,3899.38,3837.95,3890,5.69,22129.67
2018-08-17 03-AM,LTCRUR,3883.98,3900.63,3830.82,3855.22,11.01,42845.28
2018-08-17 02-AM,LTCRUR,3840,3883.98,3811,3883.98,1.71,6609.07
2018-08-17 01-AM,LTCRUR,3888.22,3888.22,3840,3840,1.62,6206.94
2018-08-17 12-AM,LTCRUR,3891.41,3891.41,3800.71,3888.22,5.61,21326.17
2018-08-16 11-PM,LTCRUR,3897,3897,3800.71,3891.41,2.92,11137.99
2018-08-16 10-PM,LTCRUR,3800.72,3897,3800.72,3897,0.02429,92.33
2018-08-16 09-PM,LTCRUR,3905,3905,3800.71,3800.72,6.85,26551.36
2018-08-16 08-PM,LTCRUR,3852.87,3905,3852.87,3905,5.16,20045.68
2018-08-16 07-PM,LTCRUR,3878,3909.06,3852.87,3852.87,5.55,21624.79
2018-08-16 06-PM,LTCRUR,3898.14,3898.14,3871.7,3878,21.76,84423.04
2018-08-16 05-PM,LTCRUR,3804.55,3898.14,3804.55,3898.14,9.5,36801.45
2018-08-16 04-PM,LTCRUR,3878.87,3886.63,3800,3804.55,7.86,30138.54
2018-08-16 03-PM,LTCRUR,3857,3900,3848.16,3878.87,4.83,18665.67
2018-08-16 02-PM,LTCRUR,3899.26,3900,3857,3857,12.0,46594.89
2018-08-16 01-PM,LTCRUR,3860,3899.66,3860,3899.26,6.02,23429.64
2018-08-16 12-PM,LTCRUR,3866.27,3900,3857,3860,4.73,18343.03
2018-08-16 11-AM,LTCRUR,3855.48,3903.26,3855.48,3866.27,7.33,28496.16
2018-08-16 10-AM,LTCRUR,3837.73,3896.2,3822.49,3855.48,10.06,38892.63
2018-08-16 09-AM,LTCRUR,3853,3865.2,3837.73,3837.73,8.88,34241.26
2018-08-16 08-AM,LTCRUR,3820.49,3860,3818.31,3853,20.4,78376.74
2018-08-16 07-AM,LTCRUR,3750.79,3820.49,3750.79,3820.49,5.42,20705.96
2018-08-16 06-AM,LTCRUR,3764.06,3849.52,3750.1,3750.79,15.7,59601.72
2018-08-16 05-AM,LTCRUR,3783.47,3800,3764.06,3764.06,6.61,25034.03
2018-08-16 04-AM,LTCRUR,3801,3801,3783.47,3783.47,11.77,44685.89
2018-08-16 03-AM,LTCRUR,3765,3845,3765,3801,6.45,24709.05
2018-08-16 02-AM,LTCRUR,3826.98,3826.98,3765,3765,3.23,12153.95
2018-08-16 01-AM,LTCRUR,3826.46,3826.98,3826.36,3826.98,0.256,979.47
2018-08-16 12-AM,LTCRUR,3775.83,3826.46,3765.95,3826.46,0.3926,1495.59
2018-08-15 11-PM,LTCRUR,3806.47,3833.34,3775.83,3775.83,5.96,22587.4
2018-08-15 10-PM,LTCRUR,3864.41,3880,3806.47,3806.47,10.3,39931.38
2018-08-15 09-PM,LTCRUR,3845.77,3865,3845.77,3864.41,11.16,43095.12
2018-08-15 08-PM,LTCRUR,3845.77,3845.77,3781,3845.77,2.76,10476.84
2018-08-15 07-PM,LTCRUR,3941,3941,3800,3845.77,14.26,55142.79
2018-08-15 06-PM,LTCRUR,3882.53,3946,3850,3941,11.07,43411.86
2018-08-15 05-PM,LTCRUR,3926.25,3946,3882.53,3882.53,27.92,109966.73
2018-08-15 04-PM,LTCRUR,3849,3950,3849,3926.25,21.87,85910.07
2018-08-15 03-PM,LTCRUR,3805,3891,3805,3849,9.81,37812.19
2018-08-15 02-PM,LTCRUR,3800,3849,3781,3805,13.73,52552.42
2018-08-15 01-PM,LTCRUR,3781,3839.56,3781,3800,10.39,39608.08
2018-08-15 12-PM,LTCRUR,3781,3819.24,3781,3781,14.18,53986.7
2018-08-15 11-AM,LTCRUR,3825.26,3825.26,3780,3781,7.37,27973.02
2018-08-15 10-AM,LTCRUR,3826.58,3830,3705.19,3825.26,19.54,73963.04
2018-08-15 09-AM,LTCRUR,3781.1,3829.01,3781,3826.58,14.62,55794.92
2018-08-15 08-AM,LTCRUR,3806.43,3830,3781,3781.1,14.71,56148.13
2018-08-15 07-AM,LTCRUR,3775.66,3806.43,3705.66,3806.43,10.7,40381.83
2018-08-15 06-AM,LTCRUR,3760,3809.54,3700,3775.66,8.78,33163.24
2018-08-15 05-AM,LTCRUR,3770,3890,3723.07,3760,10.77,40736.33
2018-08-15 04-AM,LTCRUR,3795,3845.98,3770,3770,4.07,15503.88
2018-08-15 03-AM,LTCRUR,3818.43,3870,3786,3795,8.28,31462.46
2018-08-15 02-AM,LTCRUR,3750,4000,3750,3818.43,9.66,37035.66
2018-08-15 01-AM,LTCRUR,3809,4000,3750,3750,5.22,20678.63
2018-08-15 12-AM,LTCRUR,3729.6,3809,3729.6,3809,7.22,27274.75
2018-08-14 11-PM,LTCRUR,3710.02,3729.6,3670,3729.6,1.23,4570.71
2018-08-14 10-PM,LTCRUR,3712.86,3712.86,3710.02,3710.02,0.2649,983.06
2018-08-14 09-PM,LTCRUR,3610,3714.92,3610,3712.86,2.46,9124.29
2018-08-14 08-PM,LTCRUR,3690.61,3716.42,3600,3610,12.27,44640.13
2018-08-14 07-PM,LTCRUR,3653.97,3690.61,3613.74,3690.61,18.18,67019.61
2018-08-14 06-PM,LTCRUR,3600,3688.12,3591,3653.97,4.64,16925.25
2018-08-14 05-PM,LTCRUR,3588,3700,3588,3600,3.75,13672.95
2018-08-14 04-PM,LTCRUR,3680,3720,3550.22,3588,27.95,101275.13
2018-08-14 03-PM,LTCRUR,3729.6,3729.6,3640,3680,18.99,69607.51
2018-08-14 02-PM,LTCRUR,3737,3829.19,3701,3729.6,58.14,218046.75
2018-08-14 01-PM,LTCRUR,3722,3829.19,3670,3737,10.84,40364.72
2018-08-14 12-PM,LTCRUR,3601.19,3722,3550.22,3722,17.87,64786.89
2018-08-14 11-AM,LTCRUR,3692,3692,3601.19,3601.19,17.19,62473.71
2018-08-14 10-AM,LTCRUR,3683,3699.7,3620.61,3692,12.15,44668.88
2018-08-14 09-AM,LTCRUR,3645,3721.82,3637.61,3683,21.73,79657.01
2018-08-14 08-AM,LTCRUR,3720,3940,3620.61,3645,15.48,57283.48
2018-08-14 07-AM,LTCRUR,3715,3944.67,3700,3720,11.99,44743.25
2018-08-14 06-AM,LTCRUR,3730,3896.96,3715,3715,7.48,28229.3
2018-08-14 05-AM,LTCRUR,3799.35,3899.5,3730,3730,9.86,38079.19
2018-08-14 04-AM,LTCRUR,3748.37,3944.67,3748.37,3799.35,4.09,15661.85
2018-08-14 03-AM,LTCRUR,3894.23,3948.69,3748.37,3748.37,9.32,36597.03
2018-08-14 02-AM,LTCRUR,3800,3896.1,3712.14,3894.23,3.17,11872.39
2018-08-14 01-AM,LTCRUR,3963.11,3999.63,3800,3800,54.89,213196.38
2018-08-14 12-AM,LTCRUR,4008,4008,3963.11,3963.11,9.19,36618.33
2018-08-13 11-PM,LTCRUR,4098.21,4098.21,4000,4008,6.94,27773.63
2018-08-13 10-PM,LTCRUR,4069.05,4100,4010,4098.21,4.09,16709.54
2018-08-13 09-PM,LTCRUR,4055.32,4100,4010,4069.05,3.62,14725.44
2018-08-13 08-PM,LTCRUR,4056,4056,4000,4055.32,6.99,28046.61
2018-08-13 07-PM,LTCRUR,4103,4112,4033.73,4056,10.69,43590.89
2018-08-13 06-PM,LTCRUR,4063.11,4103.84,4051.48,4103,1.27,5155.0
2018-08-13 05-PM,LTCRUR,4147.62,4147.62,4055,4063.11,11.76,47817.86
2018-08-13 04-PM,LTCRUR,4160,4185.28,4070,4147.62,26.64,110374.5
2018-08-13 03-PM,LTCRUR,4237.93,4267,4160,4160,30.07,125996.7
2018-08-13 02-PM,LTCRUR,4277.49,4277.49,4237.93,4237.93,8.84,37656.03
2018-08-13 01-PM,LTCRUR,4305.47,4305.47,4215,4277.49,15.22,64648.94
2018-08-13 12-PM,LTCRUR,4275,4319.4,4250.69,4305.47,18.66,80097.78
2018-08-13 11-AM,LTCRUR,4244.02,4320,4244.02,4275,14.38,61901.16
2018-08-13 10-AM,LTCRUR,4277,4277,4214,4244.02,8.84,37666.5
2018-08-13 09-AM,LTCRUR,4300,4300,4229,4277,23.4,100090.36
2018-08-13 08-AM,LTCRUR,4272.16,4300,4209,4300,7.29,30991.85
2018-08-13 07-AM,LTCRUR,4252,4272.16,4180.19,4272.16,19.13,81160.73
2018-08-13 06-AM,LTCRUR,4252.11,4252.11,4197,4252,2.23,9456.3
2018-08-13 05-AM,LTCRUR,4249.54,4252.11,4196.9,4252.11,1.22,5151.9
2018-08-13 04-AM,LTCRUR,4249.48,4249.54,4196.9,4249.54,0.9273,3922.05
2018-08-13 03-AM,LTCRUR,4214.98,4249.48,4199.45,4249.48,0.6784,2863.53
2018-08-13 02-AM,LTCRUR,4252.11,4252.11,4214.98,4214.98,10.66,45320.33
2018-08-13 01-AM,LTCRUR,4216.15,4272.16,4215.79,4252.11,0.558,2372.15
2018-08-13 12-AM,LTCRUR,4232.67,4252.11,4216.15,4216.15,0.568,2404.73
2018-08-12 11-PM,LTCRUR,4265.7,4265.7,4195,4232.67,1.1,4605.53
2018-08-12 10-PM,LTCRUR,4250,4265.7,4180.19,4265.7,0.6572,2787.58
2018-08-12 09-PM,LTCRUR,4170.33,4250,4170.33,4250,1.42,6023.23
2018-08-12 08-PM,LTCRUR,4231,4242.21,4170.33,4170.33,0.5815,2456.92
2018-08-12 07-PM,LTCRUR,4233.69,4272.16,4187.16,4231,4.8,20330.17
2018-08-12 06-PM,LTCRUR,4200,4233.69,4160,4233.69,7.24,30314.19
2018-08-12 05-PM,LTCRUR,4200.63,4258.84,4200,4200,2.29,9627.82
2018-08-12 04-PM,LTCRUR,4322.42,4322.42,4200.63,4200.63,5.12,21702.87
2018-08-12 03-PM,LTCRUR,4249.69,4322.42,4219,4322.42,18.48,79370.11
2018-08-12 02-PM,LTCRUR,4220.07,4290.24,4219,4249.69,4.73,20179.05
2018-08-12 01-PM,LTCRUR,4307.52,4307.52,4219,4220.07,3.56,15106.43
2018-08-12 12-PM,LTCRUR,4250,4308.27,4230,4307.52,11.57,49358.13
2018-08-12 11-AM,LTCRUR,4271.17,4359.62,4233.94,4250,5.54,23649.71
2018-08-12 10-AM,LTCRUR,4251.18,4360.51,4251.18,4271.17,11.51,49767.69
2018-08-12 09-AM,LTCRUR,4274.71,4343.51,4250,4251.18,7.67,32893.69
2018-08-12 08-AM,LTCRUR,4229.84,4350,4229.84,4274.71,6.07,26172.45
2018-08-12 07-AM,LTCRUR,4356,4356,4227,4229.84,5.94,25622.05
2018-08-12 06-AM,LTCRUR,4318.89,4356,4318.89,4356,2.15,9344.35
2018-08-12 05-AM,LTCRUR,4280,4318.89,4218,4318.89,8.69,37173.12
2018-08-12 04-AM,LTCRUR,4215,4293.35,4215,4280,0.3846,1627.99
2018-08-12 03-AM,LTCRUR,4294.35,4295.23,4215,4215,9.53,40493.65
2018-08-12 02-AM,LTCRUR,4190,4294.35,4190,4294.35,4.45,19046.94
2018-08-12 01-AM,LTCRUR,4226,4226,4190,4190,1.34,5603.75
2018-08-12 12-AM,LTCRUR,4226.19,4226.19,4183.11,4226,0.03766,158.84
2018-08-11 11-PM,LTCRUR,4160.54,4300,4160.54,4226.19,3.17,13510.18
2018-08-11 10-PM,LTCRUR,4150,4250,4093.32,4160.54,23.62,99170.46
2018-08-11 09-PM,LTCRUR,4150,4150,4084.85,4150,1.32,5469.51
2018-08-11 08-PM,LTCRUR,4199,4199.31,4084.2,4150,4.02,16566.77
2018-08-11 07-PM,LTCRUR,4179.15,4200,4100,4199,7.54,31280.8
2018-08-11 06-PM,LTCRUR,4200,4200,4120,4179.15,2.59,10850.18
2018-08-11 05-PM,LTCRUR,3999.6,4200,3999.6,4200,8.89,36764.58
2018-08-11 04-PM,LTCRUR,4012.26,4089.22,3970,3999.6,9.98,40178.35
2018-08-11 03-PM,LTCRUR,3959.58,4090,3959.58,4012.26,3.81,15389.21
2018-08-11 02-PM,LTCRUR,3959.58,4090,3959.58,3959.58,11.27,45375.77
2018-08-11 01-PM,LTCRUR,4087.85,4091.35,3956.27,3959.58,6.25,25107.57
2018-08-11 12-PM,LTCRUR,4200,4200,3950.23,4087.85,4.94,19856.53
2018-08-11 11-AM,LTCRUR,3980.97,4300,3937.07,4200,37.93,154101.89
2018-08-11 10-AM,LTCRUR,4020,4068,3980.97,3980.97,7.26,28932.49
2018-08-11 09-AM,LTCRUR,3981,4097,3981,4020,18.22,72994.64
2018-08-11 08-AM,LTCRUR,3981.97,4100,3981,3981,9.94,39775.14
2018-08-11 07-AM,LTCRUR,4000,4000,3915,3981.97,10.69,42538.7
2018-08-11 06-AM,LTCRUR,4037.46,4128.49,3932,4000,20.04,80164.94
2018-08-11 05-AM,LTCRUR,4242.2,4278.5,4000,4037.46,37.71,152372.35
2018-08-11 04-AM,LTCRUR,4173.42,4242.2,4106.17,4242.2,42.07,174970.75
2018-08-11 03-AM,LTCRUR,4147.34,4173.42,4106.17,4173.42,10.69,44313.38
2018-08-11 02-AM,LTCRUR,4086.49,4147.34,4017.03,4147.34,21.02,86884.44
2018-08-11 01-AM,LTCRUR,4236.67,4242.2,4086.49,4086.49,16.36,67605.07
2018-08-11 12-AM,LTCRUR,4238.42,4238.42,4150,4236.67,2.32,9732.62
2018-08-10 11-PM,LTCRUR,4205,4278.77,4150,4238.42,18.5,77318.01
2018-08-10 10-PM,LTCRUR,4280,4280,4205,4205,2.41,10186.06
2018-08-10 09-PM,LTCRUR,4255.23,4350.82,4210.31,4280,3.36,14270.46
2018-08-10 08-PM,LTCRUR,4280,4338.34,4255.23,4255.23,4.4,18900.54
2018-08-10 07-PM,LTCRUR,4352,4352,4272.03,4280,6.04,26179.14
2018-08-10 06-PM,LTCRUR,4299.73,4352,4274,4352,1.09,4691.44
2018-08-10 05-PM,LTCRUR,4272.96,4308.48,4213.37,4299.73,7.78,33289.07
2018-08-10 04-PM,LTCRUR,4250,4280,4214.96,4272.96,20.94,88966.42
2018-08-10 03-PM,LTCRUR,4226.83,4306.96,4205,4250,9.24,39439.5
2018-08-10 02-PM,LTCRUR,4277.98,4280,4202,4226.83,38.55,164380.05
2018-08-10 01-PM,LTCRUR,4264.8,4280,4206.98,4277.98,7.47,31759.49
2018-08-10 12-PM,LTCRUR,4211,4277.83,4166.43,4264.8,6.05,25624.56
2018-08-10 11-AM,LTCRUR,4209.97,4235,4170.77,4211,12.78,53965.53
2018-08-10 10-AM,LTCRUR,4189,4256.15,4179.99,4209.97,34.61,145473.3
2018-08-10 09-AM,LTCRUR,4213,4230,4189,4189,14.94,62868.63
2018-08-10 08-AM,LTCRUR,4267.47,4269.31,4210,4213,5.46,23099.32
2018-08-10 07-AM,LTCRUR,4261.9,4279.52,4226,4267.47,4.44,18859.85
2018-08-10 06-AM,LTCRUR,4247.67,4261.91,4230,4261.9,4.72,20120.24
2018-08-10 05-AM,LTCRUR,4250,4285.91,4230,4247.67,5.01,21305.66
2018-08-10 04-AM,LTCRUR,4254.87,4279.79,4250,4250,3.0,12807.9
2018-08-10 03-AM,LTCRUR,4278.21,4350,4254.87,4254.87,1.82,7851.97
2018-08-10 02-AM,LTCRUR,4370.68,4371.34,4278.21,4278.21,11.84,51058.17
2018-08-10 01-AM,LTCRUR,4302.97,4376.03,4302.97,4370.68,0.6654,2905.2
