Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume USD
2018-02-19,XMRUSD,298.5,319.95,297.91,318.02,7913.35,2463424.87
2018-02-18,XMRUSD,321.68,323.54,289.28,298.5,10077.45,3092782.33
2018-02-17,XMRUSD,293.28,333.69,290.53,321.68,11091.25,3513705.86
2018-02-16,XMRUSD,299.34,300.91,277.32,293.28,8195.45,2368681.95
2018-02-15,XMRUSD,274.44,302.41,263.81,299.34,7943.3,2206957.12
2018-02-14,XMRUSD,234.22,274.51,234.05,274.44,13341.98,3373071.97
2018-02-13,XMRUSD,248.05,248.94,228.52,234.22,11737.7,2768102.81
2018-02-12,XMRUSD,228.03,251.51,227.54,248.05,9829.23,2400114.4
2018-02-11,XMRUSD,247.49,247.52,217.75,228.03,10407.74,2410508.61
2018-02-10,XMRUSD,259.16,271.33,240.77,247.49,12521.21,3216405.47
2018-02-09,XMRUSD,251.69,259.96,237.34,259.16,12116.64,2991880.57
2018-02-08,XMRUSD,208.9,256.82,208.28,251.69,9225.61,2189748.46
2018-02-07,XMRUSD,214.21,235,195.57,208.9,9215.07,1997984.57
2018-02-06,XMRUSD,183.66,217.1,150.38,214.21,14759.95,2620632.47
2018-02-05,XMRUSD,220.34,223.57,171.91,183.66,15654.11,3113667.33
2018-02-04,XMRUSD,252.63,259.69,217.51,220.34,11209.7,2664691.62
2018-02-03,XMRUSD,238.63,258.99,218.82,252.63,9942.52,2405946.35
2018-02-02,XMRUSD,243.84,259.44,189.88,238.63,16693.01,3848974.01
2018-02-01,XMRUSD,276.29,280.39,232.17,243.84,11554.35,2998292.23
2018-01-31,XMRUSD,276.25,284.65,265.76,276.29,10795.46,2964474.18
2018-01-30,XMRUSD,314.62,315.84,267.64,276.25,11984.83,3510938.55
2018-01-29,XMRUSD,335.25,338.89,311,314.62,8568.14,2747803.68
2018-01-28,XMRUSD,322.79,340.15,321.89,335.25,9423.64,3128046.12
2018-01-27,XMRUSD,321.12,334.91,308.7,322.79,9868.83,3175929.98
2018-01-26,XMRUSD,315.75,327.77,288.77,321.12,9509.57,2957750.98
2018-01-25,XMRUSD,319.74,326.4,305.88,315.75,5434.84,1721180.69
2018-01-24,XMRUSD,307.31,324.64,298.21,319.74,9512.37,2976006.3
2018-01-23,XMRUSD,312.62,320.87,283.03,307.31,13608.25,4154375.33
2018-01-22,XMRUSD,346.22,355.3,285.45,312.62,10914.07,3513236.36
2018-01-21,XMRUSD,382.01,388.19,331.31,346.22,11114.86,3965889.8
2018-01-20,XMRUSD,363.62,404.68,355.24,382.01,10547.6,4057046.36
2018-01-19,XMRUSD,305.91,365.6,300.08,363.62,10182.43,3329380.55
2018-01-18,XMRUSD,318.19,343.37,297.91,305.91,9566.83,3084258.4
2018-01-17,XMRUSD,311.67,327.63,241.21,318.19,12756.18,3705834.42
2018-01-16,XMRUSD,414.09,416.51,254.56,311.67,12745.46,4342771.5
2018-01-15,XMRUSD,394.68,442.62,386.08,414.86,7113.61,2963759.57
2018-01-14,XMRUSD,417.96,498,376.7,394.68,7907.82,3292758.13
2018-01-13,XMRUSD,390.99,458.72,387.25,417.96,11165.51,4685220.07
2018-01-12,XMRUSD,353.1,393.06,338.72,390.99,7571.61,2803340.9
2018-01-11,XMRUSD,403.88,413.92,338.59,353.1,8675.38,3231002.86
2018-01-10,XMRUSD,408.38,414.81,362.54,403.88,9009.8,3528837.76
2018-01-09,XMRUSD,401.38,445.15,393.26,408.38,8008.55,3374642.08
2018-01-08,XMRUSD,405.04,409.44,344.9,401.38,9738.42,3718249.88
2018-01-07,XMRUSD,394.34,419.99,391.91,405.04,7410.26,3025536.61
2018-01-06,XMRUSD,356.15,395.11,349.15,394.34,8541.19,3178197.64
2018-01-05,XMRUSD,373.3,379.24,342.64,356.15,7937.19,2874032.4
2018-01-04,XMRUSD,385.37,395.04,355.15,373.3,8786.77,3281055.89
2018-01-03,XMRUSD,364.13,390.81,358.04,385.37,9412.97,3518562.34
2018-01-02,XMRUSD,338.29,370.83,338.02,364.13,12470.3,4435202.25
2018-01-01,XMRUSD,330.33,342.95,318.22,338.29,9510.34,3160331.05
2017-12-31,XMRUSD,304.16,341.45,301.1,330.33,8500.42,2737359.28
2017-12-30,XMRUSD,352.14,354.9,289.59,304.16,10325.81,3267365.51
2017-12-29,XMRUSD,354.53,367.89,338.75,352.14,8342.36,2936050.43
2017-12-28,XMRUSD,373.63,378.73,324.54,354.53,9200.61,3131647.36
2017-12-27,XMRUSD,355.57,408.38,332.16,373.63,12903.81,4785970.57
2017-12-26,XMRUSD,336.45,363.29,333.56,355.57,9276.5,3233224.28
2017-12-25,XMRUSD,329.27,349.99,314.5,336.45,9055.24,3016491.82
2017-12-24,XMRUSD,339.66,350.19,282.84,329.27,12012.83,3756418.27
2017-12-23,XMRUSD,333.38,379.11,316.56,339.66,8605.0,3056390.23
2017-12-22,XMRUSD,414.66,419.7,240,333.38,19515.35,6348500.36
2017-12-21,XMRUSD,422.62,458.85,373.77,414.66,13561.52,5696167.04
2017-12-20,XMRUSD,353.85,429.71,30,422.62,16179.27,6069260.59
2017-12-19,XMRUSD,369.12,391.82,328.1,353.85,20952.14,7598087.81
2017-12-18,XMRUSD,343.5,369.82,322.12,369.12,8490.32,2942164.19
2017-12-17,XMRUSD,319.46,354,316.12,343.5,10546.94,3566015.08
2017-12-16,XMRUSD,307.57,326.42,305,319.46,11285.34,3574655.38
2017-12-15,XMRUSD,315.4,317.89,283.05,307.57,9831.87,2977888.98
2017-12-14,XMRUSD,296.65,325,289.77,315.4,14648.24,4527345.91
2017-12-13,XMRUSD,294.65,323.98,274.58,296.65,10991.04,3263792.4
2017-12-12,XMRUSD,275.35,310,275,294.65,16119.29,4690664.15
2017-12-11,XMRUSD,239.94,277.33,237.94,275.35,13162.09,3427635.92
2017-12-10,XMRUSD,255.39,255.67,214.5,239.94,20304.3,4819542.62
2017-12-09,XMRUSD,262.16,270,240.52,255.39,15943.34,4126711.48
2017-12-08,XMRUSD,256.61,268.41,232.26,262.16,15857.92,3968333.08
2017-12-07,XMRUSD,255.2,278.88,232.34,256.61,17521.86,4424497.71
2017-12-06,XMRUSD,246.73,297.99,245,255.2,22764.91,6139098.36
2017-12-05,XMRUSD,208.14,248.66,206.69,246.73,25872.92,5842640.48
2017-12-04,XMRUSD,195.74,208.44,188.77,208.14,16451.18,3249459.64
2017-12-03,XMRUSD,200.55,207.72,184.3,195.74,23659.14,4702890.88
2017-12-02,XMRUSD,188.68,202.71,183.73,200.55,19259.13,3658072.57
2017-12-01,XMRUSD,175.16,189.4,165.63,188.68,15366.71,2748845.65
2017-11-30,XMRUSD,167.07,196.99,153.9,175.16,15933.87,2769953.14
2017-11-29,XMRUSD,195.78,208.5,152.5,167.07,18967.24,3498036.51
2017-11-28,XMRUSD,172,197.44,170.61,195.78,17844.63,3269943.27
2017-11-27,XMRUSD,162.43,172,157,172,16833.16,2763632.64
2017-11-26,XMRUSD,168.41,168.66,157.78,162.43,20629.58,3345161.28
2017-11-25,XMRUSD,158.66,169.91,158.5,168.41,18769.35,3090409.73
2017-11-24,XMRUSD,157.58,162.27,154.49,158.66,20079.73,3181154.84
2017-11-23,XMRUSD,165.5,173.34,154.45,157.58,17818.83,2894538.39
2017-11-22,XMRUSD,142,173.15,140.26,165.5,33229.32,5114697.79
2017-11-21,XMRUSD,136.02,142.72,131.27,142,24962.27,3441578.41
2017-11-20,XMRUSD,129.74,142.63,128.63,136.02,31130.38,4241586.71
2017-11-19,XMRUSD,130.74,133.84,127.11,129.74,22861.9,2994672.96
2017-11-18,XMRUSD,126.48,134.89,122.81,130.74,28496.78,3649452.8
2017-11-17,XMRUSD,120.63,126.61,118.55,126.48,23294.65,2853150.4
2017-11-16,XMRUSD,120.49,127.87,118.01,120.63,30052.05,3669444.91
2017-11-15,XMRUSD,121.22,124,117.62,120.49,22958.51,2778699.79
2017-11-14,XMRUSD,122.15,123,116.4,121.22,19838.98,2396066.04
2017-11-13,XMRUSD,123.73,139.98,118,122.15,25248.36,3155176.13
2017-11-12,XMRUSD,118.65,140,109.13,123.73,33296.84,4011496.92
2017-11-11,XMRUSD,104.36,127.02,102.26,118.65,30213.95,3399749.34
2017-11-10,XMRUSD,120.78,121.42,100,104.36,30114.65,3363927.51
2017-11-09,XMRUSD,112.4,123.2,110.82,120.78,26485.18,3089674.93
2017-11-08,XMRUSD,98.59,115.83,98.16,112.4,37981.09,3902905.92
2017-11-07,XMRUSD,101.07,104.07,93.51,98.59,29371.04,2913757.48
2017-11-06,XMRUSD,86.23,101.28,86.01,101.07,44224.74,4056926.45
2017-11-05,XMRUSD,87.17,87.98,86.01,86.23,32398.82,2811200.31
2017-11-04,XMRUSD,87.12,87.5,85.01,87.17,28290.92,2439307.53
2017-11-03,XMRUSD,82.68,89.63,82.68,87.12,31396.54,2675719.15
2017-11-02,XMRUSD,85.51,86.06,80.17,82.68,35291.03,2932810.71
2017-11-01,XMRUSD,87.3,87.94,84.44,85.51,31426.13,2709867.51
2017-10-31,XMRUSD,88.7,89.16,87.22,87.3,31205.2,2754194.82
2017-10-30,XMRUSD,88.59,90.79,88.07,88.7,41089.97,3662861.15
2017-10-29,XMRUSD,85.74,90.74,85.66,88.59,125515.82,10931030.41
2017-10-28,XMRUSD,86.4,87.28,85.07,85.74,44826.92,3853237.6
2017-10-27,XMRUSD,88.45,88.7,85.93,86.4,47380.09,4124544.68
2017-10-26,XMRUSD,87.1,89.3,87.05,88.45,40973.35,3614756.32
2017-10-25,XMRUSD,88.06,95.68,84.94,87.1,81564.7,7162768.95
2017-10-24,XMRUSD,85.1,91.89,82.55,88.06,85854.39,7596117.13
2017-10-23,XMRUSD,86.35,86.76,81.43,85.1,67174.74,5693697.68
2017-10-22,XMRUSD,88.09,88.8,85.07,86.35,64810.78,5622762.21
2017-10-21,XMRUSD,90.35,90.57,86,88.09,54789.94,4802706.1
2017-10-20,XMRUSD,88.4,93.19,87.97,90.35,63917.17,5767128.21
2017-10-19,XMRUSD,89.18,92.46,87.34,88.4,68334.49,6117114.88
2017-10-18,XMRUSD,91.1,91.27,85.61,89.18,74840.94,6625760.4
2017-10-17,XMRUSD,95.85,97,90.46,91.1,63379.63,5931923.16
2017-10-16,XMRUSD,94.93,98.55,93.07,95.85,63853.09,6091445.9
2017-10-15,XMRUSD,100.07,101.16,91.39,94.93,87004.18,8289298.4
2017-10-14,XMRUSD,94.67,103.48,93.62,100.07,61840.55,5948125.99
2017-10-13,XMRUSD,86.88,97.03,85.29,94.67,87872.42,8008810.4
2017-10-12,XMRUSD,87.43,89.23,86.41,86.88,47603.23,4168814.36
2017-10-11,XMRUSD,86.43,88.78,85.76,87.43,42996.34,3743131.59
2017-10-10,XMRUSD,85.34,88.56,84.08,86.43,61721.81,5362369.02
2017-10-09,XMRUSD,90.42,90.47,83.41,85.34,66761.01,5851532.73
2017-10-08,XMRUSD,91.6,92.6,90,90.42,45080.56,4116089.97
2017-10-07,XMRUSD,91.11,92.5,89,91.6,51747.31,4695506.3
2017-10-06,XMRUSD,92,92.97,89.43,91.11,50712.88,4640633.27
2017-10-05,XMRUSD,90.4,92.61,87.9,92,65767.02,5931040.65
2017-10-04,XMRUSD,92.85,93.73,88.33,90.4,68504.83,6226361.14
2017-10-03,XMRUSD,91.37,94.79,87.09,92.85,84468.65,7618283.05
2017-10-02,XMRUSD,93.56,95.6,91,91.37,50418.13,4651721.02
2017-10-01,XMRUSD,96.38,96.73,92,93.56,54685.54,5137617.51
2017-09-30,XMRUSD,94.73,97.03,94,96.38,50950.57,4881722.3
2017-09-29,XMRUSD,97.98,99.05,91.09,94.73,87439.05,8260699.12
2017-09-28,XMRUSD,102.7,102.88,96.33,97.98,59765.38,5917854.97
2017-09-27,XMRUSD,93.62,104.59,93.53,102.7,63393.21,6212812.68
2017-09-26,XMRUSD,94.08,95.58,91.86,93.62,52211.98,4897889.74
2017-09-25,XMRUSD,89.64,94.87,88.7,94.08,53792.01,4939757.2
2017-09-24,XMRUSD,91.88,91.94,87.33,89.64,63922.7,5728476.15
2017-09-23,XMRUSD,87.89,92.69,86.77,91.88,60879.51,5472374.6
2017-09-22,XMRUSD,85.99,89.53,84.05,87.89,86168.47,7458933.26
2017-09-21,XMRUSD,95.75,96.44,84.66,85.99,90669.3,8190393.14
2017-09-20,XMRUSD,98.55,99.15,92.79,95.75,64792.4,6223306.42
2017-09-19,XMRUSD,101.27,102.33,94.14,98.55,59124.05,5767137.59
2017-09-18,XMRUSD,93.51,103.79,93.5,101.27,62729.8,6251979.35
2017-09-17,XMRUSD,96.34,97.45,88.88,93.51,90931.19,8524282.55
2017-09-16,XMRUSD,100.18,104.4,91.91,96.34,25468.27,2476582.58
2017-09-15,XMRUSD,86.17,102.25,73.12,100.18,36348.24,3300008.61
2017-09-14,XMRUSD,109.71,119.81,86.01,86.17,40055.26,3931732.37
2017-09-13,XMRUSD,111.79,112.89,101.82,109.71,24046.9,2577972.56
2017-09-12,XMRUSD,112.03,116.52,108.18,111.79,21893.29,2483334.69
2017-09-11,XMRUSD,112.64,115.8,109.06,112.03,22025.37,2478452.27
2017-09-10,XMRUSD,115.94,117.23,102.58,112.64,24777.28,2744248.68
2017-09-09,XMRUSD,117.31,119.25,112.09,115.94,22956.32,2658096.36
2017-09-08,XMRUSD,121.75,134.98,110.01,117.31,24764.0,3002848.4
2017-09-07,XMRUSD,122.64,123.97,116.36,121.75,19498.08,2335571.76
2017-09-06,XMRUSD,117.36,124.9,114.72,122.64,8788.56,1069564.79
2017-09-05,XMRUSD,105.88,118.61,95.51,117.36,4121.77,437584.77
2017-09-04,XMRUSD,126.56,126.81,104.17,105.88,13375.31,1558931.59
2017-09-03,XMRUSD,125.83,129.75,110.15,126.56,20009.58,2453407.41
2017-09-02,XMRUSD,142.3,142.87,120.13,125.83,10433.06,1361303.9
2017-09-01,XMRUSD,140.99,150.53,136.04,142.3,22182.29,3148227.66
2017-08-31,XMRUSD,134.02,143.5,131.78,140.99,22835.05,3173436.53
2017-08-30,XMRUSD,132.96,138,121.87,134.02,25241.17,3265756.75
2017-08-29,XMRUSD,144.74,147.47,127.03,132.96,26594.16,3619605.51
2017-08-28,XMRUSD,130.56,154.05,127.44,144.74,15437.07,2143630.74
2017-08-27,XMRUSD,138.08,139.48,123.77,130.56,11800.43,1552685.27
2017-08-26,XMRUSD,107.52,148.35,104.16,138.08,13357.61,1750669.34
2017-08-25,XMRUSD,85.97,108.91,85.12,107.52,22212.1,2077836.04
2017-08-24,XMRUSD,89.95,93.88,79.36,85.97,21185.81,1818073.45
2017-08-23,XMRUSD,91.22,100,85.44,89.95,19028.27,1751262.71
2017-08-22,XMRUSD,77.37,96.32,71.51,91.22,21053.73,1729567.02
2017-08-21,XMRUSD,54.83,95.33,52.84,77.37,26963.06,1858551.76
2017-08-20,XMRUSD,55.48,56.4,51.86,54.83,28060.02,1519314.34
2017-08-19,XMRUSD,46.65,58.26,46.33,55.48,29283.29,1539688.36
2017-08-18,XMRUSD,47.2,49.07,45.32,46.65,33079.93,1576850.93
2017-08-17,XMRUSD,48.62,49.43,47.04,47.2,34640.01,1675876.39
2017-08-16,XMRUSD,48.79,49.26,47,48.62,30694.59,1473554.16
2017-08-15,XMRUSD,50,50.21,45.2,48.79,34879.73,1662341.4
2017-08-14,XMRUSD,47.65,50,46.66,50,30211.31,1456077.14
2017-08-13,XMRUSD,49.5,50.15,40.11,47.65,32486.11,1541415.67
2017-08-12,XMRUSD,50.64,51.85,45.86,49.5,30751.97,1500357.3
2017-08-11,XMRUSD,49.36,51.49,48.4,50.64,30375.0,1513524.16
2017-08-10,XMRUSD,51.07,51.41,49.22,49.36,30672.66,1540597.74
2017-08-09,XMRUSD,51.88,53.62,49.6,51.07,34789.11,1780311.27
2017-08-08,XMRUSD,50.13,52.86,49.73,51.88,29121.15,1495094.41
2017-08-07,XMRUSD,47.92,50.21,47.07,50.13,38624.75,1855372.35
2017-08-06,XMRUSD,48.49,49.81,47.26,47.92,26242.26,1262822.21
2017-08-05,XMRUSD,45.07,49.99,45.03,48.49,25001.27,1206618.64
2017-08-04,XMRUSD,43.23,45.58,43,45.07,34990.77,1533655.27
2017-08-03,XMRUSD,43.97,44.56,43,43.23,35694.03,1557336.94
2017-08-02,XMRUSD,44.07,49,42.62,43.97,28074.86,1235981.37
2017-08-01,XMRUSD,39.66,45.25,39.56,44.07,42618.95,1778387.8
2017-07-31,XMRUSD,39.88,41.16,38.68,39.66,43916.58,1748667.86
2017-07-30,XMRUSD,43.97,44.15,39.7,39.88,37968.22,1578464.9
2017-07-29,XMRUSD,43.6,44.39,42,43.97,34642.85,1494286.92
2017-07-28,XMRUSD,45.08,45.82,42.65,43.6,40902.99,1803988.91
2017-07-27,XMRUSD,45.82,46.69,43.86,45.08,40175.51,1807904.79
2017-07-26,XMRUSD,40.61,46.94,38.35,45.82,41161.15,1677314.81
2017-07-25,XMRUSD,46.06,46.34,37.73,40.61,44662.49,1822576.58
2017-07-24,XMRUSD,42.63,46.1,41.72,46.06,33535.68,1459042.49
2017-07-23,XMRUSD,44.73,44.99,41.49,42.63,34662.65,1496168.38
2017-07-22,XMRUSD,40.27,44.9,40.27,44.73,3931.56,169253.67
2017-07-21,XMRUSD,40.53,41,38.35,40.27,3169.65,127042.0
2017-07-20,XMRUSD,35,41.24,34.64,40.53,7209.88,278505.54
2017-07-19,XMRUSD,36.22,37.96,34,35,4815.63,172443.53
2017-07-18,XMRUSD,34.68,38.2,33,36.22,21343.16,749077.52
2017-07-17,XMRUSD,29.44,34.92,29.29,34.68,39108.19,1257916.94
2017-07-16,XMRUSD,32.23,32.77,28.1,29.44,45156.54,1384202.6
2017-07-15,XMRUSD,35.38,35.38,31.27,32.23,23209.5,768009.08
2017-07-14,XMRUSD,38.02,38.42,33.79,35.38,31119.15,1140784.47
2017-07-13,XMRUSD,40.23,40.7,36.75,38.02,23785.6,913775.6
2017-07-12,XMRUSD,42.75,42.75,37.87,40.23,14428.86,561361.92
2017-07-11,XMRUSD,42.75,42.75,42.75,42.75,0.0,0.0
2017-07-10,XMRUSD,44.55,45.24,42.07,42.75,11060.18,488503.36
2017-07-09,XMRUSD,45.8,46.91,44.13,44.55,18829.25,856318.07
2017-07-08,XMRUSD,44.08,45.9,41.66,45.8,13290.58,579857.35
2017-07-07,XMRUSD,49.8,50.68,43.12,44.08,20853.9,973482.87
2017-07-06,XMRUSD,45.74,50.07,45.74,49.8,26890.08,1288405.03
2017-07-05,XMRUSD,45.19,46.65,44.12,45.74,20652.83,938596.86
