Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HRUR
2018-08-17 02-PM,DASHRUR,10841.23,10841.23,10473.29,10600,0.09826,1035.6
2018-08-17 01-PM,DASHRUR,10473.33,10841.23,10473.33,10841.23,0.001356,14.7
2018-08-17 12-PM,DASHRUR,10469.58,10473.33,10469.58,10473.33,0.2426,2541.12
2018-08-17 11-AM,DASHRUR,10848.66,10848.66,10469.58,10469.58,0.002708,28.35
2018-08-17 10-AM,DASHRUR,10848.66,10848.66,10848.66,10848.66,0.0,0.0
2018-08-17 09-AM,DASHRUR,10613.64,10848.66,10613.64,10848.66,0.03956,429.14
2018-08-17 08-AM,DASHRUR,10613.64,10613.64,10613.64,10613.64,0.0,0.0
2018-08-17 07-AM,DASHRUR,10700,10850,10613.64,10613.64,0.8068,8630.72
2018-08-17 06-AM,DASHRUR,10443.57,10700,10443.57,10700,0.04919,526.3
2018-08-17 05-AM,DASHRUR,10389.42,10443.57,10389.42,10443.57,1.86,19426.45
2018-08-17 04-AM,DASHRUR,10400,10400,10389.42,10389.42,0.01076,111.82
2018-08-17 03-AM,DASHRUR,10844.17,10844.17,10400,10400,0.0001,1.04
2018-08-17 02-AM,DASHRUR,10844.17,10844.17,10844.17,10844.17,0.0,0.0
2018-08-17 01-AM,DASHRUR,10844.17,10844.17,10844.17,10844.17,0.0,0.0
2018-08-17 12-AM,DASHRUR,10649.1,10844.17,10649.1,10844.17,0.01169,126.77
2018-08-16 11-PM,DASHRUR,10400.1,10649.1,10400.1,10649.1,1.88,19865.31
2018-08-16 10-PM,DASHRUR,10436,10436,10400.1,10400.1,0.07169,746.23
2018-08-16 09-PM,DASHRUR,10436,10436,10436,10436,0.1532,1598.7
2018-08-16 08-PM,DASHRUR,10446.98,10821.03,10436,10436,1.08,11681.16
2018-08-16 07-PM,DASHRUR,10446.98,10446.98,10446.98,10446.98,0.0,0.0
2018-08-16 06-PM,DASHRUR,10435.58,10446.98,10435.58,10446.98,0.0371,387.59
2018-08-16 05-PM,DASHRUR,10435.58,10435.58,10435.58,10435.58,0.0,0.0
2018-08-16 04-PM,DASHRUR,10435.58,10435.58,10435.58,10435.58,0.0,0.0
2018-08-16 03-PM,DASHRUR,10821.03,10821.03,10435.58,10435.58,0.07198,751.12
2018-08-16 02-PM,DASHRUR,10723.6,10821.03,10723.6,10821.03,0.9056,9797.3
2018-08-16 01-PM,DASHRUR,10729.03,10729.03,10723.6,10723.6,0.001028,11.02
2018-08-16 12-PM,DASHRUR,10799.99,10799.99,10627.43,10729.03,0.7408,7933.99
2018-08-16 11-AM,DASHRUR,10799.99,10854.94,10799.99,10799.99,0.1506,1633.27
2018-08-16 10-AM,DASHRUR,10729.58,10800,10729.58,10799.99,0.1504,1623.64
2018-08-16 09-AM,DASHRUR,10738.58,10799.99,10729.58,10729.58,0.9191,9872.05
2018-08-16 08-AM,DASHRUR,10503.19,10738.58,10503.19,10738.58,0.4264,4571.09
2018-08-16 07-AM,DASHRUR,10755.92,10755.92,10503.19,10503.19,1.48,15861.94
2018-08-16 06-AM,DASHRUR,10424.89,10755.92,10424.89,10755.92,0.1032,1110.3
2018-08-16 05-AM,DASHRUR,10419,10424.89,10419,10424.89,0.9469,9871.75
2018-08-16 04-AM,DASHRUR,10415.4,10800,10415.4,10419,1.01,10953.15
2018-08-16 03-AM,DASHRUR,10500.98,10800,10415.4,10415.4,0.006,64.03
2018-08-16 02-AM,DASHRUR,10500.98,10500.98,10500.98,10500.98,0.0,0.0
2018-08-16 01-AM,DASHRUR,10500.98,10500.98,10500.98,10500.98,0.0,0.0
2018-08-16 12-AM,DASHRUR,10854.94,10854.94,10500.98,10500.98,0.033,346.53
2018-08-15 11-PM,DASHRUR,10854.94,10854.94,10854.94,10854.94,0.0,0.0
2018-08-15 10-PM,DASHRUR,10854.94,10854.94,10854.94,10854.94,0.0,0.0
2018-08-15 09-PM,DASHRUR,10860.37,10860.37,10854.94,10854.94,0.1105,1199.4
2018-08-15 08-PM,DASHRUR,10528.67,10860.37,10409.3,10860.37,0.2744,2924.63
2018-08-15 07-PM,DASHRUR,10561.61,10823.8,10528.67,10528.67,0.1128,1220.29
2018-08-15 06-PM,DASHRUR,10561.61,10561.61,10561.61,10561.61,0.0,0.0
2018-08-15 05-PM,DASHRUR,10501.85,10823.8,10501.85,10561.61,2.01,21760.19
2018-08-15 04-PM,DASHRUR,10385.77,10689.6,10385.77,10501.85,0.271,2869.25
2018-08-15 03-PM,DASHRUR,10287.75,10683.19,10119.45,10385.77,2.4,25340.33
2018-08-15 02-PM,DASHRUR,10442.28,10442.28,10270.92,10287.75,1.04,10891.99
2018-08-15 01-PM,DASHRUR,10411.98,10447.51,10405.88,10442.28,0.9634,10057.46
2018-08-15 12-PM,DASHRUR,10095.95,10418.29,10095.95,10411.98,1.61,16677.92
2018-08-15 11-AM,DASHRUR,10101,10101,10090.9,10095.95,0.2573,2596.49
2018-08-15 10-AM,DASHRUR,10111.24,10426.71,10002.74,10101,1.36,14088.15
2018-08-15 09-AM,DASHRUR,10440.7,10440.7,10111.24,10111.24,1.85,19013.72
2018-08-15 08-AM,DASHRUR,10104.52,10444.08,10104.52,10440.7,0.4993,5213.84
2018-08-15 07-AM,DASHRUR,10447.51,10447.51,10104.52,10104.52,0.02099,212.1
2018-08-15 06-AM,DASHRUR,10452.73,10452.73,10447.51,10447.51,0.1531,1600.1
2018-08-15 05-AM,DASHRUR,10352.25,10452.73,10352.25,10452.73,0.9345,9767.88
2018-08-15 04-AM,DASHRUR,10352.25,10352.25,10352.25,10352.25,0.0,0.0
2018-08-15 03-AM,DASHRUR,10352.25,10352.25,10352.25,10352.25,0.0,0.0
2018-08-15 02-AM,DASHRUR,10101,10352.25,10101,10352.25,0.1258,1289.91
2018-08-15 01-AM,DASHRUR,10101,10101,10101,10101,0.06,606.06
2018-08-15 12-AM,DASHRUR,9561.49,10148.27,9561.49,10101,0.3223,3200.45
2018-08-14 11-PM,DASHRUR,9574,9574,9465.47,9561.49,0.2347,2235.51
2018-08-14 10-PM,DASHRUR,9574,9574,9574,9574,0.0,0.0
2018-08-14 09-PM,DASHRUR,9573.16,9849.81,9445.41,9574,1.28,12238.72
2018-08-14 08-PM,DASHRUR,9808.58,9808.58,9573.16,9573.16,0.9093,8733.86
2018-08-14 07-PM,DASHRUR,9817.84,9817.84,9457.19,9808.58,0.2023,1978.01
2018-08-14 06-PM,DASHRUR,9445.41,9824.85,9445.41,9817.84,3.06,29868.04
2018-08-14 05-PM,DASHRUR,9841.41,9841.41,9445.41,9445.41,0.5293,5135.43
2018-08-14 04-PM,DASHRUR,9565.48,10042.92,9445.41,9841.41,0.9482,9207.98
2018-08-14 03-PM,DASHRUR,9755.74,10090.71,9560.13,9565.48,2.99,29230.95
2018-08-14 02-PM,DASHRUR,9752.29,10101,9752.29,9755.74,0.2419,2441.72
2018-08-14 01-PM,DASHRUR,9948.31,10249.75,9752.29,9752.29,1.6,16210.64
2018-08-14 12-PM,DASHRUR,10047.79,10047.79,9410.04,9948.31,2.59,25702.53
2018-08-14 11-AM,DASHRUR,10057.05,10057.05,9600.1,10047.79,0.5561,5544.82
2018-08-14 10-AM,DASHRUR,9800,10077.22,9800,10057.05,17.75,177611.32
2018-08-14 09-AM,DASHRUR,9800.1,10086.52,9658.54,9800,2.16,21685.49
2018-08-14 08-AM,DASHRUR,10090.01,10090.01,9800.1,9800.1,0.5623,5624.89
2018-08-14 07-AM,DASHRUR,10101,10101,9948.31,10090.01,1.61,16147.93
2018-08-14 06-AM,DASHRUR,10149.81,10439.35,10101,10101,0.2264,2296.63
2018-08-14 05-AM,DASHRUR,10137.46,10449.34,10137.46,10149.81,0.03397,348.22
2018-08-14 04-AM,DASHRUR,10452.43,10452.43,10137.46,10137.46,0.0223,226.02
2018-08-14 03-AM,DASHRUR,10101,10452.43,10101,10452.43,0.43,4491.6
2018-08-14 02-AM,DASHRUR,10560.33,10560.33,10000,10101,3.17,31793.79
2018-08-14 01-AM,DASHRUR,10300.1,10560.33,10101,10560.33,0.2482,2544.97
2018-08-14 12-AM,DASHRUR,10669.19,10669.19,10300.1,10300.1,0.0009709,10.0
2018-08-13 11-PM,DASHRUR,10500,10669.19,10302.76,10669.19,1.5,15784.02
2018-08-13 10-PM,DASHRUR,10502,10502,10500,10500,5.07,53282.2
2018-08-13 09-PM,DASHRUR,10502,10680.08,10502,10502,0.2399,2525.77
2018-08-13 08-PM,DASHRUR,10772.59,10772.59,10502,10502,6.01,63746.44
2018-08-13 07-PM,DASHRUR,11392.71,11392.71,10772.59,10772.59,4.92,53421.26
2018-08-13 06-PM,DASHRUR,10909,11392.71,10900.1,11392.71,1.7,19151.61
2018-08-13 05-PM,DASHRUR,10909,11420.98,10909,10909,2.34,25850.68
2018-08-13 04-PM,DASHRUR,11385.1,11774.3,10909,10909,3.39,38497.21
2018-08-13 03-PM,DASHRUR,11611.22,11995.84,11385.1,11385.1,2.34,27331.25
2018-08-13 02-PM,DASHRUR,11982.05,11982.05,11611.22,11611.22,0.2007,2371.59
2018-08-13 01-PM,DASHRUR,11755,11999.47,11755,11982.05,3.31,39535.72
2018-08-13 12-PM,DASHRUR,12047.41,12047.41,11755,11755,0.7815,9186.7
2018-08-13 11-AM,DASHRUR,11750,12047.41,11750,12047.41,0.3821,4601.41
2018-08-13 10-AM,DASHRUR,11750,11750,11750,11750,0.06447,757.47
2018-08-13 09-AM,DASHRUR,12067.77,12067.77,11750,11750,0.9037,10890.23
2018-08-13 08-AM,DASHRUR,11721.83,12067.77,11721.83,12067.77,0.005587,66.04
2018-08-13 07-AM,DASHRUR,11721.83,11721.83,11721.83,11721.83,0.0,0.0
2018-08-13 06-AM,DASHRUR,11718.05,11721.83,11718.05,11721.83,1.28,15047.46
2018-08-13 05-AM,DASHRUR,11712.07,12152.67,11712.07,11718.05,0.191,2311.61
2018-08-13 04-AM,DASHRUR,11897.29,12178.2,11712.07,11712.07,0.072,861.32
2018-08-13 03-AM,DASHRUR,11924.82,12170.28,11897.29,11897.29,0.08251,1004.03
2018-08-13 02-AM,DASHRUR,11924.82,11924.82,11924.82,11924.82,0.0,0.0
2018-08-13 01-AM,DASHRUR,11950.83,11950.83,11924.82,11924.82,0.02506,299.08
2018-08-13 12-AM,DASHRUR,11950.83,11950.83,11950.83,11950.83,0.0,0.0
2018-08-12 11-PM,DASHRUR,11950.83,11950.83,11950.83,11950.83,0.0003438,4.11
2018-08-12 10-PM,DASHRUR,11948.32,11950.83,11948.32,11950.83,0.01074,128.35
2018-08-12 09-PM,DASHRUR,12251.2,12251.2,11948.32,11948.32,0.001152,13.77
2018-08-12 08-PM,DASHRUR,11942.64,12251.2,11750.61,12251.2,0.2308,2718.34
2018-08-12 07-PM,DASHRUR,12385.6,12385.6,11900,11942.64,0.2109,2547.56
2018-08-12 06-PM,DASHRUR,12385.6,12385.6,12385.6,12385.6,0.0,0.0
2018-08-12 05-PM,DASHRUR,11901.19,12385.6,11900,12385.6,1.99,24339.28
2018-08-12 04-PM,DASHRUR,12138.83,12401.22,11742.39,11901.19,0.704,8553.16
2018-08-12 03-PM,DASHRUR,12007.55,12138.83,12007.53,12138.83,1.28,15458.88
2018-08-12 02-PM,DASHRUR,12018.64,12022.68,11697.64,12007.55,1.29,15481.55
2018-08-12 01-PM,DASHRUR,12000,12018.64,11698.64,12018.64,0.7204,8644.65
2018-08-12 12-PM,DASHRUR,11988.74,12004.19,11696.98,12000,3.07,36833.22
2018-08-12 11-AM,DASHRUR,11984.2,11992.16,11649.53,11988.74,1.14,13681.18
2018-08-12 10-AM,DASHRUR,11984.2,11984.2,11615.84,11984.2,0.03864,461.46
2018-08-12 09-AM,DASHRUR,11611.22,11984.2,11611.22,11984.2,2.04,24029.44
2018-08-12 08-AM,DASHRUR,11995.32,12004.2,11611.22,11611.22,5.39,64462.33
2018-08-12 07-AM,DASHRUR,11475.35,12002.76,11475.35,11995.32,0.9862,11836.72
2018-08-12 06-AM,DASHRUR,11451.05,11498,11451.05,11475.35,0.3657,4204.96
2018-08-12 05-AM,DASHRUR,11451.05,11451.05,11451.05,11451.05,0.0,0.0
2018-08-12 04-AM,DASHRUR,11555.57,11555.57,11451.05,11451.05,0.3321,3834.03
2018-08-12 03-AM,DASHRUR,11549.68,11555.57,11549.68,11555.57,0.02071,239.33
2018-08-12 02-AM,DASHRUR,12211.36,12211.36,11549.68,11549.68,0.381,4440.45
2018-08-12 01-AM,DASHRUR,12216.61,12216.61,12211.36,12211.36,0.004037,49.3
2018-08-12 12-AM,DASHRUR,12216.61,12216.61,12216.61,12216.61,0.0,0.0
2018-08-11 11-PM,DASHRUR,11705.19,12216.61,11705.19,12216.61,0.145,1770.68
2018-08-11 10-PM,DASHRUR,12203.05,12203.05,11705.19,11705.19,0.06158,742.64
2018-08-11 09-PM,DASHRUR,12214.85,12216.61,11695.1,12203.05,0.8104,9898.08
2018-08-11 08-PM,DASHRUR,11781.83,12229.4,11676.32,12214.85,0.2243,2667.93
2018-08-11 07-PM,DASHRUR,12000,12200,11781.83,11781.83,9.78,117944.92
2018-08-11 06-PM,DASHRUR,12000,12260.22,11900,12000,2.23,26959.92
2018-08-11 05-PM,DASHRUR,11549.68,12000,11435.33,12000,0.4409,5150.94
2018-08-11 04-PM,DASHRUR,11454.89,12000,11435.33,11549.68,0.5455,6406.85
2018-08-11 03-PM,DASHRUR,11986,11986,11454.89,11454.89,0.5774,6741.83
2018-08-11 02-PM,DASHRUR,11995.5,12000,11558.91,11986,1.22,14127.77
2018-08-11 01-PM,DASHRUR,11995.5,11995.5,11985.44,11995.5,0.2275,2728.24
2018-08-11 12-PM,DASHRUR,12000,12000,11550,11995.5,0.2803,3319.25
2018-08-11 11-AM,DASHRUR,11550,12000,11550,12000,0.1637,1945.83
2018-08-11 10-AM,DASHRUR,11995.8,12000,11550,11550,0.3091,3616.27
2018-08-11 09-AM,DASHRUR,11997.82,12000,11580.24,11995.8,0.628,7460.16
2018-08-11 08-AM,DASHRUR,11901.34,12138.83,11555.46,11997.82,0.2696,3167.23
2018-08-11 07-AM,DASHRUR,12110.62,12121.67,11561.13,11901.34,1.24,14665.77
2018-08-11 06-AM,DASHRUR,12121.77,12121.77,11561.13,12110.62,0.2395,2881.59
2018-08-11 05-AM,DASHRUR,12122.38,12122.38,12121.77,12121.77,0.1113,1349.22
2018-08-11 04-AM,DASHRUR,11561.13,12122.38,11561.13,12122.38,0.06211,752.95
2018-08-11 03-AM,DASHRUR,12115.71,12115.71,11561.13,11561.13,0.1022,1181.88
2018-08-11 02-AM,DASHRUR,12133.44,12133.44,11565.75,12115.71,0.1953,2341.84
2018-08-11 01-AM,DASHRUR,12254.77,12254.77,11605.33,12133.44,0.2024,2432.26
2018-08-11 12-AM,DASHRUR,11800,12353.36,11716.01,12254.77,0.4754,5771.57
2018-08-10 11-PM,DASHRUR,11836.9,12370.3,11800,11800,1.12,13449.88
2018-08-10 10-PM,DASHRUR,12177.78,12381.05,11836.9,11836.9,0.1694,2052.46
2018-08-10 09-PM,DASHRUR,12500,12761.84,11823.28,12177.78,7.52,92894.21
2018-08-10 08-PM,DASHRUR,12632.29,12632.29,12260.22,12500,2.78,34960.43
2018-08-10 07-PM,DASHRUR,12760.01,12780.01,12632.29,12632.29,4.84,61492.75
2018-08-10 06-PM,DASHRUR,12760.01,12760.01,12632.29,12760.01,5.31,67234.28
2018-08-10 05-PM,DASHRUR,12679.71,12859,12581.75,12760.01,1.28,16411.35
