Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume USD
2018-08-13 11-AM,XVGUSD,0.01448,0.01448,0.01446,0.01446,1288.18,18.64
2018-08-13 10-AM,XVGUSD,0.01419,0.01448,0.01419,0.01448,13.2,0.191
2018-08-13 09-AM,XVGUSD,0.014,0.01449,0.014,0.01419,5795.55,82.0
2018-08-13 08-AM,XVGUSD,0.01384,0.01419,0.01384,0.014,14883.8,206.55
2018-08-13 07-AM,XVGUSD,0.01383,0.01416,0.01383,0.01384,2990.53,42.14
2018-08-13 06-AM,XVGUSD,0.01424,0.01424,0.01383,0.01383,81.08,1.12
2018-08-13 05-AM,XVGUSD,0.01424,0.01451,0.01424,0.01424,2405.05,34.48
2018-08-13 04-AM,XVGUSD,0.01424,0.01424,0.01424,0.01424,541.92,7.72
2018-08-13 03-AM,XVGUSD,0.01424,0.01424,0.01424,0.01424,25.0,0.3559
2018-08-13 02-AM,XVGUSD,0.01456,0.01456,0.01424,0.01424,959.27,13.69
2018-08-13 01-AM,XVGUSD,0.01424,0.01456,0.01424,0.01456,82.85,1.18
2018-08-13 12-AM,XVGUSD,0.01424,0.01424,0.01381,0.01424,3073.09,43.39
2018-08-12 11-PM,XVGUSD,0.01418,0.01424,0.01418,0.01424,168.59,2.4
2018-08-12 10-PM,XVGUSD,0.01418,0.01418,0.01418,0.01418,0.0,0.0
2018-08-12 09-PM,XVGUSD,0.01355,0.01418,0.01355,0.01418,2826.35,39.93
2018-08-12 08-PM,XVGUSD,0.0143,0.01435,0.01354,0.01355,10180.03,144.42
2018-08-12 07-PM,XVGUSD,0.01422,0.015,0.01421,0.0143,26675.61,393.98
2018-08-12 06-PM,XVGUSD,0.01459,0.01459,0.01421,0.01422,3916.85,56.4
2018-08-12 05-PM,XVGUSD,0.01457,0.01459,0.01425,0.01459,3169.46,45.99
2018-08-12 04-PM,XVGUSD,0.0143,0.01459,0.01412,0.01457,2399.32,34.95
2018-08-12 03-PM,XVGUSD,0.0144,0.0146,0.0141,0.0143,23608.4,340.46
2018-08-12 02-PM,XVGUSD,0.01439,0.0144,0.01439,0.0144,2416.15,34.77
2018-08-12 01-PM,XVGUSD,0.01443,0.01443,0.0141,0.01439,17994.64,257.96
