Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume STR,Volume ATUSD
2018-04-07,STRATUSD,3.63,3.92,3.63,3.85,9339.69,35173.64
2018-04-06,STRATUSD,3.62,3.66,3.42,3.63,8084.48,29010.36
2018-04-05,STRATUSD,3.71,3.85,3.49,3.62,10455.53,38037.37
2018-04-04,STRATUSD,4.16,4.17,3.63,3.71,15770.72,59116.91
2018-04-03,STRATUSD,3.74,4.16,3.73,4.16,5294.67,21108.77
2018-04-02,STRATUSD,3.48,3.96,3.48,3.74,1244.36,4745.01
2018-04-01,STRATUSD,3.85,3.88,3.41,3.48,410.14,1475.65
2018-03-31,STRATUSD,3.78,3.97,3.78,3.85,1246.65,4852.24
2018-03-30,STRATUSD,4.01,4.1,3.71,3.78,3443.76,13573.51
2018-03-29,STRATUSD,4.67,4.67,3.86,4.01,18046.11,74943.69
2018-03-28,STRATUSD,4.5,4.92,4.43,4.67,32385.34,148999.07
2018-03-27,STRATUSD,5.01,5.01,4.49,4.5,37176.4,173455.95
2018-03-26,STRATUSD,5.46,5.55,4.67,5.01,35484.98,177884.5
2018-03-25,STRATUSD,5.27,5.61,5.05,5.46,1919.22,10122.26
2018-03-24,STRATUSD,5.21,5.65,5.21,5.27,2846.64,15383.96
2018-03-23,STRATUSD,5.28,5.3,4.9,5.21,931.89,4822.19
2018-03-22,STRATUSD,5.4,5.61,4.93,5.28,705.13,3668.78
2018-03-21,STRATUSD,5.31,5.79,5.22,5.4,2190.26,11969.21
2018-03-20,STRATUSD,4.99,5.45,4.69,5.31,45852.99,225510.62
2018-03-19,STRATUSD,4.56,4.99,4.43,4.99,32801.14,154947.61
2018-03-18,STRATUSD,4.2,4.63,3.67,4.56,26436.24,106960.82
2018-03-17,STRATUSD,4.76,4.76,4.14,4.2,19733.54,86926.39
2018-03-16,STRATUSD,4.83,4.92,4.59,4.76,18884.41,91557.7
2018-03-15,STRATUSD,5.01,5.01,4.39,4.83,949.59,4382.47
2018-03-14,STRATUSD,5.57,5.7,4.85,5.01,1828.63,9488.09
2018-03-13,STRATUSD,5.65,5.71,5.35,5.57,1987.13,10921.41
2018-03-12,STRATUSD,5.85,6.1,5.42,5.65,1351.14,7778.36
2018-03-11,STRATUSD,5.57,5.98,5.22,5.85,1307.07,7221.6
2018-03-10,STRATUSD,5.87,6.11,5.4,5.57,1020.11,5854.32
2018-03-09,STRATUSD,6,6,5.24,5.87,4944.2,26993.56
2018-03-08,STRATUSD,6.5,6.74,5.94,6,4963.22,31264.86
2018-03-07,STRATUSD,7.45,7.64,6.28,6.5,20940.69,153955.71
2018-03-06,STRATUSD,8.22,8.26,7.19,7.45,23143.03,171644.82
2018-03-05,STRATUSD,8.41,8.56,8.14,8.22,2857.0,23929.24
2018-03-04,STRATUSD,8.32,8.48,7.97,8.41,12427.5,103243.79
2018-03-03,STRATUSD,8.14,9.12,8.08,8.32,13150.14,111867.29
2018-03-02,STRATUSD,7.65,8.46,7.5,8.14,4537.34,36270.27
2018-03-01,STRATUSD,7.48,7.71,7.09,7.65,3086.7,22862.5
2018-02-28,STRATUSD,7.76,7.99,7.48,7.48,9092.68,69557.72
2018-02-27,STRATUSD,7.53,8,7.39,7.76,3739.43,28596.61
2018-02-26,STRATUSD,7.34,7.79,7.1,7.53,3423.55,25381.15
2018-02-25,STRATUSD,7.38,7.68,7.09,7.34,5967.24,44511.22
2018-02-24,STRATUSD,7.87,8.21,7.08,7.38,20203.58,158629.47
2018-02-23,STRATUSD,7.24,8.2,6.7,7.87,63764.62,477833.52
2018-02-22,STRATUSD,8.31,8.62,7.18,7.24,48969.79,380569.5
2018-02-21,STRATUSD,9.18,9.18,7.99,8.31,60299.44,514223.96
2018-02-20,STRATUSD,9.84,10.38,9.16,9.18,33776.99,330893.12
2018-02-19,STRATUSD,9.25,10.22,9,9.84,38123.82,365754.98
2018-02-18,STRATUSD,9.59,9.7,8.67,9.25,25281.71,232206.0
2018-02-17,STRATUSD,9.38,10.13,9.29,9.59,32675.74,313150.58
2018-02-16,STRATUSD,9.27,9.67,8.72,9.38,29642.59,273841.32
2018-02-15,STRATUSD,9.24,9.64,8.87,9.27,23600.34,218523.54
2018-02-14,STRATUSD,7.84,9.78,7.84,9.24,12024.0,107809.56
2018-02-13,STRATUSD,7.86,8.15,7.45,7.84,13343.24,104433.08
2018-02-12,STRATUSD,6.91,7.97,6.82,7.86,12780.46,94427.87
2018-02-11,STRATUSD,7.64,7.68,6.51,6.91,35908.29,254466.72
2018-02-10,STRATUSD,8.11,8.73,7,7.64,37252.92,294271.34
2018-02-09,STRATUSD,7.5,8.32,6.98,8.11,50239.06,381392.36
2018-02-08,STRATUSD,6.54,7.5,6.42,7.5,66015.14,466603.35
2018-02-07,STRATUSD,6.86,7.59,6.14,6.54,56961.14,391495.1
2018-02-06,STRATUSD,6.06,7.66,4.81,6.86,77080.72,455959.23
2018-02-05,STRATUSD,7.99,8.36,5.72,6.06,69068.16,484389.39
2018-02-04,STRATUSD,9.77,9.84,7.55,7.99,56622.2,498763.62
2018-02-03,STRATUSD,9.5,10.42,8.51,9.77,55611.51,528251.21
2018-02-02,STRATUSD,10.24,10.34,7.21,9.5,63161.41,568316.08
2018-02-01,STRATUSD,12.36,12.88,9.49,10.24,63486.57,719889.8
2018-01-31,STRATUSD,12,12.74,11.13,12.36,61795.21,738529.8
2018-01-30,STRATUSD,14.5,14.74,11.6,12,38589.69,494391.4
2018-01-29,STRATUSD,14.49,14.75,13.57,14.5,24899.13,350268.87
2018-01-28,STRATUSD,14.61,14.96,13.8,14.49,40976.18,593823.35
2018-01-27,STRATUSD,13.42,15.49,0.52,14.61,63667.98,895597.38
2018-01-26,STRATUSD,12.62,14,11.22,13.42,53087.3,661757.34
2018-01-25,STRATUSD,12.71,13.28,12.15,12.62,27569.73,349211.47
2018-01-24,STRATUSD,12.35,12.93,11.86,12.71,59441.39,735829.98
2018-01-23,STRATUSD,11.6,13.26,10.91,12.35,62024.25,744397.43
2018-01-22,STRATUSD,13.25,13.91,10.63,11.6,62042.39,773113.62
2018-01-21,STRATUSD,16,16.01,11.31,13.25,68323.53,937106.12
2018-01-20,STRATUSD,14.76,16.42,14.72,16,52262.26,820825.09
2018-01-19,STRATUSD,14.16,15.67,13.08,14.76,50575.82,743773.9
2018-01-18,STRATUSD,14.63,15.91,13.25,14.16,49082.46,717626.74
2018-01-17,STRATUSD,14.73,15.59,10.65,14.63,56760.9,742133.22
2018-01-16,STRATUSD,20.9,20.95,11.7,14.73,68869.29,1083659.51
2018-01-15,STRATUSD,19.69,22.2,19,20.9,46233.08,962640.88
2018-01-14,STRATUSD,19.82,20.04,17.28,19.69,43259.86,808701.07
2018-01-13,STRATUSD,18.5,20.4,18.33,19.82,47888.48,914762.48
2018-01-12,STRATUSD,16,19.78,15.22,18.5,49673.21,886487.63
2018-01-11,STRATUSD,19.03,19.33,14.91,16,58553.91,981769.15
2018-01-10,STRATUSD,19.33,19.59,16,19.03,47282.7,864991.38
2018-01-09,STRATUSD,21.84,22,18.5,19.33,46654.1,961670.7
2018-01-08,STRATUSD,17,23.2,16.6,21.84,65840.76,1300890.39
2018-01-07,STRATUSD,16,17.8,15.55,17,47656.45,804391.3
2018-01-06,STRATUSD,15.24,16.9,14.89,16,45809.04,729171.3
2018-01-05,STRATUSD,15.92,16.75,14.74,15.24,49782.77,772105.71
2018-01-04,STRATUSD,16.76,17.1,14.79,15.92,41264.1,656303.45
2018-01-03,STRATUSD,15.88,17.2,14.01,16.76,47910.4,745172.34
2018-01-02,STRATUSD,15.55,17.65,14.9,15.88,54097.26,865034.55
2018-01-01,STRATUSD,13.97,16.6,13.11,15.55,48255.45,737339.93
2017-12-31,STRATUSD,12.56,14.7,12.01,13.97,44171.22,584649.8
2017-12-30,STRATUSD,14.92,15.01,11,12.56,75958.56,990704.82
2017-12-29,STRATUSD,14.06,15.86,13.5,14.92,47727.71,710999.88
2017-12-28,STRATUSD,13.69,14.6,11.07,14.06,54574.42,723851.97
2017-12-27,STRATUSD,14.75,15.08,12.5,13.69,62752.78,872651.88
2017-12-26,STRATUSD,15.33,16.77,13,14.75,72043.84,1050206.92
2017-12-25,STRATUSD,13.92,16.95,12.22,15.33,66124.52,947225.9
2017-12-24,STRATUSD,12.86,14.95,11.01,13.92,61909.96,806379.46
2017-12-23,STRATUSD,10.46,15.47,9.5,12.86,78379.77,946888.37
2017-12-22,STRATUSD,13.06,13.3,7.01,10.46,85764.41,842365.48
2017-12-21,STRATUSD,10.94,14.99,10.85,13.06,90878.47,1118899.22
2017-12-20,STRATUSD,11.76,11.89,9.83,10.94,85936.02,933400.37
2017-12-19,STRATUSD,12.97,14.25,11.06,11.76,100232.01,1263765.27
2017-12-18,STRATUSD,17.11,18,11.65,12.97,68813.23,977736.33
2017-12-17,STRATUSD,11.32,18.99,11.29,17.11,83725.62,1106651.84
2017-12-16,STRATUSD,9.84,11.58,9.84,11.32,85381.23,894364.3
2017-12-15,STRATUSD,9.78,10.23,9.39,9.84,79836.06,786425.16
2017-12-14,STRATUSD,9.37,10.12,9,9.78,75324.4,719023.52
2017-12-13,STRATUSD,9.71,10.27,8.51,9.37,77926.74,735073.7
2017-12-12,STRATUSD,10.65,11.42,9.54,9.71,59684.81,600623.34
2017-12-11,STRATUSD,8.9,11.17,8.79,10.65,64379.82,629720.17
2017-12-10,STRATUSD,8.98,9.69,6.71,8.9,119104.01,986492.18
2017-12-09,STRATUSD,8.78,9.89,7.85,8.98,87039.37,783233.53
2017-12-08,STRATUSD,8.58,9.8,7.4,8.78,101595.01,856892.61
2017-12-07,STRATUSD,7.58,10.96,6.55,8.58,96055.71,878811.25
2017-12-06,STRATUSD,7.39,8.07,6.43,7.58,95418.33,691924.92
2017-12-05,STRATUSD,7.45,8.02,7,7.39,122293.28,917956.56
2017-12-04,STRATUSD,6.04,7.45,6.02,7.45,102052.92,678371.62
2017-12-03,STRATUSD,5.98,6.5,5.72,6.04,153814.68,952096.25
2017-12-02,STRATUSD,5.6,6.3,5.53,5.98,137437.26,798352.12
2017-12-01,STRATUSD,5.36,5.76,4.99,5.6,117102.22,633905.45
2017-11-30,STRATUSD,5.02,6.02,4.55,5.36,128868.95,670977.03
2017-11-29,STRATUSD,6.5,7.5,4.6,5.02,161945.05,941027.57
2017-11-28,STRATUSD,5.38,7.5,4.9,6.5,172514.73,954506.08
2017-11-27,STRATUSD,4.56,5.5,4.32,5.38,182203.63,886839.71
2017-11-26,STRATUSD,4.83,5,4.11,4.56,230690.41,1066568.96
2017-11-25,STRATUSD,4.19,4.98,3.5,4.83,50127.37,238522.78
2017-11-24,STRATUSD,4.05,4.28,3.62,4.19,3025.34,12271.25
2017-11-23,STRATUSD,3.75,4.5,3.57,4.05,4943.67,19740.73
2017-11-22,STRATUSD,3.63,3.83,3.44,3.75,2639.38,9691.47
2017-11-21,STRATUSD,3.38,3.85,3.22,3.63,3677.06,13058.01
2017-11-20,STRATUSD,3.58,3.97,3.35,3.38,1917.6,6706.2
2017-11-19,STRATUSD,3.58,3.73,3.4,3.58,2616.21,9434.01
2017-11-18,STRATUSD,3.38,3.7,3.24,3.58,1840.85,6347.77
2017-11-17,STRATUSD,3.25,3.72,3.2,3.38,905.2,3074.97
2017-11-16,STRATUSD,3.76,3.76,3.25,3.25,3151.4,11102.04
2017-11-15,STRATUSD,3.57,3.95,3.25,3.76,1802.4,6611.97
2017-11-14,STRATUSD,3.19,3.77,3.19,3.57,2413.7,8176.93
2017-11-13,STRATUSD,3.01,3.25,2.81,3.19,800.83,2498.27
2017-11-12,STRATUSD,3.32,3.32,2.74,3.01,1804.61,5364.68
2017-11-11,STRATUSD,3.2,3.44,2.94,3.32,849.22,2598.39
2017-11-10,STRATUSD,3.73,4,2.94,3.2,1213.51,3989.58
2017-11-09,STRATUSD,3.48,3.94,3.23,3.73,1322.01,4961.09
2017-11-08,STRATUSD,2.8,3.79,2.8,3.48,1862.4,6086.26
2017-11-07,STRATUSD,3.25,3.25,2.8,2.8,1823.62,5406.16
2017-11-06,STRATUSD,3.3,3.3,2.95,3.25,68.27,219.54
2017-11-05,STRATUSD,3.14,3.3,2.86,3.3,54.85,170.54
2017-11-04,STRATUSD,3.01,3.44,2.8,3.14,494.98,1604.47
2017-11-03,STRATUSD,2.97,3.45,2.7,3.01,177.38,534.74
2017-11-02,STRATUSD,3.05,3.2,2.25,2.97,1272.64,3518.39
2017-11-01,STRATUSD,3.4,3.61,3.05,3.05,403.49,1305.11
2017-10-31,STRATUSD,3.76,3.82,3.33,3.4,808.28,2922.84
2017-10-30,STRATUSD,4.31,4.65,3.76,3.76,671.81,2799.11
2017-10-29,STRATUSD,4.5,4.5,4.06,4.31,536.36,2240.36
2017-10-28,STRATUSD,4.45,4.81,3.86,4.5,59.1,258.23
2017-10-27,STRATUSD,3.86,4.99,3.86,4.45,322.45,1546.3
2017-10-26,STRATUSD,5,5,3.86,3.86,92.11,401.51
2017-10-25,STRATUSD,3.94,5,3.2,5,1354.07,5832.35
2017-10-24,STRATUSD,3.52,4.1,3.02,3.94,701.8,2618.26
2017-10-23,STRATUSD,3.34,5.38,3.03,3.52,951.12,3658.9
2017-10-22,STRATUSD,3.12,3.4,2.79,3.34,153.61,495.47
2017-10-21,STRATUSD,2.91,3.12,2.72,3.12,512.13,1481.26
2017-10-20,STRATUSD,3.08,3.59,2.05,2.91,393.93,1117.54
2017-10-19,STRATUSD,3.15,3.4,3.08,3.08,0.92,3.07
2017-10-18,STRATUSD,2.85,3.45,2.85,3.15,79.65,244.14
2017-10-17,STRATUSD,3.11,3.11,2.83,2.85,45.35,137.65
2017-10-16,STRATUSD,2.7,3.2,2.7,3.11,112.13,357.67
2017-10-15,STRATUSD,2.99,3.07,2.7,2.7,116.84,336.39
2017-10-14,STRATUSD,3.11,3.43,2.67,2.99,100.27,310.86
2017-10-13,STRATUSD,3.12,3.55,2.5,3.11,588.88,1756.26
2017-10-12,STRATUSD,3.62,3.62,3.12,3.12,72.41,235.62
2017-10-11,STRATUSD,3.3,3.62,3.2,3.62,116.41,381.99
2017-10-10,STRATUSD,3.09,3.56,3.09,3.3,493.95,1630.49
2017-10-09,STRATUSD,3.35,3.8,2.86,3.09,904.23,3093.21
2017-10-08,STRATUSD,3.85,3.88,3.2,3.35,224.23,793.37
2017-10-07,STRATUSD,3.87,4.17,3.55,3.85,75.77,291.49
2017-10-06,STRATUSD,3.47,3.97,3.47,3.87,37.02,144.66
2017-10-05,STRATUSD,3.6,4,3.46,3.47,1.64,5.92
2017-10-04,STRATUSD,4,4.55,3.6,3.6,29.82,128.19
2017-10-03,STRATUSD,3.8,4.07,2.05,4,51.86,158.08
2017-10-02,STRATUSD,4.2,4.89,3.74,3.8,423.72,1668.55
2017-10-01,STRATUSD,4.26,4.62,4.09,4.2,155.54,650.32
2017-09-30,STRATUSD,4.5,4.83,4.01,4.26,29.48,126.85
2017-09-29,STRATUSD,4.67,4.67,4.5,4.5,24.97,112.97
2017-09-28,STRATUSD,4.7,5,4.29,4.67,25.83,125.41
2017-09-27,STRATUSD,4.28,4.7,3.99,4.7,21.87,98.74
2017-09-26,STRATUSD,4.45,4.97,4.05,4.28,622.59,2555.06
2017-09-25,STRATUSD,3.85,4.45,3.85,4.45,7.98,35.43
2017-09-24,STRATUSD,4.01,4.27,3.85,3.85,3.14,12.76
2017-09-23,STRATUSD,3.75,4.46,3.75,4.01,11.97,51.52
2017-09-22,STRATUSD,4,4.31,3.7,3.75,32.56,130.09
2017-09-21,STRATUSD,4.91,5.13,4,4,24.65,104.89
2017-09-20,STRATUSD,4.94,5.49,4.78,4.91,4.25,21.2
2017-09-19,STRATUSD,5.68,5.68,4.7,4.94,8.45,41.01
2017-09-18,STRATUSD,4.16,5.68,4.16,5.68,313.57,1615.77
2017-09-17,STRATUSD,4.14,4.48,4.14,4.16,1.1,4.8
2017-09-16,STRATUSD,5.15,5.15,4.14,4.14,1.97,8.8
2017-09-15,STRATUSD,4.13,5.15,3.01,5.15,59.27,236.69
2017-09-14,STRATUSD,5,5.38,2.05,4.13,296.11,1292.56
2017-09-13,STRATUSD,5.71,5.71,4.24,5,146.7,738.42
2017-09-12,STRATUSD,5.89,6.39,5.11,5.71,65.92,359.54
2017-09-11,STRATUSD,6.4,6.4,5.31,5.89,47.73,304.58
2017-09-10,STRATUSD,5.44,6.68,5.12,6.4,148.91,863.98
2017-09-09,STRATUSD,5.9,6.49,5.05,5.44,111.36,679.36
2017-09-08,STRATUSD,6.24,6.5,5.05,5.9,192.21,1121.24
2017-09-07,STRATUSD,6,6.31,5.04,6.24,188.49,1112.46
2017-09-06,STRATUSD,6.2,6.2,4.2,6,56.68,342.16
2017-09-05,STRATUSD,5.39,6.49,4.1,5.74,28.03,161.03
2017-09-04,STRATUSD,6.5,6.85,5,5.39,108.73,635.61
2017-09-03,STRATUSD,5.83,6.7,5.8,6.5,556.24,3508.49
2017-09-02,STRATUSD,7.06,7.5,6.25,6.25,141.89,973.5
2017-09-01,STRATUSD,7.15,7.9,7.03,7.06,383.72,2762.54
2017-08-31,STRATUSD,7.7,8.39,6.73,7.15,1242.63,8701.58
2017-08-30,STRATUSD,6.12,7.7,6.12,7.7,127.99,936.98
2017-08-29,STRATUSD,7.87,7.87,6.12,6.12,322.3,2322.2
2017-08-28,STRATUSD,7.44,8.38,6.44,7.87,56.84,416.32
2017-08-27,STRATUSD,6.01,8.41,5.81,7.44,189.33,1329.78
2017-08-26,STRATUSD,5.9,6.98,5.82,6.01,108.45,709.61
2017-08-25,STRATUSD,5.81,6.35,5.38,5.9,107.39,625.54
2017-08-24,STRATUSD,5.58,6.42,5.58,5.81,29.77,189.13
2017-08-23,STRATUSD,5.98,6.98,5.58,5.58,537.44,3461.64
2017-08-22,STRATUSD,5.3,6,4.08,5.98,457.46,2394.23
2017-08-21,STRATUSD,5.2,5.9,5.19,5.3,103.14,537.87
2017-08-20,STRATUSD,5.8,6.38,5.12,5.2,70.34,412.18
2017-08-19,STRATUSD,5.37,5.8,4.82,5.8,235.65,1197.24
2017-08-18,STRATUSD,6.45,6.8,5.37,5.37,203.5,1190.34
2017-08-17,STRATUSD,6,6.48,5.5,6.45,109.97,638.58
2017-08-16,STRATUSD,6.1,6.72,5.88,6,96.61,615.14
2017-08-15,STRATUSD,6.76,7.29,5.31,6.1,190.95,1182.37
2017-08-14,STRATUSD,6.39,6.76,5.32,6.76,167.1,1039.97
2017-08-13,STRATUSD,6.55,7.5,5.28,6.39,163.31,1052.8
2017-08-12,STRATUSD,7.41,8.1,6.5,6.55,123.75,890.71
2017-08-11,STRATUSD,8.34,8.99,7.34,7.41,65.23,520.65
2017-08-10,STRATUSD,6.65,9.08,6.61,8.34,215.19,1661.18
2017-08-09,STRATUSD,7.81,8.5,6.65,6.65,71.25,566.82
2017-08-08,STRATUSD,7.84,11,6.62,7.81,442.8,3443.1
2017-08-07,STRATUSD,7.2,7.84,5.3,7.84,52.77,381.23
2017-08-06,STRATUSD,7.18,7.68,6.71,7.2,80.19,575.59
2017-08-05,STRATUSD,6.8,7.77,6.6,7.18,75.13,534.99
2017-08-04,STRATUSD,5.92,7.79,5.27,6.8,152.33,923.61
2017-08-03,STRATUSD,5.64,6.5,5.41,5.92,58.45,340.13
2017-08-02,STRATUSD,5.8,6.9,4.61,5.64,129.23,739.7
2017-08-01,STRATUSD,5.11,6.7,4.86,5.8,74.84,432.87
2017-07-31,STRATUSD,5.12,5.4,4.49,5.11,61.36,309.59
2017-07-30,STRATUSD,5.36,5.36,4.49,5.12,3.06,14.35
2017-07-29,STRATUSD,4.46,5.4,4.45,5.36,218.24,1043.81
2017-07-28,STRATUSD,5.69,5.69,4.26,4.46,149.72,721.07
2017-07-27,STRATUSD,4.58,5.79,4.58,5.69,281.51,1612.19
2017-07-26,STRATUSD,5.06,5.69,4.55,4.58,116.06,642.74
2017-07-25,STRATUSD,5.85,6.24,4.4,5.06,269.78,1460.55
2017-07-24,STRATUSD,6.27,7.89,5.67,5.85,39.15,250.99
2017-07-23,STRATUSD,7.29,8.08,5.8,6.27,25.83,170.73
2017-07-22,STRATUSD,7.58,7.59,5.64,7.29,15.08,105.12
2017-07-21,STRATUSD,5.3,5.98,5.3,5.9,4.74,27.74
2017-07-20,STRATUSD,3.53,5.3,3.53,5.3,3.02,13.22
2017-07-19,STRATUSD,3.95,5.6,3.5,3.53,17.86,81.61
2017-07-18,STRATUSD,3.75,5.48,2.53,3.95,126.09,598.55
2017-07-17,STRATUSD,4.49,4.75,2.12,3.75,2.13,4.88
2017-07-16,STRATUSD,4.4,4.82,2.12,4.49,8.51,19.83
2017-07-15,STRATUSD,3.04,4.8,2.05,4.4,0.518,1.61
2017-07-14,STRATUSD,3,5.09,3,3.04,5.93,19.71
2017-07-13,STRATUSD,5.33,5.33,3,3,2.26,12.03
2017-07-12,STRATUSD,3.87,5.33,2.17,5.33,144.81,542.65
2017-07-11,STRATUSD,2.1,2.1,2.1,2.1,0.0,0.0
2017-07-10,STRATUSD,5.97,5.97,2.1,2.1,5.03,19.84
2017-07-09,STRATUSD,5.99,5.99,3.95,5.97,3.11,12.49
2017-07-08,STRATUSD,6.61,6.61,4.2,5.99,52.2,226.82
2017-07-07,STRATUSD,5.36,11.99,4.62,6.61,30.27,214.42
2017-07-06,STRATUSD,6.5,6.99,5.34,5.36,0.163,0.9692
2017-07-05,STRATUSD,7.36,7.7,5.1,6.5,150.7,879.03
2017-07-04,STRATUSD,4.86,7.49,4.86,7.36,7.1,49.54
2017-07-03,STRATUSD,4.83,7.48,4.83,4.86,0.006,0.0344
2017-07-02,STRATUSD,7.89,7.89,4.62,4.83,47.49,234.91
2017-07-01,STRATUSD,1.54,8.39,1.54,7.89,2.41,15.7
2017-06-30,STRATUSD,10,12,1.54,1.54,45.52,273.85
2017-06-29,STRATUSD,1.16,10,1.16,10,7.61,45.64
2017-06-28,STRATUSD,6,10,0.04,1.16,1.49,10.86
2017-06-27,STRATUSD,7,10,6,6,0.391,3.46
