Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume AST,Volume BTC
2018-04-30,ASTBTC,5.834e-05,6.272e-05,5.802e-05,5.851e-05,5782448.0,350.92
2018-04-29,ASTBTC,5.825e-05,5.956e-05,5.595e-05,5.834e-05,3335842.0,194.37
2018-04-28,ASTBTC,5.645e-05,5.961e-05,5.514e-05,5.825e-05,4751316.0,274.79
2018-04-27,ASTBTC,5.928e-05,5.956e-05,5.52e-05,5.645e-05,5035950.0,286.94
2018-04-26,ASTBTC,5.823e-05,6.2e-05,5.678e-05,5.928e-05,2860499.0,170.29
2018-04-25,ASTBTC,6.335e-05,6.343e-05,5.4e-05,5.823e-05,5928631.0,349.86
2018-04-24,ASTBTC,6.46e-05,6.957e-05,6.221e-05,6.335e-05,9725286.0,644.25
2018-04-23,ASTBTC,5.69e-05,6.669e-05,5.609e-05,6.46e-05,8036349.0,495.25
2018-04-22,ASTBTC,5.414e-05,5.868e-05,5.325e-05,5.69e-05,4153762.0,234.62
2018-04-21,ASTBTC,5.738e-05,6.438e-05,5.4e-05,5.414e-05,4647698.0,266.78
2018-04-20,ASTBTC,6.12e-05,6.359e-05,5.651e-05,5.738e-05,2560526.0,152.5
2018-04-19,ASTBTC,5.829e-05,6.2e-05,5.65e-05,6.12e-05,2997267.0,176.09
2018-04-18,ASTBTC,5.546e-05,5.888e-05,5.529e-05,5.829e-05,2132986.0,121.88
2018-04-17,ASTBTC,5.164e-05,5.796e-05,5.076e-05,5.546e-05,4491225.0,244.6
2018-04-16,ASTBTC,5.687e-05,6.017e-05,5.033e-05,5.164e-05,10790708.0,596.09
2018-04-15,ASTBTC,4.335e-05,5.921e-05,4.311e-05,5.687e-05,9205368.0,482.81
2018-04-14,ASTBTC,4.347e-05,4.57e-05,4.25e-05,4.335e-05,1474529.0,64.98
2018-04-13,ASTBTC,4.271e-05,4.768e-05,4.212e-05,4.347e-05,5665394.0,253.72
2018-04-12,ASTBTC,4.216e-05,4.35e-05,3.921e-05,4.271e-05,4847557.0,200.82
2018-04-11,ASTBTC,3.921e-05,4.389e-05,3.779e-05,4.216e-05,4297114.0,173.98
2018-04-10,ASTBTC,3.61e-05,3.991e-05,3.55e-05,3.921e-05,3888974.0,148.38
2018-04-09,ASTBTC,3.575e-05,3.731e-05,3.553e-05,3.61e-05,2331716.0,84.87
2018-04-08,ASTBTC,3.623e-05,3.749e-05,3.443e-05,3.575e-05,3984448.0,142.65
2018-04-07,ASTBTC,3.407e-05,3.939e-05,3.377e-05,3.623e-05,3969817.0,145.79
2018-04-06,ASTBTC,3.527e-05,3.545e-05,3.351e-05,3.407e-05,494478.0,16.91
2018-04-05,ASTBTC,3.454e-05,3.58e-05,3.3e-05,3.527e-05,5245167.0,180.76
2018-04-04,ASTBTC,3.766e-05,3.853e-05,3.365e-05,3.454e-05,7654007.0,270.61
2018-04-03,ASTBTC,3.447e-05,3.9e-05,3.416e-05,3.766e-05,9046092.0,331.13
2018-04-02,ASTBTC,3.494e-05,3.644e-05,3.401e-05,3.447e-05,7525894.0,265.88
2018-04-01,ASTBTC,3.319e-05,3.644e-05,3.272e-05,3.494e-05,9761035.0,334.2
2018-03-31,ASTBTC,3.366e-05,3.519e-05,3.265e-05,3.319e-05,6074502.0,205.04
2018-03-30,ASTBTC,3.393e-05,3.418e-05,3.181e-05,3.366e-05,7332098.0,240.62
2018-03-29,ASTBTC,3.537e-05,3.554e-05,3.21e-05,3.393e-05,7413131.0,249.9
2018-03-28,ASTBTC,3.593e-05,3.667e-05,3.502e-05,3.537e-05,6126885.0,217.38
2018-03-27,ASTBTC,3.691e-05,3.726e-05,3.52e-05,3.593e-05,6591633.0,238.25
2018-03-26,ASTBTC,3.696e-05,4.482e-05,3.304e-05,3.691e-05,15887872.0,618.49
2018-03-25,ASTBTC,3.623e-05,3.9e-05,3.391e-05,3.696e-05,9336781.0,335.57
2018-03-24,ASTBTC,3.215e-05,3.792e-05,3.17e-05,3.623e-05,10704722.0,370.22
2018-03-23,ASTBTC,3.422e-05,3.458e-05,3.125e-05,3.215e-05,8872065.0,287.74
2018-03-22,ASTBTC,3.583e-05,3.85e-05,3.187e-05,3.422e-05,11282362.0,389.7
2018-03-21,ASTBTC,3.663e-05,3.8e-05,3.342e-05,3.583e-05,15943086.0,567.7
2018-03-20,ASTBTC,2.968e-05,3.962e-05,2.968e-05,3.682e-05,15973387.0,535.78
2018-03-19,ASTBTC,2.773e-05,3.04e-05,2.701e-05,2.968e-05,10268701.0,292.75
2018-03-18,ASTBTC,2.804e-05,3.3e-05,2.65e-05,2.773e-05,10690096.0,298.19
