Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume RUR
2018-08-16 12-AM,EOSRUR,465.23,465.23,465.23,465.23,0.0,0.0
2018-08-15 11-PM,EOSRUR,465.23,465.23,465.23,465.23,0.0,0.0
2018-08-15 10-PM,EOSRUR,465.23,465.23,465.23,465.23,0.2128,98.98
2018-08-15 09-PM,EOSRUR,478.99,478.99,465.23,465.23,0.005071,2.36
2018-08-15 08-PM,EOSRUR,478.15,478.99,478.15,478.99,0.003927,1.88
2018-08-15 07-PM,EOSRUR,478.15,478.15,478.15,478.15,0.0,0.0
2018-08-15 06-PM,EOSRUR,470,478.71,470,478.15,1.63,778.15
2018-08-15 05-PM,EOSRUR,456.96,477.39,456.96,470,5.53,2530.4
2018-08-15 04-PM,EOSRUR,465.15,478.13,456.96,456.96,11.17,5220.63
2018-08-15 03-PM,EOSRUR,472.98,472.98,465.15,465.15,4.71,2199.34
2018-08-15 02-PM,EOSRUR,469.52,472.98,469.52,472.98,0.8592,406.41
2018-08-15 01-PM,EOSRUR,469.52,469.52,469.52,469.52,1.61,755.31
2018-08-15 12-PM,EOSRUR,465.19,469.52,464.44,469.52,4.3,2005.4
2018-08-15 11-AM,EOSRUR,456.96,465.19,456.96,465.19,0.4349,202.31
2018-08-15 10-AM,EOSRUR,457.19,465.19,456.96,456.96,2.3,1068.3
2018-08-15 09-AM,EOSRUR,456.96,457.19,456.96,457.19,3.93,1794.98
2018-08-15 08-AM,EOSRUR,456.96,456.96,456.96,456.96,9.81,4481.26
2018-08-15 07-AM,EOSRUR,446.19,456.96,446.19,456.96,2.0,913.93
2018-08-15 06-AM,EOSRUR,446.19,456.96,446.19,446.19,9.8,4444.3
2018-08-15 05-AM,EOSRUR,443.19,457.19,443.19,446.19,13.47,6140.37
2018-08-15 04-AM,EOSRUR,447,447,443.19,443.19,1.78,790.75
2018-08-15 03-AM,EOSRUR,450,453.19,443.19,447,27.46,12321.86
2018-08-15 02-AM,EOSRUR,450,450,450,450,0.0,0.0
2018-08-15 01-AM,EOSRUR,440,450,440,450,11.09,4923.55
2018-08-15 12-AM,EOSRUR,425.1,440,425.1,440,1.19,522.06
2018-08-14 11-PM,EOSRUR,425.1,425.1,425.1,425.1,0.0,0.0
2018-08-14 10-PM,EOSRUR,425.1,425.1,425.1,425.1,0.0,0.0
2018-08-14 09-PM,EOSRUR,425.1,425.1,425.1,425.1,0.0,0.0
2018-08-14 08-PM,EOSRUR,425.1,425.1,425.1,425.1,0.0,0.0
2018-08-14 07-PM,EOSRUR,425.1,425.1,425.1,425.1,3.67,1558.06
2018-08-14 06-PM,EOSRUR,447.14,447.14,425.1,425.1,3.35,1423.27
2018-08-14 05-PM,EOSRUR,449.14,449.14,446.14,447.14,78.67,35148.35
2018-08-14 04-PM,EOSRUR,452.61,452.61,449.14,449.14,5.0,2245.71
2018-08-14 03-PM,EOSRUR,430.39,452.61,430.39,452.61,0.2384,107.92
2018-08-14 02-PM,EOSRUR,453.19,453.19,430.39,430.39,2.84,1220.22
2018-08-14 01-PM,EOSRUR,430.15,456.92,430.15,453.19,1.85,817.24
2018-08-14 12-PM,EOSRUR,430.15,430.15,430.15,430.15,0.0,0.0
2018-08-14 11-AM,EOSRUR,470,470,430.15,430.15,0.671,306.48
2018-08-14 10-AM,EOSRUR,470,470,470,470,0.0,0.0
2018-08-14 09-AM,EOSRUR,440,470,430.1,470,29.21,12852.0
2018-08-14 08-AM,EOSRUR,448.01,448.01,440,440,17.61,7858.77
2018-08-14 07-AM,EOSRUR,448.01,448.01,448.01,448.01,18.63,8346.58
2018-08-14 06-AM,EOSRUR,448.01,448.01,448.01,448.01,0.0,0.0
2018-08-14 05-AM,EOSRUR,448.01,451.01,448.01,448.01,12.14,5446.98
2018-08-14 04-AM,EOSRUR,451.01,451.01,448.01,448.01,8.68,3891.65
2018-08-14 03-AM,EOSRUR,450,451.01,450,451.01,5.3,2391.49
2018-08-14 02-AM,EOSRUR,452,452,450,450,12.92,5823.86
2018-08-14 01-AM,EOSRUR,455.2,455.2,452,452,27.15,12294.15
2018-08-14 12-AM,EOSRUR,455,455.2,455,455.2,21.87,9951.11
2018-08-13 11-PM,EOSRUR,460,460,455,455,29.17,13320.76
2018-08-13 10-PM,EOSRUR,472.52,472.52,460,460,5.21,2396.23
2018-08-13 09-PM,EOSRUR,472.52,472.52,472.52,472.52,0.0,0.0
2018-08-13 08-PM,EOSRUR,460,472.52,460,472.52,2.0,945.05
2018-08-13 07-PM,EOSRUR,462,462.02,460,460,13.97,6438.13
2018-08-13 06-PM,EOSRUR,461,473.99,461,462,6.78,3143.07
2018-08-13 05-PM,EOSRUR,481.27,481.27,461,461,15.46,7272.11
2018-08-13 04-PM,EOSRUR,475,481.27,475,481.27,5.89,2834.04
2018-08-13 03-PM,EOSRUR,460.86,475,460.86,475,0.9543,453.28
2018-08-13 02-PM,EOSRUR,461.11,477.52,460.86,460.86,9.54,4411.74
2018-08-13 01-PM,EOSRUR,480,480,461.11,461.11,5.3,2464.53
2018-08-13 12-PM,EOSRUR,475.7,480,475.7,480,0.8759,418.23
2018-08-13 11-AM,EOSRUR,475.7,475.7,475.7,475.7,1.89,899.23
2018-08-13 10-AM,EOSRUR,475.65,475.7,465.7,475.7,2.9,1379.89
2018-08-13 09-AM,EOSRUR,465.7,479.04,465.7,475.65,3.78,1772.65
2018-08-13 08-AM,EOSRUR,478.97,478.97,459.7,465.7,0.6217,289.54
2018-08-13 07-AM,EOSRUR,479.91,479.91,478.97,478.97,0.7812,374.19
2018-08-13 06-AM,EOSRUR,479.91,479.91,479.91,479.91,0.0,0.0
2018-08-13 05-AM,EOSRUR,452.23,479.91,452.23,479.91,4.4,2103.77
2018-08-13 04-AM,EOSRUR,474.77,474.77,452.23,452.23,0.7394,346.18
2018-08-13 03-AM,EOSRUR,473.7,474.77,469.63,474.77,1.39,657.43
2018-08-13 02-AM,EOSRUR,473.7,473.7,473.7,473.7,0.0,0.0
2018-08-13 01-AM,EOSRUR,473.7,473.7,473.7,473.7,0.0,0.0
2018-08-13 12-AM,EOSRUR,473.7,473.7,473.7,473.7,0.0,0.0
2018-08-12 11-PM,EOSRUR,473.7,473.7,473.7,473.7,0.0,0.0
2018-08-12 10-PM,EOSRUR,451.99,473.7,451.99,473.7,0.1056,50.0
2018-08-12 09-PM,EOSRUR,450.5,451.99,450.5,451.99,0.2806,126.81
2018-08-12 08-PM,EOSRUR,450.5,450.5,450.5,450.5,0.3006,135.41
2018-08-12 07-PM,EOSRUR,450.5,479.51,450.5,450.5,3.18,1439.15
2018-08-12 06-PM,EOSRUR,466.76,466.76,450.5,450.5,2.81,1290.41
2018-08-12 05-PM,EOSRUR,454.46,466.97,450.5,466.76,9.08,4173.87
2018-08-12 04-PM,EOSRUR,467.38,467.38,454.46,454.46,0.7361,334.51
2018-08-12 03-PM,EOSRUR,454.25,467.38,454.25,467.38,0.214,100.0
2018-08-12 02-PM,EOSRUR,450.45,454.25,450.45,454.25,1.03,465.61
2018-08-12 01-PM,EOSRUR,488.01,488.01,450.41,450.45,5.19,2426.1
2018-08-12 12-PM,EOSRUR,453.15,488.01,453.15,488.01,4.71,2258.85
2018-08-12 11-AM,EOSRUR,478.76,478.76,452.23,453.15,0.1133,51.26
2018-08-12 10-AM,EOSRUR,478.88,478.88,478.76,478.76,0.1199,57.41
2018-08-12 09-AM,EOSRUR,448.01,482.92,448.01,478.88,0.293,140.91
2018-08-12 08-AM,EOSRUR,465,489.68,448.01,448.01,78.98,35651.05
2018-08-12 07-AM,EOSRUR,460,465,454.84,465,20.59,9473.22
2018-08-12 06-AM,EOSRUR,460,460,460,460,10.94,5031.82
2018-08-12 05-AM,EOSRUR,460,460,460,460,0.343,157.78
2018-08-12 04-AM,EOSRUR,460,460,460,460,0.2647,121.78
2018-08-12 03-AM,EOSRUR,460,460,460,460,0.3283,151.0
2018-08-12 02-AM,EOSRUR,454.18,460,453.84,460,1.24,568.73
2018-08-12 01-AM,EOSRUR,453.25,459.95,453.25,454.18,0.7301,332.94
2018-08-12 12-AM,EOSRUR,460,460,453.25,453.25,0.1125,50.97
2018-08-11 11-PM,EOSRUR,460,460,460,460,0.2936,135.07
2018-08-11 10-PM,EOSRUR,459.55,460,449.41,460,4.86,2231.29
2018-08-11 09-PM,EOSRUR,447.37,459.55,447.37,459.55,5.72,2597.06
2018-08-11 08-PM,EOSRUR,462.06,462.06,445.37,447.37,4.57,2060.81
2018-08-11 07-PM,EOSRUR,463.36,463.36,450,462.06,5.75,2656.37
2018-08-11 06-PM,EOSRUR,463.36,463.36,442.19,463.36,5.85,2646.73
2018-08-11 05-PM,EOSRUR,442.3,463.55,441.91,463.36,4.43,1978.02
2018-08-11 04-PM,EOSRUR,465,465,441.02,442.3,6.7,3013.8
2018-08-11 03-PM,EOSRUR,465,493,465,465,2.01,944.82
2018-08-11 02-PM,EOSRUR,493.74,493.94,453,465,4.43,2075.83
2018-08-11 01-PM,EOSRUR,457.27,495.13,440.07,493.74,12.27,5978.05
2018-08-11 12-PM,EOSRUR,455,457.27,450,457.27,50.07,22779.16
2018-08-11 11-AM,EOSRUR,455,466.53,455,455,16.49,7551.99
2018-08-11 10-AM,EOSRUR,467.09,467.09,455,455,11.22,5124.63
2018-08-11 09-AM,EOSRUR,455,467.72,455,467.09,2.77,1294.39
2018-08-11 08-AM,EOSRUR,457.5,468.5,455,455,2.58,1173.7
2018-08-11 07-AM,EOSRUR,468.96,468.96,455,457.5,44.15,20097.63
2018-08-11 06-AM,EOSRUR,469.99,469.99,455,468.96,17.65,8195.99
2018-08-11 05-AM,EOSRUR,470.03,470.03,455,469.99,21.56,9832.41
2018-08-11 04-AM,EOSRUR,470.03,495.07,465.33,470.03,32.7,15369.07
2018-08-11 03-AM,EOSRUR,470.03,470.03,470.03,470.03,0.0,0.0
2018-08-11 02-AM,EOSRUR,475.81,496.3,470.03,470.03,2.56,1212.38
2018-08-11 01-AM,EOSRUR,475.18,497.68,475.08,475.81,1.14,544.27
2018-08-11 12-AM,EOSRUR,476.11,476.11,475.18,475.18,0.3394,161.39
2018-08-10 11-PM,EOSRUR,480,497.97,475.1,476.11,5.53,2689.74
2018-08-10 10-PM,EOSRUR,480,480,480,480,1.61,774.69
2018-08-10 09-PM,EOSRUR,497.97,497.97,480,480,6.22,3011.24
2018-08-10 08-PM,EOSRUR,497.97,497.97,497.97,497.97,0.737,367.0
2018-08-10 07-PM,EOSRUR,500,500,477.88,497.97,0.6975,346.61
2018-08-10 06-PM,EOSRUR,500,500,500,500,0.0,0.0
2018-08-10 05-PM,EOSRUR,500,500,500,500,0.0,0.0
2018-08-10 04-PM,EOSRUR,472.97,500,472.97,500,0.4538,226.92
2018-08-10 03-PM,EOSRUR,484.67,484.67,472.77,472.97,3.46,1634.87
2018-08-10 02-PM,EOSRUR,491.24,506,458.73,484.67,5.89,2916.77
2018-08-10 01-PM,EOSRUR,499,499,455,491.24,10.45,4978.83
2018-08-10 12-PM,EOSRUR,455,499.49,455,499,9.36,4541.43
2018-08-10 11-AM,EOSRUR,495.92,517.39,455,455,7.09,3272.84
2018-08-10 10-AM,EOSRUR,456,496.09,456,495.92,14.73,7275.54
2018-08-10 09-AM,EOSRUR,480,480,456,456,3.49,1633.08
2018-08-10 08-AM,EOSRUR,490,506,480,480,26.45,12855.16
2018-08-10 07-AM,EOSRUR,500,506,490,490,2.4,1214.4
2018-08-10 06-AM,EOSRUR,506,506,500,500,3.33,1666.09
2018-08-10 05-AM,EOSRUR,506,507,506,506,14.18,7185.76
2018-08-10 04-AM,EOSRUR,506,506,506,506,1.8,909.44
2018-08-10 03-AM,EOSRUR,506,506,506,506,0.0,0.0
2018-08-10 02-AM,EOSRUR,506,506,506,506,0.0,0.0
2018-08-10 01-AM,EOSRUR,520,520,506,506,0.512,259.06
2018-08-10 12-AM,EOSRUR,520,520,520,520,0.0,0.0
2018-08-09 11-PM,EOSRUR,520,520,520,520,0.3956,205.7
2018-08-09 10-PM,EOSRUR,520,520,506,520,1.45,734.65
2018-08-09 09-PM,EOSRUR,520,520,505,520,14.01,7277.44
2018-08-09 08-PM,EOSRUR,500,520,500,520,12.48,6338.96
2018-08-09 07-PM,EOSRUR,490,500,490,500,0.2016,100.81
2018-08-09 06-PM,EOSRUR,500,500,490,490,12.41,6109.1
2018-08-09 05-PM,EOSRUR,518.15,518.15,500,500,2.5,1249.27
2018-08-09 04-PM,EOSRUR,488.9,518.15,488.9,518.15,8.12,4133.13
2018-08-09 03-PM,EOSRUR,485,557,485,488.9,18.6,9835.11
2018-08-09 02-PM,EOSRUR,485,485,481.62,485,7.64,3694.96
2018-08-09 01-PM,EOSRUR,475,490,470,485,2.86,1372.85
2018-08-09 12-PM,EOSRUR,475,475,475,475,0.6648,315.77
2018-08-09 11-AM,EOSRUR,475,475,475,475,0.2293,108.91
2018-08-09 10-AM,EOSRUR,479,494.95,475,475,5.13,2502.52
2018-08-09 09-AM,EOSRUR,479,479,479,479,1.23,591.14
2018-08-09 08-AM,EOSRUR,483,483,479,479,3.91,1877.93
2018-08-09 07-AM,EOSRUR,485,485,483,483,1.25,602.51
2018-08-09 06-AM,EOSRUR,483,498.9,483,485,3.83,1868.56
2018-08-09 05-AM,EOSRUR,483,495,483,483,11.52,5649.17
2018-08-09 04-AM,EOSRUR,480,483,480,483,0.7423,358.54
2018-08-09 03-AM,EOSRUR,487,487,480,480,1.91,923.09
2018-08-09 02-AM,EOSRUR,487,487,487,487,2.0,973.32
2018-08-09 01-AM,EOSRUR,479,487,479,487,0.2181,104.48
2018-08-09 12-AM,EOSRUR,479,479,479,479,19.27,9228.92
2018-08-08 11-PM,EOSRUR,479,479,479,479,0.0,0.0
2018-08-08 10-PM,EOSRUR,479,479,479,479,0.0,0.0
2018-08-08 09-PM,EOSRUR,479,479,479,479,1.0,479.0
2018-08-08 08-PM,EOSRUR,479,479,479,479,1.0,479.0
2018-08-08 07-PM,EOSRUR,474,479,474,479,5.61,2668.83
