Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume AUD
2019-05-23,LTCAUD,129.04,130.77,124.2,129.69,1392.7,177859.45
2019-05-22,LTCAUD,135.34,135.34,126.87,129.04,1735.02,226132.67
2019-05-21,LTCAUD,133.04,136.27,130.51,135.34,856.25,114079.92
2019-05-20,LTCAUD,137.91,137.91,127.43,133.04,2249.24,297782.14
2019-05-19,LTCAUD,127.97,141.11,127,137.91,2477.65,334978.12
2019-05-18,LTCAUD,130.42,131.88,125.74,127.97,1593.9,206540.88
2019-05-17,LTCAUD,139.62,141.88,122.56,130.42,3527.01,453155.98
2019-05-16,LTCAUD,149.31,155.01,132.01,139.62,5554.86,798283.02
2019-05-15,LTCAUD,132.46,149.86,130.01,149.31,5013.87,700629.9
2019-05-14,LTCAUD,126.31,134.85,124.86,132.46,3319.09,431945.67
2019-05-13,LTCAUD,121.32,132.6,120.85,126.31,3358.0,426839.96
2019-05-12,LTCAUD,126.4,135,118.83,121.32,4891.96,619147.14
2019-05-11,LTCAUD,110.6,137,110.6,126.4,6043.08,745167.4
2019-05-10,LTCAUD,105.31,112.65,104.02,110.6,1444.84,158002.37
2019-05-09,LTCAUD,105.72,108.54,104.02,105.31,1116.01,117571.69
2019-05-08,LTCAUD,104.62,106.88,102.86,105.72,731.01,76562.57
2019-05-07,LTCAUD,106.74,111.03,106.69,108.12,543.3,59351.59
2019-05-06,LTCAUD,108.3,110.14,102.04,106.74,1280.81,133738.39
2019-05-05,LTCAUD,109.38,109.6,106.45,108.3,315.64,34145.56
2019-05-04,LTCAUD,110,115,106.1,109.38,1554.58,172657.91
2019-05-03,LTCAUD,103.53,113.71,103.45,110,2549.08,278740.48
2019-05-02,LTCAUD,103.8,105.68,102.42,103.53,725.02,74999.35
2019-05-01,LTCAUD,104.24,107.23,101.02,103.8,1280.09,133299.69
2019-04-30,LTCAUD,94.1,105.65,94.1,104.24,1938.94,195174.23
2019-04-29,LTCAUD,96.9,99.02,92.52,94.1,1341.71,127757.74
2019-04-28,LTCAUD,101.23,101.23,95.5,96.9,1808.52,178500.86
2019-04-27,LTCAUD,102.42,103,100.94,101.23,400.39,40649.75
2019-04-26,LTCAUD,101,104.89,99.02,102.42,1437.14,146486.34
2019-04-25,LTCAUD,104.5,108.34,100.13,101,861.75,89715.1
2019-04-24,LTCAUD,106,108.7,100.01,104.5,3440.98,359381.54
2019-04-23,LTCAUD,108.84,112.68,105.5,106,3489.8,382318.66
2019-04-22,LTCAUD,109.25,110.88,106.22,108.84,1257.3,136077.31
2019-04-21,LTCAUD,115.02,115.31,105.12,109.25,2080.54,228011.39
2019-04-20,LTCAUD,114.33,116.99,113,115.02,1336.55,155119.15
2019-04-19,LTCAUD,115.06,116.99,112.57,114.33,344.16,39615.08
2019-04-18,LTCAUD,110.76,116.59,110.76,115.06,1189.38,135019.59
2019-04-17,LTCAUD,113.67,114.6,110.07,110.76,613.23,68575.51
2019-04-16,LTCAUD,109.65,113.72,108.31,113.67,988.03,109339.87
2019-04-15,LTCAUD,116.5,119.66,106,109.65,2697.11,307514.27
2019-04-14,LTCAUD,109.14,117.33,107.88,116.5,857.27,96594.63
2019-04-13,LTCAUD,111.23,114.34,107.7,109.14,810.66,90787.0
2019-04-12,LTCAUD,112.48,113.23,106.21,111.23,2701.39,295081.9
2019-04-11,LTCAUD,123.94,123.94,106.91,112.48,3519.4,389822.25
2019-04-10,LTCAUD,121.28,127.61,121.28,123.94,1382.15,171659.33
2019-04-09,LTCAUD,126.18,126.18,118.96,121.28,1560.89,191317.18
2019-04-08,LTCAUD,129.4,132.71,123,126.18,3396.37,432017.19
2019-04-07,LTCAUD,130.64,133.88,126.05,129.4,1575.77,205402.82
2019-04-06,LTCAUD,124.6,136,121.08,130.64,2326.32,295802.24
2019-04-05,LTCAUD,119.82,127.42,118.6,124.6,2746.54,337551.34
2019-04-04,LTCAUD,120.58,126.29,112.51,119.82,4185.23,504611.99
2019-04-03,LTCAUD,108.49,138,106.06,120.58,9464.79,1124621.98
2019-04-02,LTCAUD,84.52,110,84.03,108.49,5799.09,545838.46
2019-04-01,LTCAUD,84.46,85.26,83.61,84.52,931.33,78870.47
2019-03-31,LTCAUD,84.45,84.51,83.9,84.46,265.27,22390.75
2019-03-30,LTCAUD,85.8,86.47,84.04,84.45,840.94,71427.05
2019-03-29,LTCAUD,84.79,86.25,84.25,85.8,740.47,63203.55
2019-03-28,LTCAUD,86.47,86.47,82.8,84.79,1050.25,89006.6
2019-03-27,LTCAUD,82.06,86.47,82.06,86.47,1877.5,158465.71
2019-03-26,LTCAUD,82.75,82.75,80.93,82.06,1336.0,109404.76
2019-03-25,LTCAUD,84.06,85.99,81.71,82.75,2039.66,170189.09
2019-03-24,LTCAUD,85.6,85.6,83.1,84.06,442.33,37053.07
2019-03-23,LTCAUD,84.5,86.48,83.29,85.6,453.78,38524.89
2019-03-22,LTCAUD,82.21,84.5,81.89,84.5,462.35,38291.26
2019-03-21,LTCAUD,85,85,81.17,82.21,755.5,63092.87
2019-03-20,LTCAUD,83.65,85.02,80.9,85,999.71,83240.38
2019-03-19,LTCAUD,83.2,84.99,82.2,83.65,445.79,37098.97
2019-03-18,LTCAUD,85.43,87,82,83.2,947.38,79743.36
2019-03-17,LTCAUD,85.99,85.99,83.85,85.43,407.11,34537.47
2019-03-16,LTCAUD,82.29,86.6,82.29,85.99,1244.58,105957.46
2019-03-15,LTCAUD,78.76,82.62,78.56,82.29,603.46,48692.19
2019-03-14,LTCAUD,77.82,81.11,76,78.76,666.83,52581.81
2019-03-13,LTCAUD,79.49,80.29,77.14,77.82,749.84,58894.3
2019-03-12,LTCAUD,77.61,80.37,74.08,79.49,1257.23,97175.34
2019-03-11,LTCAUD,80.84,81.05,76.36,77.61,1124.41,88055.81
2019-03-10,LTCAUD,81.69,81.69,79.19,80.84,690.06,55378.02
2019-03-09,LTCAUD,78.96,83.03,78.65,81.69,1890.23,153359.75
2019-03-08,LTCAUD,80.86,81.76,76.71,78.96,900.81,71575.91
2019-03-07,LTCAUD,78.17,83.45,76.62,80.86,1546.91,123019.46
2019-03-06,LTCAUD,73.97,80,72.54,78.17,1568.31,121317.57
2019-03-05,LTCAUD,64.24,75.98,63.75,73.97,1960.83,139436.2
2019-03-04,LTCAUD,66.5,67.68,63.25,64.24,895.71,57967.63
2019-03-03,LTCAUD,67.89,68.5,66.5,66.5,186.32,12661.72
2019-03-02,LTCAUD,66.33,69,65.59,67.89,596.61,40031.43
2019-03-01,LTCAUD,64.28,68.42,64.19,66.33,1236.66,82390.56
2019-02-28,LTCAUD,63.11,65.04,62.88,64.28,576.15,36904.79
2019-02-27,LTCAUD,62.49,64.22,59.5,63.11,1482.79,92251.5
2019-02-26,LTCAUD,63.76,64.39,61.64,62.49,1078.99,68245.25
2019-02-25,LTCAUD,61.09,65.15,61.09,63.76,1596.03,99495.88
2019-02-24,LTCAUD,71.74,74,60.06,61.09,2140.0,144192.59
2019-02-23,LTCAUD,69.5,72.14,67.56,71.74,1441.83,100643.2
2019-02-22,LTCAUD,68.15,69.68,67.55,69.5,1060.22,72996.82
2019-02-21,LTCAUD,71.41,72.78,67.01,68.15,2200.44,152588.33
2019-02-20,LTCAUD,65.86,72.16,64.82,71.41,1687.38,115818.14
2019-02-19,LTCAUD,66.01,68.41,65.03,65.86,1825.44,121943.59
2019-02-18,LTCAUD,61.14,68.4,60.65,66.01,3697.82,233703.34
2019-02-17,LTCAUD,60.98,62.46,59.64,61.14,585.64,35616.2
2019-02-16,LTCAUD,59.07,61.7,59,60.98,707.41,43071.07
2019-02-15,LTCAUD,57.88,61.53,57.88,59.07,1228.03,72822.0
2019-02-14,LTCAUD,58.12,58.88,56.3,57.88,1227.55,70624.43
2019-02-13,LTCAUD,61.7,61.7,56.5,58.12,1491.96,88309.06
2019-02-12,LTCAUD,60.2,61.76,59.34,61.7,1008.49,61018.54
2019-02-11,LTCAUD,65.22,65.23,59.09,60.2,2703.05,165971.44
2019-02-10,LTCAUD,62.84,65.32,58.7,65.22,2226.14,136871.7
2019-02-09,LTCAUD,59.79,64.46,58.53,62.84,4020.29,248478.95
2019-02-08,LTCAUD,46.29,62.25,46.25,59.79,4540.43,242969.32
2019-02-07,LTCAUD,45.8,47.31,45.8,46.29,1051.93,48955.4
2019-02-06,LTCAUD,47,47,45,45.8,1191.19,54144.1
2019-02-05,LTCAUD,46.5,47.11,46.2,47,467.26,21886.18
2019-02-04,LTCAUD,45.67,46.99,45.58,46.5,451.83,20829.31
2019-02-03,LTCAUD,47.16,47.44,45.04,45.67,1359.85,63147.53
2019-02-02,LTCAUD,44.7,47.41,44.43,47.16,779.79,35977.89
2019-02-01,LTCAUD,42.85,45.53,42.21,44.7,501.52,21696.77
2019-01-31,LTCAUD,43.5,44.19,42.33,42.85,655.72,28363.01
2019-01-30,LTCAUD,43.06,44.05,42.57,43.5,411.43,17742.08
2019-01-29,LTCAUD,43.05,43.7,42.13,43.06,542.11,23273.29
2019-01-28,LTCAUD,45.44,45.44,42,43.05,1255.31,53717.74
2019-01-27,LTCAUD,46.05,46.05,43.57,45.44,737.35,33174.76
2019-01-26,LTCAUD,45.44,47.08,45.26,46.05,533.18,24847.83
2019-01-25,LTCAUD,45.74,46.21,44.44,45.44,321.41,14607.08
2019-01-24,LTCAUD,44.47,46.36,43.75,45.74,2072.27,92574.57
2019-01-23,LTCAUD,44.16,45.02,44.02,44.47,208.12,9242.9
2019-01-22,LTCAUD,43.11,44.9,41.84,44.16,965.53,41833.44
2019-01-21,LTCAUD,42.85,43.5,42.56,43.11,334.39,14352.21
2019-01-20,LTCAUD,44.91,45.98,42.5,42.85,1591.28,70373.88
2019-01-19,LTCAUD,43.06,46.49,43.06,44.91,781.07,35180.48
2019-01-18,LTCAUD,44.05,44.48,42.7,43.06,546.36,23765.05
2019-01-17,LTCAUD,43.64,44.54,42.16,44.05,692.27,29867.86
2019-01-16,LTCAUD,43.1,44,42.02,43.64,250.25,10740.12
2019-01-15,LTCAUD,44.77,45.13,42.46,43.1,842.5,36601.91
2019-01-14,LTCAUD,41.54,45.6,41.54,44.77,1026.85,43863.84
2019-01-13,LTCAUD,44.25,45.58,41.54,41.54,964.64,42538.78
2019-01-12,LTCAUD,43.98,45.05,43.8,44.25,501.72,22307.58
2019-01-11,LTCAUD,46.69,46.98,43.3,43.98,1987.26,90615.11
2019-01-10,LTCAUD,54.47,54.87,45.5,46.69,2345.94,116327.05
2019-01-09,LTCAUD,54.9,56.08,54.01,54.47,1045.43,57610.72
2019-01-08,LTCAUD,52.62,57.34,52.62,54.9,897.63,49213.47
2019-01-07,LTCAUD,54.59,55.35,52.4,52.62,1555.47,83732.14
2019-01-06,LTCAUD,48.1,56.04,48.1,54.59,2149.23,111955.83
2019-01-05,LTCAUD,45.15,50.69,45.08,48.1,1506.88,72637.74
2019-01-04,LTCAUD,45.37,46.71,44.24,45.15,1554.75,70053.49
2019-01-03,LTCAUD,48.01,48.44,44.59,45.37,1528.49,70594.18
2019-01-02,LTCAUD,45.2,49,44.91,48.01,1589.81,74338.78
2019-01-01,LTCAUD,42.65,45.22,42.34,45.2,305.96,13308.69
2018-12-31,LTCAUD,44.73,45.02,42.04,42.65,775.75,33279.1
2018-12-30,LTCAUD,43.56,45.62,43,44.73,791.8,35113.46
2018-12-29,LTCAUD,45.39,46.7,43.26,43.56,1082.19,49191.81
2018-12-28,LTCAUD,39.59,47.44,39.44,45.39,1490.67,64181.54
2018-12-27,LTCAUD,43.28,43.88,39.29,39.59,673.06,27858.03
2018-12-26,LTCAUD,43.83,45.25,41.44,43.28,1248.1,53915.29
2018-12-25,LTCAUD,46.7,46.7,42.44,43.83,1821.12,80313.17
2018-12-24,LTCAUD,46.9,51.6,46.4,46.7,2312.95,114690.01
2018-12-23,LTCAUD,44.68,47.92,44.68,46.9,1702.66,78644.93
2018-12-22,LTCAUD,43.1,44.79,42.64,44.68,534.14,23226.29
2018-12-21,LTCAUD,45.81,46.88,42.46,43.1,1594.87,70489.76
2018-12-20,LTCAUD,41.03,46.53,40.45,45.81,2117.52,91246.35
2018-12-19,LTCAUD,41.71,45,40.71,41.03,3934.9,167444.35
2018-12-18,LTCAUD,40.22,41.95,38.88,41.71,1687.86,67744.3
2018-12-17,LTCAUD,35.14,42.92,35.14,40.22,2474.99,95684.77
2018-12-16,LTCAUD,32.68,37.16,32.45,35.14,2064.81,73468.45
2018-12-15,LTCAUD,32.5,33.45,32,32.68,899.23,29383.35
2018-12-14,LTCAUD,32.04,32.79,31.14,32.5,1649.43,53052.39
2018-12-13,LTCAUD,33.47,33.58,31.7,32.04,1257.01,41178.21
2018-12-12,LTCAUD,32.25,34.43,31.69,33.47,3395.65,111995.87
2018-12-11,LTCAUD,33.4,33.83,31.83,32.25,1591.49,52321.14
2018-12-10,LTCAUD,35.15,35.58,32.86,33.4,1138.48,38706.85
2018-12-09,LTCAUD,33.77,36.31,33.23,35.15,1328.42,46361.78
2018-12-08,LTCAUD,34.6,36.49,31.83,33.77,1574.52,53738.54
2018-12-07,LTCAUD,36.69,37.48,31,34.6,4902.25,165478.91
2018-12-06,LTCAUD,40,41.72,36.22,36.69,1263.42,50252.22
2018-12-05,LTCAUD,41.98,42.18,39.75,40,1724.0,71124.33
2018-12-04,LTCAUD,41.62,43.23,40.52,41.98,1110.88,46942.76
2018-12-03,LTCAUD,45.07,45.2,40.81,41.62,2739.18,117828.17
2018-12-02,LTCAUD,46.1,47.25,44.87,45.07,1612.26,73339.06
2018-12-01,LTCAUD,43.37,47.24,42.5,46.1,1904.66,83343.63
2018-11-30,LTCAUD,45.85,46.55,42.67,43.37,1425.02,64137.39
2018-11-29,LTCAUD,46.41,48.45,44.79,45.85,3336.41,154172.21
2018-11-28,LTCAUD,42.81,49,42.79,46.41,2295.09,104437.86
2018-11-27,LTCAUD,40.48,43.43,39.29,42.81,1757.34,72006.83
2018-11-26,LTCAUD,42,44.31,38.66,40.48,2037.44,86939.68
2018-11-25,LTCAUD,39.56,43.24,36.78,42,2696.94,106470.37
2018-11-24,LTCAUD,44.02,45.35,38.48,39.56,1636.24,68297.65
2018-11-23,LTCAUD,43.24,45.26,42.22,44.02,1009.67,44143.92
2018-11-22,LTCAUD,46.99,47.7,43.24,43.24,1753.16,80174.79
2018-11-21,LTCAUD,44.8,47.26,43.11,46.99,1673.39,75985.16
2018-11-20,LTCAUD,49,51.32,41.33,44.8,7250.93,330629.62
2018-11-19,LTCAUD,56.82,56.98,48,49,3374.31,173136.03
2018-11-18,LTCAUD,56.38,58.01,56.38,56.82,551.59,31536.45
2018-11-17,LTCAUD,57.64,57.72,56.07,56.38,720.88,40853.21
2018-11-16,LTCAUD,59.99,60.58,57.27,57.64,1418.79,84217.34
2018-11-15,LTCAUD,59.73,61.08,56,59.99,3412.84,199454.32
2018-11-14,LTCAUD,68,69.48,57.99,59.73,3617.51,225889.33
2018-11-13,LTCAUD,69.67,70.05,67.53,68,958.19,65911.01
2018-11-12,LTCAUD,70.77,70.77,69.46,69.67,440.54,30830.95
2018-11-11,LTCAUD,72.24,72.24,69,70.77,899.59,63473.7
2018-11-10,LTCAUD,71.5,72.31,71.34,72.24,336.46,24236.23
2018-11-09,LTCAUD,71.81,72.39,71,71.5,305.36,21885.48
2018-11-08,LTCAUD,74.3,74.5,71.46,71.81,1060.85,77324.43
2018-11-07,LTCAUD,77.04,77.5,73.6,74.3,1009.12,76431.64
2018-11-06,LTCAUD,73.87,77.04,73.71,77.04,1696.76,127587.99
2018-11-05,LTCAUD,74.38,75,73.16,73.87,585.45,43239.14
2018-11-04,LTCAUD,70.29,76.76,70,74.38,921.19,67904.01
2018-11-03,LTCAUD,70.83,71.19,70.15,70.29,225.52,15896.46
2018-11-02,LTCAUD,69.45,71.04,69.4,70.83,298.84,20948.61
2018-11-01,LTCAUD,69.66,70.23,69,69.45,638.95,44457.52
2018-10-31,LTCAUD,68.7,70.04,67.76,69.66,722.7,49813.78
2018-10-30,LTCAUD,68.63,69.14,68.14,68.7,410.39,28198.92
2018-10-29,LTCAUD,71.94,72.3,67.14,68.63,1643.4,113892.54
2018-10-28,LTCAUD,72.2,72.54,71.63,71.94,139.87,10097.25
2018-10-27,LTCAUD,72.5,73.43,72.08,72.2,221.22,16087.54
2018-10-26,LTCAUD,72.65,73.8,72.39,72.5,683.79,50016.73
2018-10-25,LTCAUD,72.62,73.05,72.41,72.65,260.8,18985.11
2018-10-24,LTCAUD,73.24,73.59,72.5,72.62,412.85,30154.09
2018-10-23,LTCAUD,73.04,73.81,72.5,73.24,317.0,23159.32
2018-10-22,LTCAUD,73.1,73.62,72.39,73.04,995.72,72534.64
2018-10-21,LTCAUD,73.63,74.17,73.1,73.1,68.22,5020.31
2018-10-20,LTCAUD,73.16,74.25,72.6,73.63,767.05,55930.64
2018-10-19,LTCAUD,72.51,74.06,72.31,73.16,577.38,42338.73
2018-10-18,LTCAUD,74.21,74.64,72.12,72.51,746.74,54945.69
2018-10-17,LTCAUD,73.88,74.56,72.51,74.21,606.83,44614.34
2018-10-16,LTCAUD,74.69,75.48,72.38,73.88,416.28,30822.91
2018-10-15,LTCAUD,72.15,80.03,72,74.69,2112.05,160692.05
2018-10-14,LTCAUD,74.8,75.21,72.15,72.15,381.6,28255.96
2018-10-13,LTCAUD,74.77,76.36,74.41,74.8,223.06,16886.31
2018-10-12,LTCAUD,71.25,75.28,71.06,74.77,521.97,38333.34
2018-10-11,LTCAUD,81.23,81.23,70.7,71.25,3027.47,229340.21
2018-10-10,LTCAUD,82.03,82.27,80.01,81.23,1019.48,82264.85
2018-10-09,LTCAUD,83.63,83.63,81.54,82.03,280.23,23155.27
2018-10-08,LTCAUD,82.43,83.79,80.9,83.63,600.39,49598.02
2018-10-07,LTCAUD,81.65,82.43,80.27,82.43,206.74,16884.57
2018-10-06,LTCAUD,82.72,83.16,80.23,81.65,183.31,15043.53
2018-10-05,LTCAUD,81.74,83.47,80.75,82.72,264.22,21670.27
2018-10-04,LTCAUD,80.91,83.15,80.15,81.74,486.69,39662.86
2018-10-03,LTCAUD,82.58,82.78,79.19,80.91,1056.09,85589.39
2018-10-02,LTCAUD,83.97,85.19,82.3,82.58,934.23,77900.58
2018-10-01,LTCAUD,84.67,85.41,82.6,83.97,619.7,52266.89
2018-09-30,LTCAUD,84.84,86.48,83.2,84.67,413.59,34962.84
2018-09-29,LTCAUD,86.01,86.53,82.5,84.84,539.6,45596.15
2018-09-28,LTCAUD,87.23,89.1,83.64,86.01,839.91,72871.72
2018-09-27,LTCAUD,78.93,90,78.72,87.23,2722.83,232593.81
2018-09-26,LTCAUD,79.13,82.39,77.53,78.93,937.44,74787.13
2018-09-25,LTCAUD,78.89,79.94,75.12,79.13,822.28,63702.99
2018-09-24,LTCAUD,83.7,83.85,78.6,78.89,682.81,55202.4
2018-09-23,LTCAUD,81.87,85.58,81.18,83.7,575.24,48210.2
2018-09-22,LTCAUD,82.37,83.75,78.62,81.87,741.68,60220.08
2018-09-21,LTCAUD,77.53,84.5,76.27,82.37,2196.65,174990.67
2018-09-20,LTCAUD,74.69,78.24,73.5,77.53,1038.21,79223.34
2018-09-19,LTCAUD,75.11,76.7,71.5,74.69,871.2,64723.76
2018-09-18,LTCAUD,73.31,76.21,70.22,75.11,1166.8,85492.64
2018-09-17,LTCAUD,78.67,81.31,72.25,73.31,1872.21,141875.2
2018-09-16,LTCAUD,78.74,79.3,76.47,78.67,1215.28,95359.26
2018-09-15,LTCAUD,78.66,81.4,78,78.74,360.7,28876.71
2018-09-14,LTCAUD,75.58,81.17,73.4,78.66,1867.57,144085.54
2018-09-13,LTCAUD,71.26,75.95,71.26,75.58,978.38,72597.01
2018-09-12,LTCAUD,72.54,73,66.3,71.26,2034.49,140963.32
2018-09-11,LTCAUD,76.07,77.56,70.77,72.54,1106.75,82212.37
2018-09-10,LTCAUD,76.59,79.91,74.88,76.07,665.37,51750.75
2018-09-09,LTCAUD,75,79.03,73.7,76.59,743.36,56412.94
2018-09-08,LTCAUD,79.1,79.93,74.03,75,1216.32,92396.29
2018-09-07,LTCAUD,79.99,83.34,77.76,79.1,739.65,59561.3
2018-09-06,LTCAUD,80.5,80.57,75.61,79.99,2107.08,164014.88
2018-09-05,LTCAUD,93.4,94.9,80.5,80.5,2773.07,244039.08
2018-09-04,LTCAUD,90.29,96,89.82,93.4,1063.7,99356.91
2018-09-03,LTCAUD,91.14,91.88,88.66,90.29,406.28,36530.88
2018-09-02,LTCAUD,92.4,92.99,88.13,91.14,1027.9,93132.99
2018-09-01,LTCAUD,86.19,92.96,86.19,92.4,1846.29,167271.74
2018-08-31,LTCAUD,83.13,86.44,82.21,86.19,668.85,56226.91
2018-08-30,LTCAUD,83.75,84.91,80.66,83.13,612.26,50849.53
2018-08-29,LTCAUD,85.54,86.15,82.79,83.75,1464.02,124280.51
2018-08-28,LTCAUD,82.23,86.61,80.89,85.54,1043.8,87673.6
2018-08-27,LTCAUD,78.02,83.47,77.27,82.23,1320.59,106216.09
2018-08-26,LTCAUD,79,79,76.59,78.02,823.09,64087.02
2018-08-25,LTCAUD,78.29,80.07,78.22,79,341.98,27040.6
2018-08-24,LTCAUD,78.91,79.42,76.52,78.29,707.32,55339.13
2018-08-23,LTCAUD,75,79.37,75,78.91,1221.21,94741.04
2018-08-22,LTCAUD,77.05,80.88,74.2,75,1933.75,150025.66
2018-08-21,LTCAUD,73.15,78.68,73.15,77.05,734.3,54989.79
2018-08-20,LTCAUD,79.65,80.75,73.15,73.15,1387.82,106579.94
2018-08-19,LTCAUD,79.07,80.99,77.3,79.65,415.97,32794.58
2018-08-18,LTCAUD,83.98,86.48,76.5,79.07,790.66,64512.38
2018-08-17,LTCAUD,77.04,84.73,76.54,83.98,2125.38,171399.97
2018-08-16,LTCAUD,75.6,79.61,75.22,77.04,1406.98,108101.02
2018-08-15,LTCAUD,74.92,81.5,74.92,75.6,2101.48,162876.19
2018-08-14,LTCAUD,78.68,78.68,68.75,74.92,6060.13,433208.86
2018-08-13,LTCAUD,82.29,83.94,77.28,78.68,884.9,71737.78
2018-08-12,LTCAUD,78.36,78.36,78.36,78.36,0.0,0.0
2018-08-11,LTCAUD,82.3,83.59,76.12,78.36,1794.08,140294.73
2018-08-10,LTCAUD,90.2,90.95,81.01,82.3,3680.32,320509.24
2018-08-09,LTCAUD,90,91.93,85.06,90.2,2538.48,225030.13
2018-08-08,LTCAUD,92.13,93.38,87,90,2374.42,214215.48
2018-08-07,LTCAUD,99.37,101.14,90.57,92.13,2279.02,222276.02
2018-08-06,LTCAUD,100.73,103.97,98.37,99.37,927.8,94319.71
2018-08-05,LTCAUD,99.05,100.99,98.05,100.73,268.79,26765.74
2018-08-04,LTCAUD,104.24,105.48,98.05,99.05,1446.69,146957.79
2018-08-03,LTCAUD,103.14,105,102,104.24,1135.73,117565.7
2018-08-02,LTCAUD,104.37,106.12,103.01,103.14,814.66,85531.37
2018-08-01,LTCAUD,106.98,107.64,103,104.37,738.58,77356.08
2018-07-31,LTCAUD,110.93,111.57,103.5,106.98,1468.68,157491.44
2018-07-30,LTCAUD,113.64,114.65,108.65,110.93,1001.74,111963.84
2018-07-29,LTCAUD,112.96,114.93,112.96,113.64,170.18,19334.29
2018-07-28,LTCAUD,113.77,114.24,112.12,112.96,324.82,36805.29
2018-07-27,LTCAUD,112.75,115.14,110.26,113.77,1127.36,127112.69
2018-07-26,LTCAUD,115.99,118.08,112.14,112.75,896.42,103892.22
2018-07-25,LTCAUD,120.04,121.99,113.97,115.99,1417.25,165853.76
2018-07-24,LTCAUD,111.75,120.41,110,120.04,2371.23,277803.83
2018-07-23,LTCAUD,110.37,115.22,110,111.75,903.49,102022.61
2018-07-22,LTCAUD,111.87,113.05,110,110.37,192.15,21488.39
2018-07-21,LTCAUD,110.83,113.73,108.01,111.87,547.92,60228.44
2018-07-20,LTCAUD,115.74,116.38,109.99,110.83,1682.9,189617.55
2018-07-19,LTCAUD,116,120.99,114.13,115.74,682.22,79315.84
2018-07-18,LTCAUD,120,127.56,114.33,116,1997.81,240512.91
2018-07-17,LTCAUD,111.94,120.89,109.57,120,2356.88,270483.94
2018-07-16,LTCAUD,105.03,112.64,100.17,111.94,1383.41,150012.2
2018-07-15,LTCAUD,102.49,106.5,101.64,105.03,436.4,45464.87
2018-07-14,LTCAUD,102.44,104.21,101.8,102.49,174.08,17895.32
