Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume ILS
2019-06-20 07-PM,LTCILS,476,476,476,476,0.0,0.0
2019-06-20 06-PM,LTCILS,477.45,477.45,476,476,2.101,1000.0
2019-06-20 05-PM,LTCILS,477.45,477.45,477.45,477.45,0.0,0.0
2019-06-20 04-PM,LTCILS,477.45,477.45,477.45,477.45,0.0,0.0
2019-06-20 03-PM,LTCILS,470.01,477.45,470.01,477.45,10.0,4774.5
2019-06-20 02-PM,LTCILS,490.61,490.61,470.01,470.01,2.3,1082.0
2019-06-20 01-PM,LTCILS,490.61,490.61,490.61,490.61,0.0,0.0
2019-06-20 12-PM,LTCILS,500,500,490.61,490.61,10.0,4906.1
2019-06-20 11-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 10-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 09-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 08-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 07-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 06-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 05-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 04-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 03-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 02-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 01-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-20 12-AM,LTCILS,500,500,500,500,0.0,0.0
2019-06-19 11-PM,LTCILS,500,500,500,500,0.0,0.0
2019-06-19 10-PM,LTCILS,500,500,500,500,0.0,0.0
2019-06-19 09-PM,LTCILS,500,500,500,500,0.0,0.0
2019-06-19 08-PM,LTCILS,500,500,500,500,10.6,5301.06
2019-06-19 07-PM,LTCILS,500,500,500,500,0.0,0.0
2019-06-19 06-PM,LTCILS,479.99,500,479.99,500,5.883,2903.66
2019-06-19 05-PM,LTCILS,479.99,479.99,479.99,479.99,0.0,0.0
2019-06-19 04-PM,LTCILS,479.99,479.99,479.99,479.99,0.0,0.0
2019-06-19 03-PM,LTCILS,479.99,479.99,479.99,479.99,0.0,0.0
2019-06-19 02-PM,LTCILS,479.99,479.99,479.99,479.99,0.0,0.0
2019-06-19 01-PM,LTCILS,454.05,479.99,454.05,479.99,0.4126,198.02
2019-06-19 12-PM,LTCILS,454.05,454.05,454.05,454.05,0.0,0.0
2019-06-19 11-AM,LTCILS,454.05,454.05,454.05,454.05,0.0,0.0
2019-06-19 10-AM,LTCILS,454.05,454.05,454.05,454.05,0.0,0.0
2019-06-19 09-AM,LTCILS,454.05,454.05,454.05,454.05,0.0,0.0
2019-06-19 08-AM,LTCILS,454.05,454.05,454.05,454.05,0.0,0.0
2019-06-19 07-AM,LTCILS,454.05,454.05,454.05,454.05,0.0,0.0
