Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume NGN
2019-02-20,BTCNGN,1401653,1410000,1380860,1405000,101.03,141201684.18
2019-02-19,BTCNGN,1369999,1449500,1369999,1401653,102.15,142515076.32
2019-02-18,BTCNGN,1282098,1370000,1279999,1369999,91.15,121676112.46
2019-02-17,BTCNGN,1278779,1287900,1274000,1282098,39.36,50340698.39
2019-02-16,BTCNGN,1275101,1285999,1272967,1278779,47.04,60151106.17
2019-02-15,BTCNGN,1274215,1287000,1273070,1275101,63.08,80654943.67
2019-02-14,BTCNGN,1272966,1289999,1272966,1274215,81.64,104185396.01
2019-02-13,BTCNGN,1279999,1280000,1260089,1272966,107.24,136761991.13
2019-02-12,BTCNGN,1276766,1280000,1273156,1279999,74.54,95179191.1
2019-02-11,BTCNGN,1274998,1287000,1267401,1276766,68.51,87221117.39
2019-02-10,BTCNGN,1261998,1274999,1253316,1274998,44.63,56366293.06
2019-02-09,BTCNGN,1245023,1262000,1245023,1261998,55.64,70069326.26
2019-02-08,BTCNGN,1177419,1269003,1175904,1245023,111.16,134280352.13
2019-02-07,BTCNGN,1171493,1183000,1171493,1177419,80.25,94459460.72
2019-02-06,BTCNGN,1180000,1180000,1162615,1171493,103.83,121698274.01
2019-02-05,BTCNGN,1179400,1187898,1174483,1180000,111.92,132106672.03
2019-02-04,BTCNGN,1173199,1199999,1161625,1179400,104.77,123767805.04
2019-02-03,BTCNGN,1161898,1186907,1147000,1173199,54.32,63488847.83
2019-02-02,BTCNGN,1211499,1211499,1030000,1161898,79.2,92944789.19
2019-02-01,BTCNGN,1221717,1224980,1201211,1211499,87.21,105905079.97
2019-01-31,BTCNGN,1232998,1249999,1220650,1221717,77.56,95398253.97
2019-01-30,BTCNGN,1215000,1249399,1210000,1232998,75.65,92837138.04
2019-01-29,BTCNGN,1229999,1230000,1210000,1215000,83.36,101599114.3
2019-01-28,BTCNGN,1273999,1274000,1210149,1229999,103.85,128252447.43
2019-01-27,BTCNGN,1275000,1280001,1270368,1273999,41.97,53537270.3
2019-01-26,BTCNGN,1279814,1290000,1270001,1275000,37.82,48360377.15
2019-01-25,BTCNGN,1290899,1290900,1270000,1279814,73.33,94003476.41
2019-01-24,BTCNGN,1282000,1295598,1281999,1290899,88.76,114358308.51
2019-01-23,BTCNGN,1297999,1304000,1280001,1282000,65.44,84770291.86
2019-01-22,BTCNGN,1285565,1308722,1275001,1297999,61.33,79308001.35
2019-01-21,BTCNGN,1291121,1298000,1283004,1285565,65.04,83692941.61
2019-01-20,BTCNGN,1330000,1331100,1282002,1291121,46.82,61179951.64
2019-01-19,BTCNGN,1313507,1335000,1306040,1330000,41.96,55567575.01
2019-01-18,BTCNGN,1316999,1317000,1300000,1313507,57.31,75298353.82
2019-01-17,BTCNGN,1310709,1320000,1305104,1316999,62.91,82649029.27
2019-01-16,BTCNGN,1295000,1320000,1294999,1310709,85.86,112590795.23
2019-01-15,BTCNGN,1325000,1337799,1286107,1295000,82.68,109279433.96
2019-01-14,BTCNGN,1278933,1338000,1275000,1325000,90.46,117792983.31
2019-01-13,BTCNGN,1319298,1321417,1270054,1278933,41.87,54572161.13
2019-01-12,BTCNGN,1313379,1329280,1312888,1319298,37.78,49828357.38
2019-01-11,BTCNGN,1315171,1344000,1300000,1313379,93.94,124007586.8
2019-01-10,BTCNGN,1433019,1442490,1310029,1315171,94.94,130093493.09
2019-01-09,BTCNGN,1423001,1444900,1423001,1433019,71.7,103026724.09
2019-01-08,BTCNGN,1410999,1450000,1400003,1423001,77.32,110039532.47
2019-01-07,BTCNGN,1389989,1440000,1363399,1410999,108.54,152166837.62
2019-01-06,BTCNGN,1348810,1419777,1340000,1389989,52.82,72411113.7
2019-01-05,BTCNGN,1355980,1370000,1341500,1348810,43.4,59032600.36
2019-01-04,BTCNGN,1349857,1360000,1341547,1355980,69.76,94399293.3
2019-01-03,BTCNGN,1384999,1384999,1343000,1349857,83.2,113665670.22
2019-01-02,BTCNGN,1346000,1385000,1340000,1384999,73.26,99908359.55
2019-01-01,BTCNGN,1311102,1354201,1305000,1346000,38.87,51603403.04
2018-12-31,BTCNGN,1366005,1368000,1300006,1311102,51.6,69457359.24
2018-12-30,BTCNGN,1384999,1385000,1345000,1366005,27.45,37432180.68
2018-12-29,BTCNGN,1378200,1425900,1363555,1384999,53.41,73956668.0
2018-12-28,BTCNGN,1285799,1399902,1285000,1378200,89.85,118952473.83
2018-12-27,BTCNGN,1364079,1372290,1285021,1285799,75.26,100952535.24
2018-12-26,BTCNGN,1376999,1460000,1355001,1364079,42.59,58568524.85
2018-12-25,BTCNGN,1449000,1449000,1322141,1376999,58.3,79930820.53
2018-12-24,BTCNGN,1424855,1539999,1400000,1449000,93.26,138101370.3
2018-12-23,BTCNGN,1394900,1440000,1394899,1424855,51.01,72764594.11
2018-12-22,BTCNGN,1386960,1421990,1375777,1394900,53.51,74413060.78
2018-12-21,BTCNGN,1458580,1488000,1351999,1386960,100.84,144502280.85
2018-12-20,BTCNGN,1330001,1460000,1330000,1458580,127.0,179728777.91
2018-12-19,BTCNGN,1299900,1450000,1299900,1330001,142.48,193811329.79
2018-12-18,BTCNGN,1250000,1310200,1242001,1299900,115.62,146426368.86
2018-12-17,BTCNGN,1157000,1280000,1157000,1250000,138.29,167909366.43
2018-12-16,BTCNGN,1149999,1180001,1149999,1157000,49.76,58141116.18
2018-12-15,BTCNGN,1136600,1173995,1134004,1149999,60.17,69199861.8
2018-12-14,BTCNGN,1190000,1198699,1120971,1136600,84.95,99805005.37
2018-12-13,BTCNGN,1209000,1233480,1170000,1190000,99.16,120075639.26
2018-12-12,BTCNGN,1215097,1242010,1207000,1209000,93.98,114820048.07
2018-12-11,BTCNGN,1226801,1231800,1206009,1215097,75.32,91859855.38
2018-12-10,BTCNGN,1266999,1280000,1215999,1226801,83.35,103841767.4
2018-12-09,BTCNGN,1213888,1360000,1213887,1266999,74.88,94036546.78
2018-12-08,BTCNGN,1180874,1245900,1176211,1213888,62.54,75596304.79
2018-12-07,BTCNGN,1260091,1295500,1167000,1180874,137.97,166823810.25
2018-12-06,BTCNGN,1371000,1419000,1260091,1260091,96.22,131529095.29
2018-12-05,BTCNGN,1426999,1434999,1361075,1371000,86.07,120976278.36
2018-12-04,BTCNGN,1416199,1470011,1360000,1426999,101.01,144682423.88
2018-12-03,BTCNGN,1513000,1519983,1410101,1416199,96.08,140125263.04
2018-12-02,BTCNGN,1513920,1530000,1496000,1513000,49.01,74375503.53
2018-12-01,BTCNGN,1468699,1550001,1443000,1513920,51.43,77104752.79
2018-11-30,BTCNGN,1537969,1576000,1441999,1468699,84.23,127178597.49
2018-11-29,BTCNGN,1540000,1595000,1500773,1537969,78.66,121304914.74
2018-11-28,BTCNGN,1370601,1600000,1370601,1540000,103.74,153468883.17
2018-11-27,BTCNGN,1368487,1394900,1359999,1370601,70.76,96807233.63
2018-11-26,BTCNGN,1442001,1490000,1359999,1368487,88.33,125372067.98
2018-11-25,BTCNGN,1397899,1498379,1328000,1442001,99.04,136957632.01
2018-11-24,BTCNGN,1569640,1596000,1331010,1397899,62.08,94807183.17
2018-11-23,BTCNGN,1635000,1640000,1530002,1569640,94.57,149246724.9
2018-11-22,BTCNGN,1662289,1795584,1632011,1635000,66.94,111278167.35
2018-11-21,BTCNGN,1583998,1700000,1500010,1662289,106.5,172922166.44
2018-11-20,BTCNGN,1775108,1856900,1501629,1583998,155.54,260517265.75
2018-11-19,BTCNGN,2049001,2049001,1657000,1775108,127.34,240857670.57
2018-11-18,BTCNGN,2033000,2200000,2033000,2049001,24.55,50340471.3
2018-11-17,BTCNGN,2035336,2049500,2030851,2033000,21.29,43329271.03
2018-11-16,BTCNGN,2047000,2065000,2027999,2035336,48.32,98962818.01
2018-11-15,BTCNGN,2090001,2116599,2005069,2047000,68.39,140494230.59
2018-11-14,BTCNGN,2291104,2291105,2050001,2090001,72.28,159611253.21
2018-11-13,BTCNGN,2291971,2300000,2290002,2291104,44.97,103193502.81
2018-11-12,BTCNGN,2289999,2297010,2289999,2291971,43.07,98867666.4
2018-11-11,BTCNGN,2297001,2297001,2286072,2289999,20.44,46851869.37
2018-11-10,BTCNGN,2290162,2299200,2290161,2297001,18.01,41320887.43
2018-11-09,BTCNGN,2308899,2317000,2285041,2290162,38.38,88425205.77
2018-11-08,BTCNGN,2330026,2330026,2308898,2308899,46.28,107522741.07
2018-11-07,BTCNGN,2305999,2340000,2305999,2330026,59.94,139940067.81
2018-11-06,BTCNGN,2291000,2309998,2291000,2305999,46.21,106298979.44
2018-11-05,BTCNGN,2278000,2294950,2278000,2291000,59.69,136418282.47
2018-11-04,BTCNGN,2263002,2279000,2260001,2278000,24.24,54993318.31
2018-11-03,BTCNGN,2268251,2278000,2262029,2263002,17.75,40241680.14
2018-11-02,BTCNGN,2268198,2279799,2268198,2268251,51.13,116354556.54
2018-11-01,BTCNGN,2259001,2289800,2253213,2268198,41.39,93789522.0
2018-10-31,BTCNGN,2251509,2265000,2251509,2259001,41.29,93323347.07
2018-10-30,BTCNGN,2255103,2269797,2250011,2251509,41.99,94967132.67
2018-10-29,BTCNGN,2285001,2290711,2230001,2255103,51.4,116815141.86
2018-10-28,BTCNGN,2291001,2299990,2285000,2285001,20.26,46363271.9
2018-10-27,BTCNGN,2301322,2301323,2288000,2291001,15.51,35635251.46
2018-10-26,BTCNGN,2301319,2305000,2292022,2301322,43.37,99872905.93
2018-10-25,BTCNGN,2310010,2310010,2301319,2301319,37.17,85811614.63
2018-10-24,BTCNGN,2299999,2320000,2299999,2310010,45.71,105569336.44
2018-10-23,BTCNGN,2298795,2300000,2298795,2299999,34.62,79607001.13
2018-10-22,BTCNGN,2294012,2298819,2285535,2298795,41.04,94162595.69
2018-10-21,BTCNGN,2291000,2298888,2290999,2294012,19.32,44327073.97
2018-10-20,BTCNGN,2291502,2296440,2290007,2291000,18.64,42739960.32
2018-10-19,BTCNGN,2289835,2298888,2288051,2291502,37.0,84809892.19
2018-10-18,BTCNGN,2281100,2304600,2280001,2289835,48.84,111995279.72
2018-10-17,BTCNGN,2299999,2300000,2281099,2281100,40.29,92265124.73
2018-10-16,BTCNGN,2287339,2315000,2270031,2299999,48.62,111686828.66
2018-10-15,BTCNGN,2251001,2357000,2250799,2287339,80.18,183794844.49
2018-10-14,BTCNGN,2252541,2265500,2251000,2251001,19.72,44522666.28
2018-10-13,BTCNGN,2262879,2267400,2250800,2252541,19.33,43642927.89
2018-10-12,BTCNGN,2251100,2276101,2250000,2262879,44.33,100375431.08
2018-10-11,BTCNGN,2351879,2351880,2251099,2251100,60.65,138761382.39
2018-10-10,BTCNGN,2353451,2353451,2321150,2351879,49.54,116272329.84
2018-10-09,BTCNGN,2350102,2358000,2345511,2353451,40.41,95129439.65
2018-10-08,BTCNGN,2310691,2358000,2310691,2350102,61.38,143474232.57
2018-10-07,BTCNGN,2318010,2322539,2310499,2310691,22.14,51303297.57
2018-10-06,BTCNGN,2334608,2339997,2317418,2318010,19.78,46010293.44
2018-10-05,BTCNGN,2311032,2335000,2300001,2334608,41.1,95212085.57
2018-10-04,BTCNGN,2275000,2334550,2270000,2311032,55.42,128288569.3
2018-10-03,BTCNGN,2255361,2294998,2250500,2275000,51.73,117611859.23
2018-10-02,BTCNGN,2280000,2280850,2245033,2255361,61.6,139446837.06
2018-10-01,BTCNGN,2313993,2323800,2276999,2280000,44.29,101813562.15
2018-09-30,BTCNGN,2336141,2343600,2302020,2313993,23.21,53994545.14
2018-09-29,BTCNGN,2363000,2363000,2323000,2336141,25.32,59246014.45
2018-09-28,BTCNGN,2357935,2389900,2340462,2363000,58.49,138655838.04
2018-09-27,BTCNGN,2319990,2379800,2311405,2357935,54.5,127293746.21
2018-09-26,BTCNGN,2287089,2345000,2287088,2319990,43.76,101420735.49
2018-09-25,BTCNGN,2325000,2327500,2270000,2287089,49.51,113511975.19
2018-09-24,BTCNGN,2372830,2384089,2320000,2325000,48.13,112837219.14
2018-09-23,BTCNGN,2386885,2394816,2372384,2372830,24.77,59016741.8
2018-09-22,BTCNGN,2400000,2409000,2372309,2386885,32.85,78575778.5
2018-09-21,BTCNGN,2312999,2400001,2312999,2400000,82.78,196280184.74
2018-09-20,BTCNGN,2273401,2313000,2273012,2312999,60.61,139043046.58
2018-09-19,BTCNGN,2275699,2317900,2249000,2273401,67.16,152958791.83
2018-09-18,BTCNGN,2259124,2291900,2245000,2275699,47.28,107354176.78
2018-09-17,BTCNGN,2323900,2327100,2240519,2259124,68.65,158027692.43
2018-09-16,BTCNGN,2333960,2333970,2315000,2323900,31.14,72334317.46
2018-09-15,BTCNGN,2327002,2349250,2327001,2333960,25.14,58713479.18
2018-09-14,BTCNGN,2324499,2360998,2308999,2327002,58.82,137504204.67
2018-09-13,BTCNGN,2273900,2344999,2268007,2324499,74.84,173006646.2
2018-09-12,BTCNGN,2266701,2275000,2250000,2273900,62.02,140217778.33
2018-09-11,BTCNGN,2267859,2299000,2256954,2266701,52.92,120629016.49
2018-09-10,BTCNGN,2258163,2290100,2258162,2267859,47.24,107618112.54
2018-09-09,BTCNGN,2238306,2329990,2238306,2258163,33.78,77245037.78
2018-09-08,BTCNGN,2330219,2338700,2220000,2238306,39.16,89897612.98
2018-09-07,BTCNGN,2340000,2379000,2321000,2330219,54.31,127127730.56
2018-09-06,BTCNGN,2450000,2460201,2301252,2340000,82.99,194590907.77
2018-09-05,BTCNGN,2626700,2642099,2450000,2450000,107.88,275142476.11
2018-09-04,BTCNGN,2585004,2648798,2575499,2626700,61.0,159471197.49
2018-09-03,BTCNGN,2569913,2590000,2565999,2585004,60.42,155560373.8
2018-09-02,BTCNGN,2550001,2592329,2540000,2569913,43.04,110627086.93
2018-09-01,BTCNGN,2483512,2560408,2483511,2550001,43.09,108737090.78
2018-08-31,BTCNGN,2460008,2505000,2460008,2483512,60.35,149715695.95
2018-08-30,BTCNGN,2493599,2493600,2426412,2460008,61.7,151913108.47
2018-08-29,BTCNGN,2489982,2511000,2450132,2493599,59.74,148891519.61
2018-08-28,BTCNGN,2389000,2530000,2380001,2489982,76.84,189090035.77
2018-08-27,BTCNGN,2340959,2390000,2335356,2389000,63.54,150152200.78
2018-08-26,BTCNGN,2350500,2365001,2331000,2340959,25.72,60352345.45
2018-08-25,BTCNGN,2369990,2374899,2342019,2350500,32.58,76994202.61
2018-08-24,BTCNGN,2305998,2379901,2289651,2369990,69.81,162192613.25
2018-08-23,BTCNGN,2285500,2319999,2275900,2305998,63.77,146237818.54
2018-08-22,BTCNGN,2280001,2397000,2280000,2285500,88.22,205868937.27
2018-08-21,BTCNGN,2275500,2309999,2270010,2280001,39.99,91809176.03
2018-08-20,BTCNGN,2315709,2319996,2275500,2275500,62.88,144597653.08
2018-08-19,BTCNGN,2308001,2320000,2281790,2315709,28.45,65519549.68
2018-08-18,BTCNGN,2320210,2340000,2280000,2308001,29.82,69088625.76
2018-08-17,BTCNGN,2263809,2320210,2263809,2320210,63.39,146405685.28
2018-08-16,BTCNGN,2279809,2315001,2250010,2263809,69.75,159442462.95
2018-08-15,BTCNGN,2220003,2340001,2220003,2279809,86.74,198684170.72
2018-08-14,BTCNGN,2271612,2271623,2175000,2220003,83.94,185158250.46
2018-08-13,BTCNGN,2293990,2350000,2260000,2271612,67.64,156237935.53
2018-08-12,BTCNGN,2235082,2235082,2235082,2235082,0.0,0.0
2018-08-11,BTCNGN,2266100,2276001,2211060,2235082,27.44,61578247.27
2018-08-10,BTCNGN,2363886,2363887,2266099,2266100,76.08,176246084.75
2018-08-09,BTCNGN,2270200,2380200,2265003,2363886,62.01,143710671.27
2018-08-08,BTCNGN,2427000,2427000,2256898,2270200,71.11,165725751.57
2018-08-07,BTCNGN,2435750,2549999,2402999,2427000,69.61,172849587.71
2018-08-06,BTCNGN,2481226,2540000,2425800,2435750,63.77,157868506.63
2018-08-05,BTCNGN,2487001,2550000,2350000,2481226,35.69,88359757.62
2018-08-04,BTCNGN,2634891,2650000,2460303,2487001,37.17,95079436.02
2018-08-03,BTCNGN,2687999,2697990,2605709,2634891,60.99,161027497.08
2018-08-02,BTCNGN,2678999,2715000,2675000,2687999,52.68,142144553.08
2018-08-01,BTCNGN,2745000,2758900,2640998,2678999,78.28,210401823.38
2018-07-31,BTCNGN,2871799,2871800,2700150,2745000,56.76,158525059.56
2018-07-30,BTCNGN,2889999,2890000,2785001,2871799,58.73,168264709.92
2018-07-29,BTCNGN,2881503,2895000,2870000,2889999,30.2,87072902.05
2018-07-28,BTCNGN,2888643,2897500,2880000,2881503,17.81,51412613.94
2018-07-27,BTCNGN,2790000,2910000,2780000,2888643,74.56,211023758.11
2018-07-26,BTCNGN,2879051,2953888,2750010,2790000,68.76,199253211.84
2018-07-25,BTCNGN,2988899,2990926,2840000,2879051,78.55,228858828.16
2018-07-24,BTCNGN,2706119,2988900,2706119,2988899,84.0,241743300.75
2018-07-23,BTCNGN,2607000,2730000,2607000,2706119,68.23,183519910.82
2018-07-22,BTCNGN,2593300,2635001,2593300,2607000,31.1,81379122.67
