Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTG,Volume USD
2018-08-24,BTGUSD,15.01,15.9,15,15.45,249.6,3852.39
2018-08-23,BTGUSD,14.65,15.55,14.02,15.01,165.09,2443.32
2018-08-22,BTGUSD,14.52,15.6,14.51,14.65,394.16,5937.96
2018-08-21,BTGUSD,15.11,15.62,14.51,14.52,113.31,1723.22
2018-08-20,BTGUSD,15.95,15.95,15.11,15.11,223.21,3471.62
2018-08-19,BTGUSD,16,16.5,15.01,15.95,219.64,3499.47
2018-08-18,BTGUSD,15.55,16.5,15,16,190.55,3001.02
2018-08-17,BTGUSD,15.62,16.58,14.58,15.55,315.35,4881.81
2018-08-16,BTGUSD,16.2,16.68,14.5,15.62,590.21,9399.31
2018-08-15,BTGUSD,15.37,16.81,14.8,16.2,483.78,7592.47
2018-08-14,BTGUSD,16.91,17.15,14,15.37,600.39,9042.88
2018-08-13,BTGUSD,18.12,18.6,16.91,16.91,100.11,1784.23
2018-08-12,BTGUSD,17.8,17.8,17.8,17.8,0.0,0.0
2018-08-11,BTGUSD,17.88,18.93,17.53,17.8,84.23,1543.74
2018-08-10,BTGUSD,19.06,20.18,17.88,17.88,306.28,5853.67
2018-08-09,BTGUSD,18.13,21.76,18.09,19.06,449.45,8827.76
2018-08-08,BTGUSD,20.04,20.08,17.5,18.13,484.44,8998.13
2018-08-07,BTGUSD,22.4,22.45,19.62,20.04,394.69,8171.42
2018-08-06,BTGUSD,21.19,22.8,20.45,22.4,470.13,10216.69
2018-08-05,BTGUSD,21,21.98,20.45,21.19,70.37,1498.14
2018-08-04,BTGUSD,22.3,22.3,20.86,21,138.98,2932.38
2018-08-03,BTGUSD,22.76,22.76,20.92,22.3,594.54,12915.74
2018-08-02,BTGUSD,22.9,23.7,21.71,22.76,569.46,13003.85
2018-08-01,BTGUSD,23,24,22.71,22.9,291.58,6661.94
2018-07-31,BTGUSD,24.5,24.5,22.71,23,524.98,12209.41
2018-07-30,BTGUSD,23.81,24.67,23.5,24.5,280.97,6771.82
2018-07-29,BTGUSD,23.83,24.99,23.5,23.81,303.89,7279.42
2018-07-28,BTGUSD,24.54,24.92,23.3,23.83,182.88,4390.9
2018-07-27,BTGUSD,24.21,25.1,23.84,24.54,262.98,6383.27
2018-07-26,BTGUSD,23.6,25.99,22.48,24.21,437.32,10636.44
2018-07-25,BTGUSD,25.9,25.9,22.9,23.6,247.11,6026.98
2018-07-24,BTGUSD,25.02,26.19,23.96,25.9,537.09,13550.59
2018-07-23,BTGUSD,23.26,25.5,23.26,25.02,291.7,7273.44
2018-07-22,BTGUSD,23.31,24.72,22.8,23.26,145.44,3411.86
2018-07-21,BTGUSD,23.07,23.64,22.56,23.31,94.28,2177.2
2018-07-20,BTGUSD,26,26,22.43,23.07,249.92,5917.1
2018-07-19,BTGUSD,25.3,26.7,24.81,26,133.96,3416.37
2018-07-18,BTGUSD,26,26.59,25,25.3,467.03,11943.75
2018-07-17,BTGUSD,24.68,26.54,23.96,26,649.42,16349.47
2018-07-16,BTGUSD,24.49,25.14,23.68,24.68,256.99,6269.46
2018-07-15,BTGUSD,22.14,26,22.14,24.49,675.62,15895.66
2018-07-14,BTGUSD,21.66,23.51,21.57,22.14,327.23,7322.39
2018-07-13,BTGUSD,21.29,23.75,21.29,21.66,490.88,11035.94
2018-07-12,BTGUSD,22.21,23.3,20.39,21.29,381.44,8125.17
2018-07-11,BTGUSD,24.24,24.99,19.53,22.21,786.95,17635.17
2018-07-10,BTGUSD,26.77,26.77,23.68,24.24,403.32,9988.52
