Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume EUR
2019-07-02 12-PM,LSKEUR,1.52,1.52,1.52,1.52,0.0,0.0
2019-07-02 11-AM,LSKEUR,1.52,1.52,1.52,1.52,0.0,0.0
2019-07-02 10-AM,LSKEUR,1.52,1.52,1.52,1.52,0.0,0.0
2019-07-02 09-AM,LSKEUR,1.52,1.52,1.52,1.52,0.0,0.0
2019-07-02 08-AM,LSKEUR,1.52,1.52,1.52,1.52,98.68,150.0
2019-07-02 07-AM,LSKEUR,1.52,1.52,1.52,1.52,0.0,0.0
2019-07-02 06-AM,LSKEUR,1.53,1.53,1.52,1.52,72.37,110.0
2019-07-02 05-AM,LSKEUR,1.54,1.54,1.53,1.53,36.4,55.68
2019-07-02 04-AM,LSKEUR,1.54,1.54,1.54,1.54,0.0,0.0
2019-07-02 03-AM,LSKEUR,1.54,1.54,1.54,1.54,0.0,0.0
2019-07-02 02-AM,LSKEUR,1.54,1.54,1.54,1.54,0.0,0.0
2019-07-02 01-AM,LSKEUR,1.54,1.54,1.54,1.54,0.0,0.0
2019-07-02 12-AM,LSKEUR,1.54,1.54,1.54,1.54,0.0,0.0
2019-07-01 11-PM,LSKEUR,1.54,1.54,1.54,1.54,0.0,0.0
2019-07-01 10-PM,LSKEUR,1.54,1.54,1.54,1.54,0.0,0.0
2019-07-01 09-PM,LSKEUR,1.54,1.54,1.54,1.54,0.0,0.0
2019-07-01 08-PM,LSKEUR,1.53,1.54,1.53,1.54,32.47,50.0
2019-07-01 07-PM,LSKEUR,1.72,1.72,1.53,1.53,12.99,20.0
2019-07-01 06-PM,LSKEUR,1.59,1.72,1.54,1.72,35.34,55.33
2019-07-01 05-PM,LSKEUR,1.59,1.59,1.59,1.59,0.0,0.0
2019-07-01 04-PM,LSKEUR,1.53,1.75,1.53,1.59,152.73,260.02
2019-07-01 03-PM,LSKEUR,1.72,1.72,1.53,1.53,12.91,19.94
2019-07-01 02-PM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-07-01 01-PM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-07-01 12-PM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-07-01 11-AM,LSKEUR,1.56,1.72,1.56,1.72,58.93,100.02
2019-07-01 10-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 09-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 08-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 07-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 06-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 05-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 04-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 03-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 02-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 01-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-07-01 12-AM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-06-30 11-PM,LSKEUR,1.56,1.56,1.56,1.56,0.0,0.0
2019-06-30 10-PM,LSKEUR,1.47,1.56,1.47,1.56,8.187,12.77
2019-06-30 09-PM,LSKEUR,1.47,1.47,1.47,1.47,0.0,0.0
2019-06-30 08-PM,LSKEUR,1.68,1.7,1.47,1.47,276.51,459.08
2019-06-30 07-PM,LSKEUR,1.68,1.68,1.68,1.68,0.0,0.0
2019-06-30 06-PM,LSKEUR,1.68,1.68,1.68,1.68,0.0,0.0
2019-06-30 05-PM,LSKEUR,1.68,1.68,1.68,1.68,0.0,0.0
2019-06-30 04-PM,LSKEUR,1.68,1.68,1.68,1.68,0.0,0.0
2019-06-30 03-PM,LSKEUR,1.6,1.68,1.6,1.68,24.26,40.75
2019-06-30 02-PM,LSKEUR,1.61,1.61,1.6,1.6,7.8,12.48
2019-06-30 01-PM,LSKEUR,1.64,1.64,1.61,1.61,140.61,226.38
2019-06-30 12-PM,LSKEUR,1.64,1.64,1.64,1.64,0.0,0.0
2019-06-30 11-AM,LSKEUR,1.64,1.64,1.64,1.64,0.0,0.0
2019-06-30 10-AM,LSKEUR,1.67,1.67,1.64,1.64,23.6,38.76
2019-06-30 09-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 08-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 07-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 06-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 05-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 04-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 03-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 02-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 01-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-30 12-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 11-PM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 10-PM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 09-PM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 08-PM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 07-PM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 06-PM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 05-PM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 04-PM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-29 03-PM,LSKEUR,1.66,1.67,1.66,1.67,55.79,93.17
2019-06-29 02-PM,LSKEUR,1.66,1.66,1.66,1.66,0.0,0.0
2019-06-29 01-PM,LSKEUR,1.66,1.66,1.66,1.66,0.0,0.0
2019-06-29 12-PM,LSKEUR,1.66,1.66,1.66,1.66,0.0,0.0
2019-06-29 11-AM,LSKEUR,2,2,1.66,1.66,6.024,10.0
2019-06-29 10-AM,LSKEUR,2,2,2,2,0.0,0.0
2019-06-29 09-AM,LSKEUR,2,2,2,2,0.0,0.0
2019-06-29 08-AM,LSKEUR,1.64,2,1.64,2,517.57,1000.06
2019-06-29 07-AM,LSKEUR,1.64,1.64,1.64,1.64,0.0,0.0
2019-06-29 06-AM,LSKEUR,1.64,1.64,1.64,1.64,0.0,0.0
2019-06-29 05-AM,LSKEUR,1.64,1.64,1.64,1.64,0.0,0.0
2019-06-29 04-AM,LSKEUR,1.64,1.64,1.64,1.64,0.0,0.0
2019-06-29 03-AM,LSKEUR,1.64,1.64,1.64,1.64,0.0,0.0
2019-06-29 02-AM,LSKEUR,1.74,1.74,1.64,1.64,6.098,10.0
2019-06-29 01-AM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-29 12-AM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 11-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 10-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 09-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 08-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 07-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 06-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 05-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 04-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 03-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 02-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 01-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 12-PM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 11-AM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 10-AM,LSKEUR,1.74,1.74,1.74,1.74,0.0,0.0
2019-06-28 09-AM,LSKEUR,1.67,1.74,1.67,1.74,100.0,174.0
2019-06-28 08-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-28 07-AM,LSKEUR,1.67,1.67,1.67,1.67,0.0,0.0
2019-06-28 06-AM,LSKEUR,1.6,1.67,1.6,1.67,28.87,48.21
2019-06-28 05-AM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-28 04-AM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-28 03-AM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-28 02-AM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-28 01-AM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-28 12-AM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-27 11-PM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-27 10-PM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-27 09-PM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-27 08-PM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-27 07-PM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-27 06-PM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-27 05-PM,LSKEUR,1.6,1.6,1.6,1.6,0.0,0.0
2019-06-27 04-PM,LSKEUR,1.72,1.72,1.6,1.6,115.81,192.25
2019-06-27 03-PM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-06-27 02-PM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-06-27 01-PM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-06-27 12-PM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-06-27 11-AM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-06-27 10-AM,LSKEUR,1.72,1.72,1.72,1.72,0.0,0.0
2019-06-27 09-AM,LSKEUR,1.75,1.75,1.72,1.72,406.26,706.6
2019-06-27 08-AM,LSKEUR,1.77,1.77,1.75,1.75,51.8,90.71
2019-06-27 07-AM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-27 06-AM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-27 05-AM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-27 04-AM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-27 03-AM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-27 02-AM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-27 01-AM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-27 12-AM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-26 11-PM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-26 10-PM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-26 09-PM,LSKEUR,1.77,1.77,1.77,1.77,0.0,0.0
2019-06-26 08-PM,LSKEUR,1.82,1.82,1.77,1.77,59.71,105.93
2019-06-26 07-PM,LSKEUR,1.9,1.9,1.82,1.82,212.83,389.05
2019-06-26 06-PM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-26 05-PM,LSKEUR,1.76,1.9,1.76,1.9,255.32,484.72
2019-06-26 04-PM,LSKEUR,1.76,1.76,1.76,1.76,0.0,0.0
2019-06-26 03-PM,LSKEUR,1.82,1.89,1.76,1.76,302.34,564.33
2019-06-26 02-PM,LSKEUR,1.8,1.87,1.8,1.82,164.7,303.14
2019-06-26 01-PM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-26 12-PM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-26 11-AM,LSKEUR,1.87,1.87,1.8,1.8,59.8,108.14
2019-06-26 10-AM,LSKEUR,1.72,1.87,1.72,1.87,66.59,124.52
2019-06-26 09-AM,LSKEUR,1.87,1.87,1.72,1.72,39.9,69.93
2019-06-26 08-AM,LSKEUR,1.79,1.87,1.79,1.87,9.563,17.88
2019-06-26 07-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-26 06-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-26 05-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-26 04-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-26 03-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-26 02-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-26 01-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-26 12-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-25 11-PM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-25 10-PM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-25 09-PM,LSKEUR,1.8,1.89,1.79,1.79,30.87,57.18
2019-06-25 08-PM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-25 07-PM,LSKEUR,1.83,1.83,1.8,1.8,55.58,100.05
2019-06-25 06-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-25 05-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-25 04-PM,LSKEUR,1.8,1.83,1.8,1.83,10.38,19.0
2019-06-25 03-PM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-25 02-PM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-25 01-PM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-25 12-PM,LSKEUR,1.79,1.81,1.79,1.8,108.13,195.25
2019-06-25 11-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-25 10-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-25 09-AM,LSKEUR,1.79,1.79,1.79,1.79,0.0,0.0
2019-06-25 08-AM,LSKEUR,1.89,1.89,1.79,1.79,49.95,89.41
2019-06-25 07-AM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-25 06-AM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-25 05-AM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-25 04-AM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-25 03-AM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-25 02-AM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-25 01-AM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-25 12-AM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-24 11-PM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-24 10-PM,LSKEUR,1.89,1.89,1.89,1.89,0.0,0.0
2019-06-24 09-PM,LSKEUR,1.88,1.89,1.88,1.89,15.37,29.05
2019-06-24 08-PM,LSKEUR,1.88,1.88,1.88,1.88,0.0,0.0
2019-06-24 07-PM,LSKEUR,1.88,1.88,1.88,1.88,0.0,0.0
2019-06-24 06-PM,LSKEUR,1.88,1.88,1.88,1.88,0.0,0.0
2019-06-24 05-PM,LSKEUR,1.88,1.88,1.88,1.88,0.0,0.0
2019-06-24 04-PM,LSKEUR,1.88,1.88,1.88,1.88,0.0,0.0
2019-06-24 03-PM,LSKEUR,1.88,1.88,1.88,1.88,0.0,0.0
2019-06-24 02-PM,LSKEUR,1.83,1.88,1.83,1.88,53.19,100.0
2019-06-24 01-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-24 12-PM,LSKEUR,1.74,1.83,1.74,1.83,54.51,99.76
2019-06-24 11-AM,LSKEUR,1.91,1.91,1.74,1.74,12.12,21.35
2019-06-24 10-AM,LSKEUR,1.91,1.91,1.83,1.91,93.54,175.36
2019-06-24 09-AM,LSKEUR,1.8,1.91,1.8,1.91,131.37,250.01
2019-06-24 08-AM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-24 07-AM,LSKEUR,1.81,1.81,1.8,1.8,3.323,5.982
2019-06-24 06-AM,LSKEUR,1.91,1.91,1.81,1.81,110.94,200.8
2019-06-24 05-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-24 04-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-24 03-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-24 02-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-24 01-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-24 12-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-23 11-PM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-23 10-PM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-23 09-PM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-23 08-PM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-23 07-PM,LSKEUR,1.91,1.91,1.91,1.91,292.93,559.5
2019-06-23 06-PM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-23 05-PM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-23 04-PM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-23 03-PM,LSKEUR,1.78,1.91,1.78,1.91,26.21,50.0
2019-06-23 02-PM,LSKEUR,1.78,1.78,1.78,1.78,0.0,0.0
2019-06-23 01-PM,LSKEUR,1.78,1.78,1.78,1.78,0.0,0.0
2019-06-23 12-PM,LSKEUR,1.78,1.78,1.78,1.78,0.0,0.0
2019-06-23 11-AM,LSKEUR,1.91,1.91,1.78,1.78,26.08,46.49
2019-06-23 10-AM,LSKEUR,1.94,1.94,1.91,1.91,26.18,50.0
2019-06-23 09-AM,LSKEUR,1.9,1.94,1.89,1.94,395.26,763.65
2019-06-23 08-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-23 07-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-23 06-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-23 05-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-23 04-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-23 03-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-23 02-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-23 01-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-23 12-AM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-22 11-PM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-22 10-PM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-22 09-PM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-22 08-PM,LSKEUR,1.9,1.9,1.9,1.9,0.0,0.0
2019-06-22 07-PM,LSKEUR,1.83,1.9,1.83,1.9,9.474,18.0
2019-06-22 06-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-22 05-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-22 04-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-22 03-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-22 02-PM,LSKEUR,1.82,1.83,1.82,1.83,44.52,81.47
2019-06-22 01-PM,LSKEUR,1.82,1.82,1.82,1.82,0.0,0.0
2019-06-22 12-PM,LSKEUR,1.82,1.82,1.82,1.82,37.75,68.71
2019-06-22 11-AM,LSKEUR,1.9,1.9,1.82,1.82,7.0,12.74
2019-06-22 10-AM,LSKEUR,1.91,1.91,1.89,1.9,89.47,169.96
2019-06-22 09-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-22 08-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-22 07-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-22 06-AM,LSKEUR,1.91,1.91,1.91,1.91,0.0,0.0
2019-06-22 05-AM,LSKEUR,1.79,1.91,1.79,1.91,55.23,105.48
2019-06-22 04-AM,LSKEUR,1.8,1.8,1.79,1.79,108.29,194.07
2019-06-22 03-AM,LSKEUR,1.8,1.8,1.8,1.8,7.522,13.54
2019-06-22 02-AM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-22 01-AM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-22 12-AM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-21 11-PM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-21 10-PM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-21 09-PM,LSKEUR,1.81,1.81,1.8,1.8,4.425,7.966
2019-06-21 08-PM,LSKEUR,1.81,1.81,1.81,1.81,0.0,0.0
2019-06-21 07-PM,LSKEUR,1.82,1.82,1.81,1.81,160.83,292.25
2019-06-21 06-PM,LSKEUR,1.81,1.95,1.81,1.82,183.76,353.08
2019-06-21 05-PM,LSKEUR,1.94,1.94,1.81,1.81,4.64,8.399
2019-06-21 04-PM,LSKEUR,1.83,1.94,1.83,1.94,5.155,10.0
2019-06-21 03-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-21 02-PM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-21 01-PM,LSKEUR,1.83,1.83,1.83,1.83,32.22,58.96
2019-06-21 12-PM,LSKEUR,1.95,1.95,1.83,1.83,4.95,9.059
2019-06-21 11-AM,LSKEUR,1.95,1.95,1.95,1.95,0.0,0.0
2019-06-21 10-AM,LSKEUR,1.95,1.95,1.95,1.95,0.0,0.0
2019-06-21 09-AM,LSKEUR,1.95,1.95,1.95,1.95,0.0,0.0
2019-06-21 08-AM,LSKEUR,1.95,1.95,1.95,1.95,0.0,0.0
2019-06-21 07-AM,LSKEUR,1.95,1.95,1.95,1.95,0.0,0.0
2019-06-21 06-AM,LSKEUR,1.8,1.95,1.8,1.95,332.13,642.53
2019-06-21 05-AM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-21 04-AM,LSKEUR,1.8,1.8,1.8,1.8,0.0,0.0
2019-06-21 03-AM,LSKEUR,1.81,1.81,1.8,1.8,25.88,46.58
2019-06-21 02-AM,LSKEUR,1.81,1.81,1.81,1.81,0.0,0.0
2019-06-21 01-AM,LSKEUR,1.81,1.81,1.81,1.81,11.91,21.56
2019-06-21 12-AM,LSKEUR,1.81,1.81,1.81,1.81,0.0,0.0
2019-06-20 11-PM,LSKEUR,1.82,1.82,1.81,1.81,51.28,93.27
2019-06-20 10-PM,LSKEUR,1.82,1.82,1.82,1.82,412.16,750.14
2019-06-20 09-PM,LSKEUR,1.82,1.82,1.82,1.82,0.0,0.0
2019-06-20 08-PM,LSKEUR,1.82,1.82,1.82,1.82,0.0,0.0
2019-06-20 07-PM,LSKEUR,1.82,1.82,1.82,1.82,0.0,0.0
2019-06-20 06-PM,LSKEUR,1.82,1.82,1.82,1.82,0.0,0.0
2019-06-20 05-PM,LSKEUR,1.82,1.82,1.82,1.82,0.0,0.0
2019-06-20 04-PM,LSKEUR,1.85,1.85,1.82,1.82,141.9,258.55
2019-06-20 03-PM,LSKEUR,1.85,1.85,1.85,1.85,0.0,0.0
2019-06-20 02-PM,LSKEUR,1.84,1.85,1.84,1.85,5.41,10.01
2019-06-20 01-PM,LSKEUR,1.84,1.84,1.84,1.84,0.0,0.0
2019-06-20 12-PM,LSKEUR,1.84,1.84,1.84,1.84,0.0,0.0
2019-06-20 11-AM,LSKEUR,1.84,1.84,1.84,1.84,0.0,0.0
2019-06-20 10-AM,LSKEUR,1.84,1.84,1.84,1.84,0.0,0.0
2019-06-20 09-AM,LSKEUR,2.06,2.06,1.84,1.84,50.0,92.0
2019-06-20 08-AM,LSKEUR,2.06,2.06,2.06,2.06,0.0,0.0
2019-06-20 07-AM,LSKEUR,2.06,2.06,2.06,2.06,0.0,0.0
2019-06-20 06-AM,LSKEUR,2.06,2.06,2.06,2.06,0.0,0.0
2019-06-20 05-AM,LSKEUR,1.83,2.06,1.83,2.06,4.971,10.24
2019-06-20 04-AM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-20 03-AM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-20 02-AM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-20 01-AM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
2019-06-20 12-AM,LSKEUR,1.83,1.83,1.83,1.83,0.0,0.0
