Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume ETH
2018-05-14,LSKETH,0.01495,0.01575,0.01474,0.01532,649.56,10.03
2018-05-13,LSKETH,0.01458,0.0151,0.01458,0.01495,3670.98,55.18
2018-05-12,LSKETH,0.01498,0.01557,0.01458,0.01458,3636.99,55.34
2018-05-11,LSKETH,0.01538,0.01557,0.01434,0.01498,5179.91,77.25
2018-05-10,LSKETH,0.01567,0.01625,0.01528,0.01538,3843.4,59.87
2018-05-09,LSKETH,0.01614,0.01634,0.01567,0.01567,2632.18,42.01
2018-05-08,LSKETH,0.0168,0.01711,0.01603,0.01614,1270.76,20.84
2018-05-07,LSKETH,0.01676,0.01756,0.01644,0.0168,3270.12,54.99
2018-05-06,LSKETH,0.01652,0.01695,0.016,0.01676,2255.6,37.16
2018-05-05,LSKETH,0.01765,0.01783,0.01643,0.01652,3970.93,66.88
2018-05-04,LSKETH,0.01827,0.01885,0.0172,0.01765,4532.06,80.52
2018-05-03,LSKETH,0.0207,0.02114,0.01827,0.01827,6925.94,132.67
2018-05-02,LSKETH,0.0198,0.02148,0.01952,0.0207,9691.83,201.55
2018-05-01,LSKETH,0.0195,0.02017,0.0188,0.0198,2405.41,47.06
2018-04-30,LSKETH,0.01895,0.01983,0.01762,0.0195,6184.11,118.0
2018-04-29,LSKETH,0.01723,0.019,0.01723,0.01895,2977.84,54.01
2018-04-28,LSKETH,0.01707,0.01746,0.017,0.01723,1552.09,26.86
2018-04-27,LSKETH,0.01787,0.01799,0.01704,0.01707,2086.54,36.53
2018-04-26,LSKETH,0.01809,0.01809,0.01712,0.01787,5529.91,97.67
2018-04-25,LSKETH,0.01815,0.01867,0.0173,0.01809,2803.53,49.9
2018-04-24,LSKETH,0.0191,0.01925,0.01789,0.01815,2223.9,40.84
2018-04-23,LSKETH,0.01844,0.0195,0.01835,0.0191,1582.83,30.15
2018-04-22,LSKETH,0.0194,0.0194,0.0181,0.01844,8338.79,157.63
2018-04-21,LSKETH,0.02011,0.02011,0.01879,0.0194,3782.79,73.21
