Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume PLN
2019-06-21 12-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 11-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 10-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 09-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 08-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 07-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 06-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 05-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 04-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 03-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 02-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 01-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 12-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 11-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 10-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 09-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 08-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 07-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 06-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 05-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 04-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 03-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 02-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 01-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20 12-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 11-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 10-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 09-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 08-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 07-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 06-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 05-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 04-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 03-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 02-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 01-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 12-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 11-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 10-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 09-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19 08-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
