Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume WAV,Volume ESUSD
2018-09-20,WAVESUSD,2.36,2.42,2.29,2.34,1851.02,4382.08
2018-09-19,WAVESUSD,2.25,2.45,2.21,2.36,3716.96,8723.83
2018-09-18,WAVESUSD,2.18,2.3,2.16,2.25,1204.7,2672.13
2018-09-17,WAVESUSD,2.29,2.37,2.17,2.18,2080.31,4732.52
2018-09-16,WAVESUSD,2.37,2.38,2.28,2.29,1063.23,2474.8
2018-09-15,WAVESUSD,2.41,2.41,2.34,2.37,883.18,2088.56
2018-09-14,WAVESUSD,2.49,2.5,2.32,2.41,2857.8,6792.37
2018-09-13,WAVESUSD,2.32,2.6,2.32,2.49,2133.03,5341.18
2018-09-12,WAVESUSD,2.28,2.43,2.16,2.32,2105.43,4752.04
2018-09-11,WAVESUSD,2.45,2.62,2.25,2.28,2073.94,5017.97
2018-09-10,WAVESUSD,2.01,2.7,1.99,2.45,6397.47,15468.81
2018-09-09,WAVESUSD,2.05,2.1,1.95,2.01,3546.47,7228.2
2018-09-08,WAVESUSD,1.97,2.1,1.95,2.05,1622.37,3272.02
2018-09-07,WAVESUSD,2.08,2.15,1.97,1.97,1262.54,2561.37
2018-09-06,WAVESUSD,2.14,2.14,2,2.08,1470.8,3029.02
2018-09-05,WAVESUSD,2.38,2.38,2.1,2.14,2547.11,5686.04
2018-09-04,WAVESUSD,2.3,2.38,2.26,2.38,1043.48,2431.88
2018-09-03,WAVESUSD,2.24,2.32,2.13,2.3,1273.93,2823.08
2018-09-02,WAVESUSD,2.27,2.31,2.17,2.24,826.87,1856.21
2018-09-01,WAVESUSD,2.17,2.28,2.15,2.27,681.92,1502.96
2018-08-31,WAVESUSD,2.12,2.24,2.06,2.17,1004.7,2151.87
2018-08-30,WAVESUSD,2.22,2.3,2.04,2.12,2628.19,5678.12
2018-08-29,WAVESUSD,2.34,2.42,2.2,2.22,957.13,2185.21
2018-08-28,WAVESUSD,2.28,2.42,2.25,2.34,1102.46,2530.01
2018-08-27,WAVESUSD,2.26,2.29,2.23,2.28,849.0,1909.8
2018-08-26,WAVESUSD,2.37,2.39,2.25,2.26,1018.18,2338.38
2018-08-25,WAVESUSD,2.35,2.42,2.33,2.37,647.76,1534.35
2018-08-24,WAVESUSD,2.22,2.35,2.22,2.35,763.48,1767.05
2018-08-23,WAVESUSD,2.15,2.3,2.11,2.22,1023.15,2256.22
2018-08-22,WAVESUSD,2.19,2.28,2.14,2.15,1126.67,2481.54
2018-08-21,WAVESUSD,2.19,2.25,2.14,2.19,507.3,1125.3
2018-08-20,WAVESUSD,2.22,2.25,2.13,2.19,522.0,1137.99
2018-08-19,WAVESUSD,2.16,2.27,2.11,2.22,770.95,1685.85
2018-08-18,WAVESUSD,2.18,2.21,2.1,2.16,1212.08,2603.24
2018-08-17,WAVESUSD,2,2.18,1.98,2.18,1730.25,3711.38
2018-08-16,WAVESUSD,2.09,2.09,1.96,2,1681.58,3364.21
2018-08-15,WAVESUSD,1.94,2.18,1.92,2.09,2252.71,4649.27
2018-08-14,WAVESUSD,2.11,2.17,1.9,1.94,6677.05,12903.96
2018-08-13,WAVESUSD,2.14,2.39,2.08,2.11,3626.77,8108.91
2018-08-12,WAVESUSD,1.89,1.89,1.89,1.89,0.0,0.0
2018-08-11,WAVESUSD,1.85,1.91,1.8,1.89,505.5,939.99
2018-08-10,WAVESUSD,1.89,1.95,1.8,1.85,2664.26,5005.49
2018-08-09,WAVESUSD,1.76,1.95,1.76,1.89,1775.93,3287.46
2018-08-08,WAVESUSD,1.83,1.86,1.71,1.76,2111.63,3706.62
2018-08-07,WAVESUSD,1.91,1.95,1.8,1.83,1607.69,3058.37
2018-08-06,WAVESUSD,1.96,2.06,1.9,1.91,1200.68,2328.73
2018-08-05,WAVESUSD,1.93,2,1.88,1.96,825.15,1593.88
2018-08-04,WAVESUSD,1.93,2,1.86,1.93,3116.72,6039.83
2018-08-03,WAVESUSD,2.02,2.06,1.9,1.93,2660.33,5162.59
2018-08-02,WAVESUSD,2.3,2.37,1.9,2.02,3247.91,6793.0
2018-08-01,WAVESUSD,2.43,2.43,2.3,2.3,1220.38,2859.69
2018-07-31,WAVESUSD,2.57,2.61,2.35,2.43,1067.61,2625.43
2018-07-30,WAVESUSD,2.7,2.7,2.53,2.57,848.13,2225.61
2018-07-29,WAVESUSD,2.64,2.72,2.64,2.7,1477.06,3977.35
2018-07-28,WAVESUSD,2.68,2.73,2.63,2.64,417.29,1117.33
2018-07-27,WAVESUSD,2.66,2.72,2.57,2.68,1694.8,4472.39
2018-07-26,WAVESUSD,2.71,2.79,2.64,2.66,1415.42,3873.24
2018-07-25,WAVESUSD,2.7,2.77,2.67,2.71,1845.47,5015.6
