Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ADA,Volume ETH
2018-12-25,ADAETH,0.000327,0.000327,0.0003127,0.000322,1667975.7,531.09
2018-12-24,ADAETH,0.0003398,0.00034,0.0003082,0.000327,3407690.31,1100.68
2018-12-23,ADAETH,0.0003597,0.0003597,0.0003282,0.0003398,5679972.52,1958.6
2018-12-22,ADAETH,0.0003721,0.0003777,0.0003533,0.0003597,3791477.11,1379.94
2018-12-21,ADAETH,0.00034,0.000408,0.0003391,0.0003721,5958751.34,2203.83
2018-12-20,ADAETH,0.0003421,0.0003473,0.0003309,0.00034,3178059.73,1080.79
2018-12-19,ADAETH,0.0003416,0.0003565,0.0003415,0.0003421,1716754.61,601.74
2018-12-18,ADAETH,0.0003468,0.000352,0.0003416,0.0003416,1130606.02,391.96
2018-12-17,ADAETH,0.000343,0.0003528,0.0003373,0.0003468,1610212.42,557.08
2018-12-16,ADAETH,0.000334,0.0003431,0.0003309,0.000343,1043367.61,352.15
2018-12-15,ADAETH,0.0003348,0.00034,0.0003325,0.000334,1097692.57,368.21
2018-12-14,ADAETH,0.000336,0.000341,0.0003324,0.0003348,2265879.91,762.39
2018-12-13,ADAETH,0.0003387,0.0003427,0.0003339,0.000336,978393.1,330.69
2018-12-12,ADAETH,0.000335,0.0003404,0.0003322,0.0003387,791048.98,267.83
2018-12-11,ADAETH,0.0003323,0.0003361,0.000328,0.000335,707134.77,234.89
2018-12-10,ADAETH,0.000334,0.0003366,0.0003307,0.0003323,490085.51,163.08
2018-12-09,ADAETH,0.000335,0.0003389,0.0003274,0.000334,901139.56,298.01
2018-12-08,ADAETH,0.0003197,0.0003425,0.000315,0.000335,1628550.51,535.87
2018-12-07,ADAETH,0.0003349,0.000349,0.0003121,0.0003197,6027774.74,2015.57
2018-12-06,ADAETH,0.0003358,0.000347,0.00033,0.0003349,3738215.08,1261.87
2018-12-05,ADAETH,0.0003433,0.0003445,0.0003335,0.0003358,1696787.89,574.66
2018-12-04,ADAETH,0.0003574,0.0003578,0.0003396,0.0003433,1178864.42,412.11
2018-12-03,ADAETH,0.000356,0.0003597,0.0003523,0.0003574,843728.77,301.21
2018-12-02,ADAETH,0.0003497,0.000362,0.0003497,0.000356,1622512.08,579.49
2018-12-01,ADAETH,0.0003419,0.0003551,0.0003391,0.0003497,586820.01,203.58
2018-11-30,ADAETH,0.0003552,0.0003588,0.0003355,0.0003419,1437340.31,494.47
2018-11-29,ADAETH,0.000344,0.0003616,0.0003383,0.0003552,1909141.91,671.16
2018-11-28,ADAETH,0.00033,0.0003535,0.0003276,0.000344,2524377.67,853.38
2018-11-27,ADAETH,0.0003304,0.0003343,0.000327,0.00033,1104556.23,365.36
2018-11-26,ADAETH,0.000326,0.000334,0.00032,0.0003304,2612783.9,854.56
2018-11-25,ADAETH,0.0003378,0.0003432,0.000311,0.000326,4246442.3,1380.32
2018-11-24,ADAETH,0.0003526,0.0003535,0.0003324,0.0003378,1201919.58,411.87
2018-11-23,ADAETH,0.0003524,0.0003546,0.0003383,0.0003526,2621858.83,914.58
2018-11-22,ADAETH,0.0003496,0.0003525,0.000346,0.0003524,1071913.96,375.41
2018-11-21,ADAETH,0.000342,0.00035,0.000334,0.0003496,2108844.38,720.68
2018-11-20,ADAETH,0.0003514,0.0003528,0.00033,0.000342,6606549.4,2256.39
2018-11-19,ADAETH,0.000349,0.000355,0.0003357,0.0003514,2632762.76,908.17
2018-11-18,ADAETH,0.0003485,0.0003517,0.0003476,0.000349,483104.99,168.93
2018-11-17,ADAETH,0.0003482,0.000349,0.0003412,0.0003485,648206.4,223.49
