Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume PLN
2019-06-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-31,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-05-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-04-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-31,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-03-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-02-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-31,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2019-01-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-31,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-12-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-11-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-31,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-10-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-09-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-31,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-08-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-31,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-07-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-28,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-27,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-26,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-25,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-24,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-23,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-22,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-21,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-20,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-19,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-18,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-17,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-16,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-15,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-14,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-13,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-12,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-11,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-10,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-09,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-08,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-07,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-06,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-05,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-04,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-03,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-02,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-06-01,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-05-31,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-05-30,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-05-29,BCHPLN,5527,5527,5527,5527,0.0,0.0
2018-05-28,BCHPLN,1000,5527,1000,5527,0.0001085,0.6
2018-05-27,BCHPLN,1000,1000,1000,1000,0.0,0.0
2018-05-26,BCHPLN,500,5111,500,1000,0.01623,55.1
2018-05-25,BCHPLN,105.07,500,105.07,500,0.01037,5.19
2018-05-24,BCHPLN,105.07,105.07,105.07,105.07,0.0,0.0
2018-05-23,BCHPLN,4400,4400,105.07,105.07,0.002529,0.2657
2018-05-22,BCHPLN,4400,4400,4400,4400,0.0,0.0
