Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume RUB
2018-08-06,LTCRUB,4730.32,4893.3,4625.68,4686.12,363.47,1724389.63
2018-08-05,LTCRUB,4648.6,4765.9,4611.55,4730.32,329.68,1548501.99
2018-08-04,LTCRUB,4914.93,4987.36,4609.18,4648.6,383.38,1845509.2
2018-08-03,LTCRUB,4864.6,4950,4600,4914.93,402.62,1939675.9
2018-08-02,LTCRUB,4911.45,4946.9,4820,4864.6,389.85,1904541.54
2018-08-01,LTCRUB,4928.49,4952.63,4806.53,4911.45,371.68,1816266.89
2018-07-31,LTCRUB,5085.99,5092.64,4807.34,4928.49,516.23,2539569.5
2018-07-30,LTCRUB,5185,5347,4965.03,5085.99,499.2,2559396.54
2018-07-29,LTCRUB,5186.66,5255.69,5161.05,5185,291.83,1515778.11
2018-07-28,LTCRUB,5220.18,5232.67,5114.9,5186.66,266.66,1381551.57
2018-07-27,LTCRUB,5191.38,5263.97,5054.32,5220.18,350.34,1811691.46
2018-07-26,LTCRUB,5270.45,5385.84,5160,5191.38,424.33,2248017.44
2018-07-25,LTCRUB,5432.44,5480.75,5136.44,5270.45,477.15,2515808.46
2018-07-24,LTCRUB,4979.5,5432.44,4950.2,5432.44,603.23,3176150.8
2018-07-23,LTCRUB,5037.74,5274.11,4965.01,4979.5,508.46,2595455.39
2018-07-22,LTCRUB,5147.08,5147.08,5000,5037.74,363.83,1847479.65
