Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LIZ,Volume ABTC
2018-12-08,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,1692565.47,0.01693
2018-12-07,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,120001.0,0.0012
2018-12-06,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,6027151.4,0.06027
2018-12-05,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,1819096.51,0.01819
2018-12-04,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,67740.49,0.0006774
2018-12-03,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,156288.22,0.001563
2018-12-02,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,1069165.0,0.01069
2018-12-01,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,74000.0,0.00074
2018-11-30,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,9446637.43,0.09447
2018-11-29,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,4139714.07,0.0414
2018-11-28,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,759016.87,0.00759
2018-11-27,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,1061575.72,0.01062
2018-11-26,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,191263.27,0.001913
2018-11-25,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,4442766.17,0.04443
2018-11-24,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,2118891.02,0.02119
2018-11-23,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,1864625.45,0.01865
2018-11-22,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,1168908.53,0.01169
2018-11-21,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,347634.57,0.003476
2018-11-20,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,774955.39,0.00775
2018-11-19,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,48425437.92,0.4843
2018-11-18,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,4745364.99,0.04745
2018-11-17,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,954170.56,0.009542
2018-11-16,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,1447016.68,0.01447
2018-11-15,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,2292315.27,0.02292
2018-11-14,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,2966444.63,0.02966
2018-11-13,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,62953.99,0.0006295
2018-11-12,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,197505.22,0.001975
2018-11-11,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,2635551.5,0.02636
2018-11-10,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,970302.54,0.009703
2018-11-09,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,2167784.6,0.02168
2018-11-08,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,3339211.74,0.03339
2018-11-07,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,9644207.09,0.09644
2018-11-06,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,7724829.49,0.07725
2018-11-05,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,5457398.5,0.05457
2018-11-04,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,4436156.46,0.04436
2018-11-03,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,6471423.66,0.06471
2018-11-02,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,7061255.19,0.07061
2018-11-01,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,7787192.94,0.07787
2018-10-31,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,8515019.02,0.08515
2018-10-30,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,5351077.15,0.05351
2018-10-29,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,5021520.65,0.05022
2018-10-28,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,9045092.3,0.09045
2018-10-27,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,5149692.64,0.0515
2018-10-26,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,126771183.02,1.27
2018-10-25,LIZABTC,1.0e-08,1.0e-08,1.0e-08,1.0e-08,8462227.41,0.08462
2018-10-24,LIZABTC,2.0e-08,2.0e-08,1.0e-08,1.0e-08,301336662.46,3.01
2018-10-23,LIZABTC,2.0e-08,2.0e-08,1.0e-08,2.0e-08,56934967.29,0.9311
2018-10-22,LIZABTC,2.0e-08,2.0e-08,1.0e-08,2.0e-08,22838082.77,0.403
2018-10-21,LIZABTC,2.0e-08,2.0e-08,1.0e-08,2.0e-08,12785880.78,0.2471
2018-10-20,LIZABTC,2.0e-08,2.0e-08,1.0e-08,2.0e-08,50038546.07,0.9924
2018-10-19,LIZABTC,2.0e-08,3.0e-08,1.0e-08,2.0e-08,45682307.71,0.9132
2018-10-18,LIZABTC,1.0e-08,3.0e-08,1.0e-08,2.0e-08,73028491.36,1.45
2018-10-17,LIZABTC,3.0e-08,3.0e-08,1.0e-08,1.0e-08,135283412.26,2.61
2018-10-16,LIZABTC,2.0e-08,3.0e-08,1.0e-08,3.0e-08,111001944.22,2.33
2018-10-15,LIZABTC,3.0e-08,3.0e-08,1.0e-08,2.0e-08,214970606.86,4.53
2018-10-14,LIZABTC,4.0e-08,4.0e-08,2.0e-08,3.0e-08,156740336.47,4.4
2018-10-13,LIZABTC,4.0e-08,4.0e-08,3.0e-08,4.0e-08,24152853.52,0.9126
2018-10-12,LIZABTC,4.0e-08,4.0e-08,3.0e-08,4.0e-08,36519898.64,1.37
2018-10-11,LIZABTC,6.0e-08,7.0e-08,3.0e-08,4.0e-08,181610357.58,7.86
2018-10-10,LIZABTC,5.0e-08,1.1e-07,3.0e-08,6.0e-08,223139219.42,12.06
2018-10-09,LIZABTC,7.0e-08,7.0e-08,4.0e-08,5.0e-08,82112533.3,4.4
2018-10-08,LIZABTC,8.0e-08,9.0e-08,6.0e-08,7.0e-08,12455398.62,0.8938
2018-10-07,LIZABTC,9.0e-08,9.0e-08,7.0e-08,8.0e-08,7499507.05,0.6173
2018-10-06,LIZABTC,7.0e-08,1.1e-07,7.0e-08,9.0e-08,20347518.73,1.77
2018-10-05,LIZABTC,8.0e-08,9.0e-08,5.0e-08,7.0e-08,39238346.13,2.72
2018-10-04,LIZABTC,1.2e-07,1.2e-07,6.0e-08,8.0e-08,47201401.71,4.04
2018-10-03,LIZABTC,2.3e-07,2.4e-07,9.0e-08,1.2e-07,68711567.42,10.25
2018-10-02,LIZABTC,2.5e-07,3.5e-07,1.8e-07,2.3e-07,20465763.71,4.79
2018-10-01,LIZABTC,1.9e-07,3.0e-07,1.6e-07,2.5e-07,6139629.39,1.34
2018-09-30,LIZABTC,2.1e-07,2.6e-07,1.8e-07,1.9e-07,3288275.29,0.6633
2018-09-29,LIZABTC,1.7e-07,2.4e-07,1.6e-07,2.1e-07,8906506.5,1.86
2018-09-28,LIZABTC,2.4e-07,2.4e-07,1.5e-07,1.7e-07,9172565.89,1.64
2018-09-27,LIZABTC,3.8e-07,3.8e-07,2.2e-07,2.4e-07,4047477.82,1.11
2018-09-26,LIZABTC,4.4e-07,4.6e-07,3.5e-07,3.8e-07,1076580.21,0.4387
2018-09-25,LIZABTC,4.8e-07,1.2e-06,4.3e-07,4.4e-07,1417396.49,0.778
2018-09-24,LIZABTC,5.5e-07,6.2e-07,4.7e-07,4.8e-07,654017.73,0.3499
2018-09-23,LIZABTC,6.1e-07,6.5e-07,5.3e-07,5.5e-07,856855.12,0.5088
2018-09-22,LIZABTC,7.6e-07,8.6e-07,6.1e-07,6.1e-07,669742.1,0.5028
2018-09-21,LIZABTC,1.05e-06,1.07e-06,7.6e-07,7.6e-07,649870.33,0.6031
2018-09-20,LIZABTC,1.03e-06,1.24e-06,9.0e-07,1.05e-06,877718.02,0.9202
2018-09-19,LIZABTC,1.19e-06,1.3e-06,9.9e-07,1.03e-06,812678.31,0.8593
2018-09-18,LIZABTC,1.81e-06,1.84e-06,1.05e-06,1.19e-06,1300028.24,1.79
2018-09-17,LIZABTC,2.83e-06,3.2e-06,1.53e-06,1.81e-06,1560129.01,3.47
2018-09-16,LIZABTC,3.11e-06,3.7e-06,2.54e-06,2.83e-06,489235.52,1.53
2018-09-15,LIZABTC,3.4e-06,3.82e-06,3.1e-06,3.11e-06,460637.52,1.61
2018-09-14,LIZABTC,4.27e-06,4.32e-06,3.4e-06,3.4e-06,211994.27,0.8028
2018-09-13,LIZABTC,3.86e-06,4.45e-06,3.19e-06,4.27e-06,264723.54,1.05
2018-09-12,LIZABTC,5.61e-06,5.61e-06,3.81e-06,3.86e-06,208152.53,0.938
2018-09-11,LIZABTC,4.79e-06,2.0e-05,4.19e-06,5.61e-06,424986.54,2.53
2018-09-10,LIZABTC,5.64e-06,6.8e-06,4.71e-06,4.79e-06,150348.11,0.8151
2018-09-09,LIZABTC,4.25e-06,6.85e-06,3.75e-06,5.64e-06,94017.18,0.4593
2018-09-08,LIZABTC,5.3e-06,5.3e-06,3.81e-06,4.25e-06,42146.37,0.1883
2018-09-07,LIZABTC,6.0e-06,7.33e-06,3.66e-06,5.3e-06,84176.74,0.4074
2018-09-06,LIZABTC,5.82e-06,7.5e-06,3.16e-06,6.0e-06,268169.69,1.3
2018-09-05,LIZABTC,1.0e-05,1.0e-05,5.5e-06,5.82e-06,78295.15,0.5874
2018-09-04,LIZABTC,1.032e-05,1.1e-05,8.35e-06,1.0e-05,55449.15,0.5396
2018-09-03,LIZABTC,1.3e-05,1.3e-05,1.015e-05,1.032e-05,51389.76,0.5663
2018-09-02,LIZABTC,1.698e-05,1.698e-05,1.025e-05,1.3e-05,64836.33,0.8022
2018-09-01,LIZABTC,1.827e-05,1.86e-05,1.5e-05,1.698e-05,46691.17,0.7708
2018-08-31,LIZABTC,1.86e-05,2.289e-05,1.5e-05,1.827e-05,42084.77,0.7612
2018-08-30,LIZABTC,2.68e-05,2.79e-05,1.702e-05,1.86e-05,153984.63,3.71
