Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume ERUR
2019-05-19,DOGERUR,0.1953,0.205,0.1926,0.2007,1183105.26,236409.55
2019-05-18,DOGERUR,0.187,0.1981,0.181,0.1953,1987128.26,380078.69
2019-05-17,DOGERUR,0.203,0.2045,0.18,0.1861,3070268.24,572242.5
2019-05-16,DOGERUR,0.2149,0.2351,0.191,0.203,6602490.39,1403034.86
2019-05-15,DOGERUR,0.194,0.219,0.19,0.2149,5145183.52,1062890.98
2019-05-14,DOGERUR,0.18,0.208,0.1786,0.194,3575054.23,680526.09
2019-05-13,DOGERUR,0.1731,0.1817,0.169,0.18,3737764.19,651933.46
2019-05-12,DOGERUR,0.1712,0.1879,0.168,0.1747,3223954.3,565872.57
2019-05-11,DOGERUR,0.1685,0.174,0.1642,0.1712,2582423.58,436479.47
2019-05-10,DOGERUR,0.165,0.1708,0.1632,0.1685,2403473.42,402377.74
2019-05-09,DOGERUR,0.1668,0.1715,0.1619,0.165,1674355.5,277879.31
2019-05-08,DOGERUR,0.1635,0.1671,0.1605,0.1668,1592083.13,260743.72
2019-05-07,DOGERUR,0.1657,0.168,0.1648,0.1666,578149.72,96461.2
2019-05-06,DOGERUR,0.171,0.171,0.1637,0.1657,1792358.31,299036.01
2019-05-05,DOGERUR,0.1721,0.1743,0.1676,0.1692,1732724.3,296496.96
2019-05-04,DOGERUR,0.172,0.1732,0.1665,0.1721,1502691.57,256359.15
2019-05-03,DOGERUR,0.1653,0.1732,0.1647,0.172,1361361.68,231640.65
2019-05-02,DOGERUR,0.165,0.1668,0.1634,0.1653,1291244.81,213094.45
2019-05-01,DOGERUR,0.1651,0.1663,0.162,0.165,1242319.04,203532.09
2019-04-30,DOGERUR,0.1626,0.1673,0.1616,0.1651,1217673.63,199280.53
2019-04-29,DOGERUR,0.166,0.17,0.161,0.1626,1126913.54,185543.95
2019-04-28,DOGERUR,0.1689,0.1721,0.1651,0.166,1056868.72,178289.09
2019-04-27,DOGERUR,0.1689,0.171,0.165,0.1699,1000815.59,168171.72
2019-04-26,DOGERUR,0.167,0.1716,0.1626,0.1689,1388364.42,231541.1
2019-04-25,DOGERUR,0.1712,0.1765,0.166,0.167,1727938.03,295453.99
2019-04-24,DOGERUR,0.182,0.183,0.168,0.1712,2212824.78,387288.77
2019-04-23,DOGERUR,0.1847,0.1906,0.181,0.182,2206582.61,407930.95
2019-04-22,DOGERUR,0.1851,0.1861,0.18,0.1847,1236759.69,226447.6
2019-04-21,DOGERUR,0.1911,0.1914,0.18,0.1851,1246865.06,230413.12
2019-04-20,DOGERUR,0.1922,0.195,0.185,0.1925,1410487.57,269015.25
2019-04-19,DOGERUR,0.1952,0.1952,0.189,0.1922,1343194.7,256158.81
2019-04-18,DOGERUR,0.185,0.1986,0.185,0.1937,1642969.09,311183.69
2019-04-17,DOGERUR,0.1885,0.1902,0.185,0.185,943741.32,176365.72
2019-04-16,DOGERUR,0.1912,0.1933,0.186,0.1887,1402839.02,265633.36
2019-04-15,DOGERUR,0.1932,0.1942,0.1895,0.1912,1695409.2,325705.36
2019-04-14,DOGERUR,0.194,0.1968,0.1896,0.1932,1341259.35,257806.55
2019-04-13,DOGERUR,0.1909,0.197,0.19,0.194,1600084.13,309683.05
2019-04-12,DOGERUR,0.1875,0.1956,0.185,0.1909,1475778.95,278814.23
2019-04-11,DOGERUR,0.1965,0.1982,0.1832,0.1875,2390088.09,448151.03
2019-04-10,DOGERUR,0.1909,0.2033,0.1909,0.1965,1854985.74,366947.46
2019-04-09,DOGERUR,0.1963,0.1997,0.1868,0.1909,943662.75,182309.5
2019-04-08,DOGERUR,0.2249,0.226,0.1929,0.1963,12716.2,2635.91
2019-04-07,DOGERUR,0.2293,0.2313,0.2016,0.2249,29629.42,6602.5
2019-04-06,DOGERUR,0.2332,0.2343,0.2223,0.2293,30442.84,7036.83
2019-04-05,DOGERUR,0.2308,0.234,0.2114,0.2332,19559.13,4455.31
2019-04-04,DOGERUR,0.2151,0.2632,0.2075,0.2308,50217.78,12102.36
2019-04-03,DOGERUR,0.1833,0.2369,0.1786,0.2151,16032.26,3446.3
2019-04-02,DOGERUR,0.1574,0.1851,0.1523,0.1833,41156.83,6937.55
2019-04-01,DOGERUR,0.1374,0.165,0.1366,0.1574,149820.82,22280.56
2019-03-31,DOGERUR,0.136,0.1387,0.136,0.1374,27881.08,3832.99
2019-03-30,DOGERUR,0.1367,0.139,0.1356,0.136,4759.02,650.96
2019-03-29,DOGERUR,0.136,0.1375,0.135,0.1367,59647.02,8115.81
2019-03-28,DOGERUR,0.1345,0.137,0.134,0.136,121751.56,16481.31
2019-03-27,DOGERUR,0.133,0.1345,0.133,0.1345,68134.76,9116.21
2019-03-26,DOGERUR,0.133,0.1337,0.1322,0.133,26740.64,3539.88
2019-03-25,DOGERUR,0.1327,0.1337,0.1322,0.133,11293.3,1500.92
2019-03-24,DOGERUR,0.1339,0.134,0.1327,0.1327,25007.42,3325.57
2019-03-23,DOGERUR,0.1339,0.134,0.1327,0.1339,23228.74,3101.87
2019-03-22,DOGERUR,0.1322,0.1339,0.1321,0.1339,126044.26,16680.02
2019-03-21,DOGERUR,0.1321,0.134,0.1321,0.1322,24032.83,3185.14
2019-03-20,DOGERUR,0.134,0.1359,0.132,0.1321,54047.45,7230.9
2019-03-19,DOGERUR,0.133,0.1359,0.133,0.134,10459.68,1404.16
2019-03-18,DOGERUR,0.1341,0.1341,0.133,0.133,390.04,52.18
2019-03-17,DOGERUR,0.1335,0.1341,0.1335,0.1341,16705.68,2232.42
2019-03-16,DOGERUR,0.1323,0.1343,0.132,0.1335,12844.61,1696.38
2019-03-15,DOGERUR,0.1309,0.1328,0.1298,0.1323,2122.79,276.06
2019-03-14,DOGERUR,0.1295,0.1309,0.129,0.1309,3325.12,428.95
2019-03-13,DOGERUR,0.1304,0.1312,0.1288,0.1295,1184.72,154.69
2019-03-12,DOGERUR,0.1271,0.1304,0.1258,0.1304,547.63,69.4
2019-03-11,DOGERUR,0.1285,0.1285,0.1271,0.1271,6142.13,786.22
2019-03-10,DOGERUR,0.129,0.1291,0.1285,0.1285,5389.74,694.75
2019-03-09,DOGERUR,0.1289,0.1304,0.1268,0.129,1226.85,155.78
2019-03-08,DOGERUR,0.1275,0.1289,0.1266,0.1289,280.53,35.74
2019-03-07,DOGERUR,0.1264,0.1281,0.1264,0.1275,4030.85,516.2
2019-03-06,DOGERUR,0.1277,0.1279,0.1264,0.1264,1216.68,154.99
2019-03-05,DOGERUR,0.1269,0.1278,0.1269,0.1277,140.24,17.91
2019-03-04,DOGERUR,0.1313,0.1313,0.1269,0.1269,1810.22,231.17
2019-03-03,DOGERUR,0.132,0.132,0.131,0.1313,5621.54,738.03
2019-03-02,DOGERUR,0.13,0.132,0.13,0.132,2.57,0.3396
2019-03-01,DOGERUR,0.13,0.1306,0.1288,0.13,47.17,6.12
2019-02-28,DOGERUR,0.1312,0.1315,0.1298,0.13,31515.43,4113.04
2019-02-27,DOGERUR,0.1309,0.1312,0.13,0.1312,7856.91,1021.42
2019-02-26,DOGERUR,0.1325,0.1335,0.1309,0.1309,523.99,68.61
2019-02-25,DOGERUR,0.1301,0.1325,0.1301,0.1325,11.31,1.49
2019-02-24,DOGERUR,0.1351,0.1366,0.1301,0.1301,7262.04,981.13
2019-02-23,DOGERUR,0.1333,0.1363,0.1332,0.1351,2260.77,302.78
2019-02-22,DOGERUR,0.133,0.1336,0.132,0.1333,5782.92,767.14
2019-02-21,DOGERUR,0.1344,0.1344,0.1326,0.133,10.68,1.42
2019-02-20,DOGERUR,0.1353,0.1365,0.1326,0.1344,1205.95,162.4
2019-02-19,DOGERUR,0.1353,0.1375,0.1333,0.1353,850609.79,115021.15
2019-02-18,DOGERUR,0.1331,0.144,0.1308,0.1353,2149460.14,291481.25
2019-02-17,DOGERUR,0.1278,0.1349,0.1269,0.1331,1600068.67,211530.92
2019-02-16,DOGERUR,0.1273,0.13,0.126,0.1278,1297128.08,166195.34
2019-02-15,DOGERUR,0.1268,0.13,0.1248,0.1273,1776901.63,225901.64
2019-02-14,DOGERUR,0.1242,0.1285,0.1231,0.1268,2252798.84,281269.49
2019-02-13,DOGERUR,0.1216,0.1253,0.1216,0.1242,2070477.14,256318.42
2019-02-12,DOGERUR,0.1221,0.124,0.1207,0.1216,1874353.85,229527.67
2019-02-11,DOGERUR,0.124,0.124,0.1217,0.1221,1586601.57,194681.8
2019-02-10,DOGERUR,0.1244,0.126,0.119,0.124,2155124.63,265381.72
2019-02-09,DOGERUR,0.1275,0.1285,0.1225,0.1244,1538745.52,190859.76
2019-02-08,DOGERUR,0.1189,0.1284,0.1175,0.1275,2198371.76,268981.61
2019-02-07,DOGERUR,0.1152,0.119,0.1144,0.1189,2105443.97,246899.58
2019-02-06,DOGERUR,0.1215,0.122,0.1152,0.1152,1939242.87,229601.26
2019-02-05,DOGERUR,0.1248,0.1259,0.12,0.1215,1962870.23,241443.03
2019-02-04,DOGERUR,0.1261,0.1272,0.1247,0.1248,1900732.77,238957.2
2019-02-03,DOGERUR,0.1266,0.1275,0.126,0.1261,2110624.59,267126.05
2019-02-02,DOGERUR,0.1278,0.13,0.1256,0.1266,1666682.38,212405.81
2019-02-01,DOGERUR,0.126,0.128,0.12,0.1278,1200281.25,151402.77
2019-01-31,DOGERUR,0.1287,0.1295,0.1256,0.126,1723018.52,219299.35
2019-01-30,DOGERUR,0.1294,0.131,0.1261,0.1287,1581134.72,202953.22
2019-01-29,DOGERUR,0.1302,0.1329,0.1255,0.1294,2184510.94,283057.73
2019-01-28,DOGERUR,0.1359,0.139,0.1302,0.1302,5182521.64,701054.71
2019-01-27,DOGERUR,0.1365,0.1374,0.1359,0.1359,1445134.84,197786.41
2019-01-26,DOGERUR,0.137,0.1396,0.135,0.1365,1955851.32,268035.15
2019-01-25,DOGERUR,0.1379,0.1384,0.1355,0.137,1563141.94,213716.89
2019-01-24,DOGERUR,0.1376,0.1386,0.135,0.1379,1317705.45,180497.62
2019-01-23,DOGERUR,0.1395,0.1407,0.1374,0.1376,3460807.77,479916.53
2019-01-22,DOGERUR,0.1401,0.1414,0.1384,0.1395,1965674.16,274215.24
2019-01-21,DOGERUR,0.141,0.1434,0.1388,0.1401,1215322.21,170281.53
2019-01-20,DOGERUR,0.1448,0.1464,0.138,0.141,1888427.85,267971.3
2019-01-19,DOGERUR,0.1395,0.1485,0.1374,0.1448,2283340.05,322281.98
2019-01-18,DOGERUR,0.1432,0.1434,0.1387,0.1395,1790679.06,251715.73
2019-01-17,DOGERUR,0.1433,0.145,0.1401,0.1432,1987632.38,282643.95
2019-01-16,DOGERUR,0.1429,0.1444,0.14,0.1433,1963847.46,279138.34
2019-01-15,DOGERUR,0.1469,0.1492,0.141,0.1429,2625825.32,377566.71
2019-01-14,DOGERUR,0.143,0.1481,0.143,0.1469,1567524.34,228464.64
2019-01-13,DOGERUR,0.1493,0.1497,0.143,0.143,2097219.34,305836.82
2019-01-12,DOGERUR,0.1479,0.1514,0.1461,0.1493,2087716.53,309685.38
2019-01-11,DOGERUR,0.15,0.1533,0.1462,0.1479,2063124.62,306934.58
2019-01-10,DOGERUR,0.155,0.1579,0.1456,0.15,5274745.1,790777.97
2019-01-09,DOGERUR,0.1544,0.158,0.1518,0.155,3493618.58,539948.77
2019-01-08,DOGERUR,0.1584,0.1584,0.1535,0.1544,2492026.32,385529.97
2019-01-07,DOGERUR,0.1604,0.162,0.155,0.1584,2832252.75,448819.15
2019-01-06,DOGERUR,0.1605,0.1653,0.157,0.1604,2657802.7,429564.01
2019-01-05,DOGERUR,0.164,0.1654,0.157,0.1605,2328562.53,376548.72
2019-01-04,DOGERUR,0.1661,0.1673,0.161,0.164,2167442.04,355339.12
2019-01-03,DOGERUR,0.17,0.1712,0.1656,0.1661,2102516.97,352086.7
2019-01-02,DOGERUR,0.1697,0.172,0.1665,0.17,2291204.92,386931.07
2019-01-01,DOGERUR,0.1675,0.171,0.1655,0.1697,1630950.3,274152.82
2018-12-31,DOGERUR,0.1689,0.1694,0.1645,0.1675,1722443.3,287026.94
2018-12-30,DOGERUR,0.1642,0.1697,0.1624,0.1689,1674387.86,279779.51
2018-12-29,DOGERUR,0.1682,0.1718,0.1628,0.1642,1922873.28,321552.88
2018-12-28,DOGERUR,0.1661,0.1741,0.1597,0.1682,3449781.35,572096.33
2018-12-27,DOGERUR,0.1667,0.1701,0.1616,0.1661,3248226.84,539646.08
2018-12-26,DOGERUR,0.1694,0.1718,0.1655,0.1667,5159323.42,870704.91
2018-12-25,DOGERUR,0.177,0.1785,0.165,0.1694,5555501.44,939933.71
2018-12-24,DOGERUR,0.1777,0.1862,0.1743,0.177,8797451.04,1580342.16
2018-12-23,DOGERUR,0.1738,0.18,0.1704,0.1777,7605554.68,1342096.43
2018-12-22,DOGERUR,0.175,0.18,0.165,0.1738,4173442.5,716916.06
2018-12-21,DOGERUR,0.1876,0.19,0.1729,0.175,5314593.51,972363.37
2018-12-20,DOGERUR,0.1889,0.1927,0.1756,0.1876,4006568.34,739013.57
2018-12-19,DOGERUR,0.176,0.2013,0.172,0.1889,5450419.11,1028151.79
2018-12-18,DOGERUR,0.178,0.1835,0.1683,0.176,4026400.89,706288.14
2018-12-17,DOGERUR,0.148,0.195,0.1468,0.178,5135007.56,808466.11
2018-12-16,DOGERUR,0.1479,0.1498,0.1451,0.148,1951545.39,287922.68
2018-12-15,DOGERUR,0.1496,0.1512,0.145,0.1479,2160387.16,320828.85
2018-12-14,DOGERUR,0.1517,0.152,0.1485,0.1496,3561259.78,534065.0
2018-12-13,DOGERUR,0.1502,0.152,0.148,0.1517,3289777.53,492816.75
2018-12-12,DOGERUR,0.1476,0.1521,0.144,0.1502,3232200.07,483655.43
2018-12-11,DOGERUR,0.1493,0.1512,0.1475,0.1476,1731489.06,258374.46
2018-12-10,DOGERUR,0.1519,0.1528,0.148,0.1493,1768186.26,265151.69
2018-12-09,DOGERUR,0.1556,0.156,0.1461,0.1519,2640372.16,397701.58
2018-12-08,DOGERUR,0.1527,0.16,0.1501,0.1556,2123964.73,327112.25
2018-12-07,DOGERUR,0.1622,0.1627,0.1507,0.1527,5720271.87,891079.07
2018-12-06,DOGERUR,0.159,0.1633,0.154,0.1622,2910603.99,460708.52
2018-12-05,DOGERUR,0.1618,0.1619,0.157,0.159,2891787.05,459107.67
2018-12-04,DOGERUR,0.1571,0.1618,0.155,0.1618,2744494.5,435139.51
2018-12-03,DOGERUR,0.16,0.1619,0.1551,0.1571,1677596.24,265882.65
2018-12-02,DOGERUR,0.1617,0.1623,0.157,0.16,1325176.57,212058.26
2018-12-01,DOGERUR,0.1613,0.1639,0.1581,0.1617,2119252.62,341315.26
2018-11-30,DOGERUR,0.16,0.17,0.1556,0.1613,3260574.11,526980.83
2018-11-29,DOGERUR,0.1581,0.166,0.154,0.16,4258619.99,684478.84
2018-11-28,DOGERUR,0.1485,0.1635,0.1468,0.1581,4283808.87,656388.7
2018-11-27,DOGERUR,0.1514,0.1522,0.144,0.1485,2958699.85,433402.16
2018-11-26,DOGERUR,0.157,0.1587,0.1474,0.1514,3029722.14,463066.67
2018-11-25,DOGERUR,0.16,0.2,0.15,0.157,3665592.96,587111.5
2018-11-24,DOGERUR,0.166,0.171,0.157,0.16,2156993.66,353414.16
2018-11-23,DOGERUR,0.1686,0.17,0.16,0.166,1500761.9,245765.2
2018-11-22,DOGERUR,0.1713,0.1743,0.164,0.1686,2589258.62,436697.18
2018-11-21,DOGERUR,0.1553,0.175,0.1526,0.1713,2166937.45,351405.39
2018-11-20,DOGERUR,0.1701,0.1726,0.15,0.1553,4105500.32,655251.06
2018-11-19,DOGERUR,0.184,0.1893,0.166,0.1701,2695327.68,478303.08
2018-11-18,DOGERUR,0.1865,0.1883,0.18,0.184,1738588.18,318652.71
2018-11-17,DOGERUR,0.1983,0.1984,0.1825,0.1865,1273835.96,237251.28
2018-11-16,DOGERUR,0.2,0.2025,0.19,0.1983,1630539.15,318142.15
2018-11-15,DOGERUR,0.1999,0.2058,0.1801,0.2,2586182.74,492819.04
2018-11-14,DOGERUR,0.2,0.2085,0.19,0.1999,3672767.16,713598.7
2018-11-13,DOGERUR,0.2082,0.2098,0.2,0.2,2592402.25,529019.78
2018-11-12,DOGERUR,0.215,0.2176,0.2027,0.2082,2473937.3,510113.3
2018-11-11,DOGERUR,0.2275,0.2292,0.2114,0.215,1655760.93,356110.66
2018-11-10,DOGERUR,0.2105,0.2333,0.2073,0.2275,3145112.18,691423.0
2018-11-09,DOGERUR,0.2236,0.2254,0.2043,0.2105,2078965.75,440616.8
2018-11-08,DOGERUR,0.2395,0.2398,0.2154,0.2236,3000154.15,675116.29
2018-11-07,DOGERUR,0.2441,0.2499,0.233,0.2395,1682814.76,401601.78
2018-11-06,DOGERUR,0.24,0.2503,0.2386,0.2441,2406141.47,584121.43
2018-11-05,DOGERUR,0.2459,0.2482,0.2386,0.24,2299905.09,555843.08
2018-11-04,DOGERUR,0.2492,0.2523,0.2435,0.2459,2527343.92,627546.29
2018-11-03,DOGERUR,0.2556,0.2556,0.248,0.2492,2330012.79,584662.61
2018-11-02,DOGERUR,0.2548,0.2558,0.2486,0.2556,1390801.57,350478.46
2018-11-01,DOGERUR,0.2524,0.2551,0.2462,0.2548,1784038.86,450881.15
2018-10-31,DOGERUR,0.2622,0.2625,0.25,0.2524,1863716.88,479526.76
2018-10-30,DOGERUR,0.2595,0.2636,0.2538,0.2622,2475126.31,642857.38
2018-10-29,DOGERUR,0.2711,0.2713,0.2548,0.2595,1744055.38,453670.35
2018-10-28,DOGERUR,0.2819,0.2819,0.2645,0.2711,1665988.48,453506.32
2018-10-27,DOGERUR,0.2685,0.2851,0.2676,0.2819,2938235.08,816372.99
2018-10-26,DOGERUR,0.25,0.27,0.2452,0.2685,1649414.04,423193.02
2018-10-25,DOGERUR,0.2606,0.2626,0.2447,0.25,2496319.77,629097.24
2018-10-24,DOGERUR,0.2756,0.2823,0.2548,0.2606,2404816.62,630802.57
2018-10-23,DOGERUR,0.2919,0.293,0.271,0.2756,2885877.02,812311.77
2018-10-22,DOGERUR,0.302,0.304,0.2881,0.2919,1643738.35,485245.14
2018-10-21,DOGERUR,0.307,0.3092,0.2973,0.302,2234906.4,679918.24
2018-10-20,DOGERUR,0.3058,0.31,0.2971,0.307,2060455.9,626171.82
2018-10-19,DOGERUR,0.2915,0.3116,0.2826,0.3058,2111038.45,628432.73
2018-10-18,DOGERUR,0.3054,0.3139,0.2855,0.2915,2336685.79,696730.37
2018-10-17,DOGERUR,0.3354,0.3371,0.2979,0.3054,3173030.79,1001666.1
2018-10-16,DOGERUR,0.3514,0.3526,0.3314,0.3354,2026779.23,687585.6
2018-10-15,DOGERUR,0.364,0.366,0.3437,0.3514,2249009.14,795891.38
2018-10-14,DOGERUR,0.3627,0.3717,0.3611,0.364,1798212.31,656671.16
2018-10-13,DOGERUR,0.3694,0.3722,0.36,0.3627,1691850.14,617154.23
2018-10-12,DOGERUR,0.3493,0.3706,0.345,0.3694,1584299.25,578533.63
2018-10-11,DOGERUR,0.3769,0.3845,0.34,0.3493,2097265.06,766709.68
2018-10-10,DOGERUR,0.3752,0.3833,0.3732,0.3769,1538488.21,580485.98
2018-10-09,DOGERUR,0.3751,0.382,0.3709,0.3752,1229117.09,463784.16
2018-10-08,DOGERUR,0.3756,0.3817,0.37,0.3751,1158402.8,437064.04
2018-10-07,DOGERUR,0.3788,0.3816,0.37,0.3756,1251695.04,471407.92
2018-10-06,DOGERUR,0.3817,0.384,0.3742,0.3788,1172160.83,443041.37
2018-10-05,DOGERUR,0.3787,0.3872,0.3747,0.3817,1373724.59,523864.97
2018-10-04,DOGERUR,0.3834,0.386,0.374,0.3787,1822978.89,692864.77
2018-10-03,DOGERUR,0.3916,0.3963,0.383,0.3834,2094697.12,812244.32
2018-10-02,DOGERUR,0.3968,0.3996,0.389,0.3916,998912.34,393507.47
2018-10-01,DOGERUR,0.3945,0.4043,0.393,0.3968,1405109.1,558937.96
2018-09-30,DOGERUR,0.3996,0.3998,0.3926,0.3945,1266056.54,501962.28
2018-09-29,DOGERUR,0.395,0.4,0.39,0.3996,1455500.14,578030.01
2018-09-28,DOGERUR,0.3982,0.404,0.3908,0.395,1439463.84,569878.85
2018-09-27,DOGERUR,0.3928,0.406,0.3888,0.3982,1643590.19,651257.39
2018-09-26,DOGERUR,0.3972,0.4004,0.3883,0.3928,1480022.67,584166.96
2018-09-25,DOGERUR,0.3882,0.4068,0.3848,0.3972,1518530.26,599377.46
2018-09-24,DOGERUR,0.4063,0.42,0.3824,0.3882,2411542.97,948032.9
2018-09-23,DOGERUR,0.3956,0.4093,0.3893,0.4063,1765132.96,703163.17
2018-09-22,DOGERUR,0.3846,0.4005,0.3772,0.3956,1471796.37,573966.66
2018-09-21,DOGERUR,0.3949,0.4,0.3765,0.3846,2118331.54,824894.32
2018-09-20,DOGERUR,0.3888,0.425,0.3854,0.3949,2277707.53,901576.66
2018-09-19,DOGERUR,0.4156,0.4202,0.374,0.3888,3949837.74,1547389.69
2018-09-18,DOGERUR,0.4454,0.4498,0.404,0.4156,2846781.19,1233625.67
2018-09-17,DOGERUR,0.4567,0.46,0.4345,0.4454,1638775.88,731406.52
2018-09-16,DOGERUR,0.4373,0.4578,0.435,0.4567,1875497.42,841269.39
2018-09-15,DOGERUR,0.4357,0.4411,0.4207,0.4373,2507583.63,1093234.09
2018-09-14,DOGERUR,0.463,0.4708,0.4292,0.4357,3793305.46,1680445.36
2018-09-13,DOGERUR,0.4637,0.4783,0.4544,0.463,3072014.34,1433202.02
2018-09-12,DOGERUR,0.4569,0.47,0.4445,0.4637,3330180.04,1529915.84
2018-09-11,DOGERUR,0.5,0.511,0.4335,0.4569,6974721.36,3282223.5
2018-09-10,DOGERUR,0.428,0.5,0.4237,0.5,7460139.22,3453868.87
2018-09-09,DOGERUR,0.4145,0.4296,0.412,0.428,5494719.97,2311205.73
2018-09-08,DOGERUR,0.3859,0.4284,0.3835,0.4145,6758961.06,2768858.86
2018-09-07,DOGERUR,0.3595,0.3967,0.3553,0.3859,6181393.7,2341587.42
2018-09-06,DOGERUR,0.3498,0.3608,0.3342,0.3595,5638315.95,1989266.48
2018-09-05,DOGERUR,0.3601,0.3776,0.3336,0.3498,5766267.3,2033574.31
2018-09-04,DOGERUR,0.355,0.3631,0.3382,0.3601,4924557.41,1726059.49
2018-09-03,DOGERUR,0.3354,0.3703,0.3334,0.355,6385782.99,2262202.87
2018-09-02,DOGERUR,0.4208,0.4409,0.3,0.3354,7595063.21,2676020.5
2018-09-01,DOGERUR,0.3187,0.4539,0.2812,0.4208,16183388.02,5989437.07
2018-08-31,DOGERUR,0.2137,0.3205,0.2137,0.3187,17870236.35,4668933.97
2018-08-30,DOGERUR,0.1775,0.2159,0.1762,0.2137,16708588.49,3379218.09
2018-08-29,DOGERUR,0.1802,0.181,0.1698,0.1775,6926060.07,1219868.92
2018-08-28,DOGERUR,0.1635,0.181,0.163,0.1802,6308665.98,1073148.13
2018-08-27,DOGERUR,0.163,0.1646,0.1621,0.1635,3044437.96,496081.24
2018-08-26,DOGERUR,0.1647,0.1647,0.1619,0.163,1762614.17,286948.0
2018-08-25,DOGERUR,0.1638,0.167,0.16,0.1647,3847157.65,626979.76
2018-08-24,DOGERUR,0.1637,0.1677,0.158,0.1638,3520004.51,572606.44
2018-08-23,DOGERUR,0.1626,0.1646,0.161,0.1637,1665742.07,270798.35
2018-08-22,DOGERUR,0.164,0.1687,0.1626,0.1626,3596452.92,596975.12
2018-08-21,DOGERUR,0.1637,0.1649,0.16,0.164,2471146.15,404193.41
