Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume RUR
2018-08-21 12-PM,ETCRUR,865.69,868.91,861.02,867.92,14.34,12376.37
2018-08-21 11-AM,ETCRUR,870,875.95,862.67,865.69,9.42,8193.43
2018-08-21 10-AM,ETCRUR,861,875.95,861,870,23.64,20595.29
2018-08-21 09-AM,ETCRUR,863.01,863.01,856.01,861,16.22,13936.25
2018-08-21 08-AM,ETCRUR,863.87,869.29,854,863.01,25.72,22065.0
2018-08-21 07-AM,ETCRUR,854.44,870.99,854.44,863.87,23.88,20753.51
2018-08-21 06-AM,ETCRUR,856.96,862.73,853.46,854.44,6.42,5509.2
2018-08-21 05-AM,ETCRUR,855,867.1,851.83,856.96,23.57,20170.43
2018-08-21 04-AM,ETCRUR,860,863.87,851.11,855,7.12,6069.08
2018-08-21 03-AM,ETCRUR,869.47,869.47,860,860,1.44,1238.37
2018-08-21 02-AM,ETCRUR,870.99,870.99,860.05,869.47,53.84,46879.75
2018-08-21 01-AM,ETCRUR,871,871,870.99,870.99,17.83,15531.54
2018-08-21 12-AM,ETCRUR,878.41,878.41,871,871,1.26,1096.46
2018-08-20 11-PM,ETCRUR,890.8,890.8,871,878.41,40.58,35994.1
2018-08-20 10-PM,ETCRUR,890.8,896.41,890.8,890.8,11.77,10515.21
2018-08-20 09-PM,ETCRUR,890.8,890.8,890.8,890.8,9.35,8332.8
2018-08-20 08-PM,ETCRUR,890.8,895,890.8,890.8,8.62,7680.91
2018-08-20 07-PM,ETCRUR,885,891,885,890.8,19.82,17658.24
2018-08-20 06-PM,ETCRUR,890,894.22,885,885,5.22,4635.81
2018-08-20 05-PM,ETCRUR,896.41,896.41,878,890,11.92,10516.86
2018-08-20 04-PM,ETCRUR,904,904,880,896.41,47.25,41988.11
2018-08-20 03-PM,ETCRUR,889.11,904,889.11,904,31.96,28788.23
2018-08-20 02-PM,ETCRUR,882.93,889.11,877.16,889.11,34.78,30621.54
2018-08-20 01-PM,ETCRUR,889.32,890,870.19,882.93,40.96,36005.67
2018-08-20 12-PM,ETCRUR,882.33,899.95,882.33,889.32,13.82,12276.24
2018-08-20 11-AM,ETCRUR,891.09,892.26,882.12,882.33,18.41,16257.42
2018-08-20 10-AM,ETCRUR,900.14,900.14,882,891.09,13.78,12162.19
2018-08-20 09-AM,ETCRUR,884.03,900.14,875,900.14,26.03,23006.95
2018-08-20 08-AM,ETCRUR,892.98,900.14,884.03,884.03,41.85,37229.46
2018-08-20 07-AM,ETCRUR,892.98,904.4,892.98,892.98,11.31,10134.43
2018-08-20 06-AM,ETCRUR,900,905,892.98,892.98,11.46,10278.88
2018-08-20 05-AM,ETCRUR,902,909,892.98,900,16.15,14534.76
2018-08-20 04-AM,ETCRUR,906.5,913.77,902,902,23.49,21195.8
2018-08-20 03-AM,ETCRUR,906.23,918.37,906.23,906.5,5.07,4591.4
2018-08-20 02-AM,ETCRUR,920.73,923.6,906.23,906.23,16.34,15031.71
2018-08-20 01-AM,ETCRUR,920.73,920.73,920.73,920.73,14.69,13521.36
2018-08-20 12-AM,ETCRUR,908.79,920.73,902.07,920.73,5.93,5391.19
2018-08-19 11-PM,ETCRUR,908.79,908.79,900.2,908.79,0.5088,458.03
2018-08-19 10-PM,ETCRUR,910,914.37,901.51,908.79,9.53,8641.23
2018-08-19 09-PM,ETCRUR,907.3,910,907.3,910,0.2175,197.94
2018-08-19 08-PM,ETCRUR,910.06,920.73,900.62,907.3,18.02,16386.02
2018-08-19 07-PM,ETCRUR,908,918.69,900.18,910.06,8.7,7882.21
2018-08-19 06-PM,ETCRUR,913.43,913.43,901.1,908,25.8,23289.52
2018-08-19 05-PM,ETCRUR,913.43,913.43,901.02,913.43,17.62,16080.77
2018-08-19 04-PM,ETCRUR,906.16,913.43,900,913.43,62.84,57171.97
2018-08-19 03-PM,ETCRUR,926.03,926.03,906.15,906.16,31.89,28915.72
2018-08-19 02-PM,ETCRUR,908.2,926.03,908.2,926.03,21.36,19687.17
2018-08-19 01-PM,ETCRUR,906.05,913.27,899.02,908.2,32.26,29181.01
2018-08-19 12-PM,ETCRUR,912.26,913.27,898.84,906.05,12.47,11329.3
2018-08-19 11-AM,ETCRUR,904.19,913,892.98,912.26,8.3,7468.62
2018-08-19 10-AM,ETCRUR,907.99,908,897,904.19,13.29,11959.62
2018-08-19 09-AM,ETCRUR,908.33,908.33,901.1,907.99,50.77,45790.08
2018-08-19 08-AM,ETCRUR,908.18,912.26,901.1,908.33,33.86,30572.52
2018-08-19 07-AM,ETCRUR,901.15,913.14,901,908.18,6.81,6140.3
2018-08-19 06-AM,ETCRUR,900.28,901.15,892.5,901.15,3.19,2871.14
2018-08-19 05-AM,ETCRUR,890.01,900.76,890.01,900.28,5.07,4541.89
2018-08-19 04-AM,ETCRUR,897.13,897.13,890.01,890.01,3.25,2888.99
2018-08-19 03-AM,ETCRUR,902.68,902.68,890,897.13,25.69,22863.49
2018-08-19 02-AM,ETCRUR,907.22,907.22,895.5,902.68,0.1089,97.53
2018-08-19 01-AM,ETCRUR,913.16,913.16,890,907.22,8.47,7559.38
2018-08-19 12-AM,ETCRUR,910,913.16,897.55,913.16,12.36,11127.33
2018-08-18 11-PM,ETCRUR,906,915,906,910,2.91,2645.09
2018-08-18 10-PM,ETCRUR,901,915,901,906,6.48,5876.86
2018-08-18 09-PM,ETCRUR,897.14,904.7,887,901,17.64,15905.11
2018-08-18 08-PM,ETCRUR,897.14,904.7,890,897.14,5.39,4833.47
2018-08-18 07-PM,ETCRUR,899.59,900,887,897.14,5.72,5126.13
2018-08-18 06-PM,ETCRUR,890.08,904.7,887,899.59,6.81,6115.81
2018-08-18 05-PM,ETCRUR,897.33,897.33,883,890.08,17.43,15482.11
2018-08-18 04-PM,ETCRUR,920,925,890.19,897.33,104.82,94838.01
2018-08-18 03-PM,ETCRUR,947.62,947.62,916.32,920,52.19,48507.1
2018-08-18 02-PM,ETCRUR,947.51,954,932.59,947.62,26.42,24944.93
2018-08-18 01-PM,ETCRUR,955.12,957.61,947.51,947.51,47.93,45630.96
2018-08-18 12-PM,ETCRUR,951,958.13,950,955.12,68.48,65258.31
2018-08-18 11-AM,ETCRUR,946.51,951.2,946.51,951,29.65,28119.2
2018-08-18 10-AM,ETCRUR,939,946.51,931.6,946.51,24.52,22955.7
2018-08-18 09-AM,ETCRUR,939,939,931.6,939,12.97,12111.28
2018-08-18 08-AM,ETCRUR,938.99,939,931.19,939,18.09,16874.58
2018-08-18 07-AM,ETCRUR,940.47,947.53,931.19,938.99,27.87,26107.0
2018-08-18 06-AM,ETCRUR,958.28,958.28,940.47,940.47,22.53,21309.38
2018-08-18 05-AM,ETCRUR,952.56,958.61,942.01,958.28,5.42,5111.3
2018-08-18 04-AM,ETCRUR,960.05,960.05,935,952.56,18.69,17726.46
2018-08-18 03-AM,ETCRUR,968.35,968.35,952.56,960.05,33.41,31842.39
2018-08-18 02-AM,ETCRUR,962.64,968.6,956.13,968.35,0.6459,622.97
2018-08-18 01-AM,ETCRUR,967.92,977.41,952.56,962.64,14.69,14066.28
2018-08-18 12-AM,ETCRUR,972.05,975,955.26,967.92,3.15,3062.75
2018-08-17 11-PM,ETCRUR,979.26,979.26,955,972.05,8.36,8011.68
2018-08-17 10-PM,ETCRUR,969.05,979.26,948.3,979.26,28.2,26854.71
2018-08-17 09-PM,ETCRUR,955.68,969.05,948.23,969.05,5.34,5079.68
2018-08-17 08-PM,ETCRUR,969.29,977.83,955.68,955.68,64.15,62021.93
2018-08-17 07-PM,ETCRUR,967.65,979.78,967.65,969.29,22.41,21803.65
2018-08-17 06-PM,ETCRUR,972,979.78,961.44,967.65,13.8,13336.46
2018-08-17 05-PM,ETCRUR,936.06,972.67,936.06,972,93.61,89900.81
2018-08-17 04-PM,ETCRUR,942.51,944.35,934.2,936.06,5.98,5600.89
2018-08-17 03-PM,ETCRUR,931,949.1,931,942.51,55.22,51790.55
2018-08-17 02-PM,ETCRUR,939.98,939.98,931,931,38.4,35836.56
2018-08-17 01-PM,ETCRUR,930,939.99,930,939.98,9.02,8425.88
2018-08-17 12-PM,ETCRUR,931.1,935.89,930,930,17.21,16017.8
2018-08-17 11-AM,ETCRUR,932.33,935.7,930,931.1,10.16,9461.55
2018-08-17 10-AM,ETCRUR,930.5,945,930,932.33,39.57,37151.77
2018-08-17 09-AM,ETCRUR,930.5,940.02,930,930.5,43.72,40812.99
2018-08-17 08-AM,ETCRUR,946.04,946.04,930,930.5,27.23,25447.92
2018-08-17 07-AM,ETCRUR,926,946.04,926,946.04,42.62,39804.69
2018-08-17 06-AM,ETCRUR,926,932.81,926,926,11.9,11022.02
2018-08-17 05-AM,ETCRUR,927.4,934.8,925,926,28.24,26143.34
2018-08-17 04-AM,ETCRUR,934.87,937.78,925.53,927.4,17.72,16430.61
2018-08-17 03-AM,ETCRUR,937.78,937.78,924.31,934.87,14.88,13860.37
2018-08-17 02-AM,ETCRUR,918,945.52,907.97,937.78,7.51,6968.81
2018-08-17 01-AM,ETCRUR,924.55,930.3,909,918,4.74,4353.2
2018-08-17 12-AM,ETCRUR,961.14,961.14,907.97,924.55,62.4,58048.69
2018-08-16 11-PM,ETCRUR,946,961.14,934,961.14,25.23,23821.28
2018-08-16 10-PM,ETCRUR,984.99,985,945.14,946,58.7,56675.91
2018-08-16 09-PM,ETCRUR,1002.97,1002.97,960,984.99,35.73,34737.66
2018-08-16 08-PM,ETCRUR,1011.65,1013,986.6,1002.97,38.37,38446.93
2018-08-16 07-PM,ETCRUR,992.59,1011.65,990,1011.65,90.82,90730.44
2018-08-16 06-PM,ETCRUR,996.94,999.9,986,992.59,76.26,75566.13
2018-08-16 05-PM,ETCRUR,950.85,1000,945.14,996.94,349.55,344484.17
2018-08-16 04-PM,ETCRUR,940.36,950.85,938.99,950.85,91.16,85893.85
2018-08-16 03-PM,ETCRUR,952.62,953.8,940.36,940.36,34.56,32672.63
2018-08-16 02-PM,ETCRUR,940,966.35,930.2,952.62,116.09,110856.85
2018-08-16 01-PM,ETCRUR,929.4,948.07,915.48,940,110.59,102597.42
2018-08-16 12-PM,ETCRUR,943.35,948.93,910.45,929.4,82.6,77291.71
2018-08-16 11-AM,ETCRUR,938.64,948.61,938.64,943.35,71.66,67347.11
2018-08-16 10-AM,ETCRUR,943.18,948.61,935.68,938.64,28.41,26708.19
2018-08-16 09-AM,ETCRUR,956.21,965,931,943.18,105.84,100222.79
2018-08-16 08-AM,ETCRUR,941,961.22,941,956.21,101.06,96204.13
2018-08-16 07-AM,ETCRUR,963.52,969,941,941,67.85,64905.25
2018-08-16 06-AM,ETCRUR,957,963.52,941.16,963.52,79.96,76076.25
2018-08-16 05-AM,ETCRUR,934.98,960,918.27,957,54.35,51433.31
2018-08-16 04-AM,ETCRUR,923.01,934.98,915,934.98,29.46,27075.24
2018-08-16 03-AM,ETCRUR,923.94,932,916.6,923.01,26.92,24917.91
2018-08-16 02-AM,ETCRUR,940.11,940.11,911.86,923.94,90.36,83021.56
2018-08-16 01-AM,ETCRUR,970,970,937,940.11,29.69,28261.39
2018-08-16 12-AM,ETCRUR,913.19,970,910,970,108.28,102417.55
2018-08-15 11-PM,ETCRUR,835.3,913.19,835.3,913.19,65.09,57156.59
2018-08-15 10-PM,ETCRUR,859.49,859.49,835.3,835.3,0.1209,101.0
2018-08-15 09-PM,ETCRUR,825.17,859.49,825.17,859.49,4.66,3873.98
2018-08-15 08-PM,ETCRUR,837.48,837.48,824.23,825.17,21.83,18013.27
2018-08-15 07-PM,ETCRUR,839.64,850,830.1,837.48,69.04,57981.42
2018-08-15 06-PM,ETCRUR,830,843.03,824.23,839.64,26.45,22099.71
2018-08-15 05-PM,ETCRUR,834.16,871,830,830,79.0,66182.59
2018-08-15 04-PM,ETCRUR,836,850,821,834.16,47.27,39352.64
2018-08-15 03-PM,ETCRUR,817.5,850,817.5,836,85.7,71029.57
2018-08-15 02-PM,ETCRUR,809.01,817.5,809.01,817.5,16.44,13403.18
2018-08-15 01-PM,ETCRUR,811,813.02,809.01,809.01,2.6,2103.31
2018-08-15 12-PM,ETCRUR,816.92,823.04,806,811,56.65,46096.09
2018-08-15 11-AM,ETCRUR,812,818.51,812,816.92,64.22,52175.1
2018-08-15 10-AM,ETCRUR,818,818.51,812,812,99.64,81056.27
2018-08-15 09-AM,ETCRUR,812,820.9,812,818,30.79,25131.81
2018-08-15 08-AM,ETCRUR,826.56,826.56,812,812,162.57,133717.23
2018-08-15 07-AM,ETCRUR,813.47,832.62,813.47,826.56,28.72,23717.81
2018-08-15 06-AM,ETCRUR,800,825.28,797.42,813.47,53.92,43782.63
2018-08-15 05-AM,ETCRUR,809,815.54,800,800,60.92,49133.13
2018-08-15 04-AM,ETCRUR,826.57,826.57,806.01,809,6.31,5127.41
2018-08-15 03-AM,ETCRUR,825.2,852.53,820,826.57,18.26,15104.06
2018-08-15 02-AM,ETCRUR,850.02,852.55,825.1,825.2,10.56,8896.16
2018-08-15 01-AM,ETCRUR,836.25,850.02,825,850.02,7.54,6258.07
2018-08-15 12-AM,ETCRUR,789.9,853.4,789.9,836.25,131.2,109823.55
2018-08-14 11-PM,ETCRUR,765.68,789.9,765.68,789.9,3.91,3045.86
2018-08-14 10-PM,ETCRUR,765.74,768.35,756.16,765.68,1.01,761.75
2018-08-14 09-PM,ETCRUR,762.24,766.98,756,765.74,32.72,24826.99
2018-08-14 08-PM,ETCRUR,763.1,774.16,756,762.24,66.11,50754.72
2018-08-14 07-PM,ETCRUR,757,817,751,763.1,84.22,64289.05
2018-08-14 06-PM,ETCRUR,752.5,760,750.2,757,65.56,49481.96
2018-08-14 05-PM,ETCRUR,782.8,795.4,750,752.5,233.95,181585.12
2018-08-14 04-PM,ETCRUR,807.6,817,782.8,782.8,48.1,38739.44
2018-08-14 03-PM,ETCRUR,802.2,808.61,782.8,807.6,73.48,58688.69
2018-08-14 02-PM,ETCRUR,819.08,835,802.2,802.2,161.06,131007.72
2018-08-14 01-PM,ETCRUR,812,836,812,819.08,49.53,40917.12
2018-08-14 12-PM,ETCRUR,807.01,820,804.56,812,61.09,49616.19
2018-08-14 11-AM,ETCRUR,811,811,807.01,807.01,12.73,10320.23
2018-08-14 10-AM,ETCRUR,824.36,837.48,811,811,47.41,39025.91
2018-08-14 09-AM,ETCRUR,824.36,837.63,824.36,824.36,193.11,159466.36
2018-08-14 08-AM,ETCRUR,822.22,839.15,816.5,824.36,106.32,88711.15
2018-08-14 07-AM,ETCRUR,818,825,816.5,822.22,52.38,42872.41
2018-08-14 06-AM,ETCRUR,823,825,818,818,51.83,42549.56
2018-08-14 05-AM,ETCRUR,842.65,842.71,818,823,76.58,63779.87
2018-08-14 04-AM,ETCRUR,866.01,889.1,835.95,842.65,57.99,50824.32
2018-08-14 03-AM,ETCRUR,829.51,866.01,824.62,866.01,110.99,93943.67
2018-08-14 02-AM,ETCRUR,820.19,829.51,796.55,829.51,139.63,112283.13
2018-08-14 01-AM,ETCRUR,857.5,857.5,820.19,820.19,103.54,87295.16
2018-08-14 12-AM,ETCRUR,870,870,851,857.5,14.74,12622.94
2018-08-13 11-PM,ETCRUR,886.23,886.64,870,870,40.75,35732.96
2018-08-13 10-PM,ETCRUR,909.35,909.35,886.23,886.23,99.08,88354.49
2018-08-13 09-PM,ETCRUR,899.55,913.93,899.55,909.35,4.43,4038.54
2018-08-13 08-PM,ETCRUR,899.09,912.73,895,899.55,28.39,25560.44
2018-08-13 07-PM,ETCRUR,913.93,913.93,895.97,899.09,95.61,86440.99
2018-08-13 06-PM,ETCRUR,920,935.63,910.19,913.93,72.62,66371.07
2018-08-13 05-PM,ETCRUR,930.89,930.89,913,920,158.32,146336.58
2018-08-13 04-PM,ETCRUR,930.89,941,930.89,930.89,29.27,27443.98
2018-08-13 03-PM,ETCRUR,947.73,947.73,930.89,930.89,157.55,148318.54
2018-08-13 02-PM,ETCRUR,947,956.5,943.25,947.73,21.94,20769.94
2018-08-13 01-PM,ETCRUR,954.99,961,946.91,947,15.9,15117.8
2018-08-13 12-PM,ETCRUR,960,965,950.8,954.99,95.72,91769.55
2018-08-13 11-AM,ETCRUR,950.8,962,950.8,960,77.61,74329.0
2018-08-13 10-AM,ETCRUR,950.8,954.7,950.8,950.8,12.42,11815.4
2018-08-13 09-AM,ETCRUR,946.91,954,946.91,950.8,24.85,23637.19
2018-08-13 08-AM,ETCRUR,951,962.8,946.91,946.91,170.39,161575.64
2018-08-13 07-AM,ETCRUR,948.01,962.7,948.01,951,112.19,107349.4
2018-08-13 06-AM,ETCRUR,950,960,948,948.01,58.08,55456.62
2018-08-13 05-AM,ETCRUR,951.99,953,950,950,11.53,10953.22
2018-08-13 04-AM,ETCRUR,952,955.04,948,951.99,17.1,16251.43
2018-08-13 03-AM,ETCRUR,947,954.83,947,952,9.13,8691.56
2018-08-13 02-AM,ETCRUR,947,948,947,947,21.08,19961.57
2018-08-13 01-AM,ETCRUR,950.82,950.82,947,947,11.6,10988.92
2018-08-13 12-AM,ETCRUR,950.82,950.82,947,950.82,6.47,6126.86
2018-08-12 11-PM,ETCRUR,946.91,950.82,946.91,950.82,0.602,571.84
2018-08-12 10-PM,ETCRUR,945.15,950.82,942.95,946.91,4.9,4636.77
2018-08-12 09-PM,ETCRUR,938.95,945.15,937,945.15,12.7,11961.88
2018-08-12 08-PM,ETCRUR,939.79,943.74,935.02,938.95,43.94,41197.4
2018-08-12 07-PM,ETCRUR,951.3,953.9,939.79,939.79,69.77,65945.69
2018-08-12 06-PM,ETCRUR,956.95,962.99,951.3,951.3,77.77,74104.98
2018-08-12 05-PM,ETCRUR,952,960.51,952,956.95,5.08,4847.59
2018-08-12 04-PM,ETCRUR,952,965.21,951.3,952,15.16,14427.78
2018-08-12 03-PM,ETCRUR,964.44,975,951.3,952,53.15,50717.74
2018-08-12 02-PM,ETCRUR,955,964.44,951.1,964.44,17.51,16814.73
2018-08-12 01-PM,ETCRUR,955,960.31,951,955,16.77,15981.84
2018-08-12 12-PM,ETCRUR,963.9,964,955,955,120.34,115437.0
2018-08-12 11-AM,ETCRUR,964,964,951,963.9,16.98,16197.61
2018-08-12 10-AM,ETCRUR,964.99,964.99,954,964,30.54,29329.18
2018-08-12 09-AM,ETCRUR,974,988,951,964.99,181.05,174440.19
2018-08-12 08-AM,ETCRUR,984,995,950,974,137.2,132459.81
2018-08-12 07-AM,ETCRUR,1021.99,1021.99,960,984,75.56,73870.97
2018-08-12 06-AM,ETCRUR,981.74,1021.99,954,1021.99,110.0,109720.58
2018-08-12 05-AM,ETCRUR,950,993.25,950,981.74,79.94,76801.57
2018-08-12 04-AM,ETCRUR,979.94,1023.35,950,950,284.71,279282.31
2018-08-12 03-AM,ETCRUR,974.36,1023.35,941.02,979.94,72.45,72806.49
2018-08-12 02-AM,ETCRUR,975,1022.01,945.26,974.36,95.65,95638.24
2018-08-12 01-AM,ETCRUR,979,979,941.02,975,10.56,9965.9
2018-08-12 12-AM,ETCRUR,979.78,999,941.02,979,77.79,74257.29
2018-08-11 11-PM,ETCRUR,986.4,990.6,954,979.78,30.96,30265.69
2018-08-11 10-PM,ETCRUR,983,986.4,956,986.4,14.73,14462.5
2018-08-11 09-PM,ETCRUR,970.02,983,955,983,22.46,21746.27
2018-08-11 08-PM,ETCRUR,960,970.02,956.4,970.02,9.64,9316.61
2018-08-11 07-PM,ETCRUR,974.47,975.02,951.02,960,49.11,46969.53
2018-08-11 06-PM,ETCRUR,950.1,975,950.1,974.47,63.65,61564.78
2018-08-11 05-PM,ETCRUR,925,970,923,950.1,90.89,86241.26
2018-08-11 04-PM,ETCRUR,956,969,925,925,311.71,294623.21
2018-08-11 03-PM,ETCRUR,970,1000,951,956,143.68,139223.85
2018-08-11 02-PM,ETCRUR,968,973.54,951,970,30.7,29330.45
2018-08-11 01-PM,ETCRUR,950,976.69,950,968,49.18,47235.2
2018-08-11 12-PM,ETCRUR,979.35,979.35,950,950,224.88,214986.43
2018-08-11 11-AM,ETCRUR,985,1018,958,979.35,81.35,78967.54
2018-08-11 10-AM,ETCRUR,985,1010.6,961,985,82.41,81029.5
2018-08-11 09-AM,ETCRUR,960,1000.05,952.75,985,144.05,140734.73
2018-08-11 08-AM,ETCRUR,991,1007,952.71,960,131.79,128411.61
2018-08-11 07-AM,ETCRUR,980,1006,952,991,145.25,140679.71
2018-08-11 06-AM,ETCRUR,980,1024,968,980,100.72,98542.51
2018-08-11 05-AM,ETCRUR,1000,1000,980,980,111.06,109508.5
2018-08-11 04-AM,ETCRUR,1013.16,1013.16,990.42,1000,175.66,175777.18
2018-08-11 03-AM,ETCRUR,1006,1023.02,1005,1013.16,62.88,63613.83
2018-08-11 02-AM,ETCRUR,1005.06,1013.35,1005.06,1006,20.3,20435.74
2018-08-11 01-AM,ETCRUR,1005.06,1027.33,1005.06,1005.06,45.11,45690.7
2018-08-11 12-AM,ETCRUR,1016.77,1031.88,1005.06,1005.06,47.77,48219.82
2018-08-10 11-PM,ETCRUR,1020,1025.26,1010.35,1016.77,27.71,28253.37
2018-08-10 10-PM,ETCRUR,1026.29,1034.67,1020,1020,15.67,15996.43
2018-08-10 09-PM,ETCRUR,1038.7,1046.61,1020,1026.29,16.56,16922.7
2018-08-10 08-PM,ETCRUR,1045.68,1049,1038.7,1038.7,24.53,25725.36
2018-08-10 07-PM,ETCRUR,1045.21,1048,1030.96,1045.68,7.85,8192.19
2018-08-10 06-PM,ETCRUR,1031.25,1045.21,1022.85,1045.21,45.9,47707.03
2018-08-10 05-PM,ETCRUR,1040,1040,1025.19,1031.25,112.55,116891.49
2018-08-10 04-PM,ETCRUR,1035,1040,1028.2,1040,33.79,34970.09
2018-08-10 03-PM,ETCRUR,1018.06,1035,1011.43,1035,40.65,41835.02
2018-08-10 02-PM,ETCRUR,1028.16,1035,1011.17,1018.06,10.36,10610.55
2018-08-10 01-PM,ETCRUR,1017.39,1028.16,1005.06,1028.16,51.64,52215.69
2018-08-10 12-PM,ETCRUR,1003.16,1018,1003.16,1017.39,34.93,35155.7
2018-08-10 11-AM,ETCRUR,1012,1015.12,1002.15,1003.16,12.02,12074.58
2018-08-10 10-AM,ETCRUR,1005,1018.63,1002.1,1012,38.81,38955.12
2018-08-10 09-AM,ETCRUR,1011.54,1011.54,1005,1005,49.52,49812.73
2018-08-10 08-AM,ETCRUR,1005,1013.06,1005,1011.54,20.32,20436.74
2018-08-10 07-AM,ETCRUR,1009,1023.35,1005,1005,30.96,31238.43
2018-08-10 06-AM,ETCRUR,1010,1010,1005,1009,34.79,35050.41
2018-08-10 05-AM,ETCRUR,1017,1021,1005,1010,46.82,47429.15
2018-08-10 04-AM,ETCRUR,1017,1021.96,1017,1017,5.55,5642.25
2018-08-10 03-AM,ETCRUR,1026.18,1026.18,1017,1017,43.08,43946.5
2018-08-10 02-AM,ETCRUR,1023.35,1026.18,1023.02,1026.18,1.81,1854.63
2018-08-10 01-AM,ETCRUR,1023.02,1040,1023.02,1023.35,6.76,7008.27
2018-08-10 12-AM,ETCRUR,1031.22,1031.22,1023.02,1023.02,0.7189,737.16
2018-08-09 11-PM,ETCRUR,1023.02,1040,1023.02,1031.22,0.2344,242.01
2018-08-09 10-PM,ETCRUR,1022,1023.02,1022,1023.02,9.39,9601.21
2018-08-09 09-PM,ETCRUR,1021.13,1040,1021.13,1022,15.54,16125.46
2018-08-09 08-PM,ETCRUR,1029.69,1029.69,1021.13,1021.13,0.5261,537.42
2018-08-09 07-PM,ETCRUR,1021.13,1033.2,1021.13,1029.69,46.95,48372.75
2018-08-09 06-PM,ETCRUR,1045.4,1045.4,1021.13,1021.13,55.5,57448.96
2018-08-09 05-PM,ETCRUR,1027.1,1045.48,1027,1045.4,19.3,19904.95
2018-08-09 04-PM,ETCRUR,1035,1045,1027.1,1027.1,20.47,21191.36
2018-08-09 03-PM,ETCRUR,1027.1,1050,1027.1,1035,57.72,60314.98
2018-08-09 02-PM,ETCRUR,1000.08,1044,1000.08,1027.1,52.17,53736.41
2018-08-09 01-PM,ETCRUR,1007.47,1013,1000,1000.08,128.52,128669.75
2018-08-09 12-PM,ETCRUR,1010.5,1013,1000.14,1007.47,135.41,136151.97
2018-08-09 11-AM,ETCRUR,1037,1044.98,1010.5,1010.5,74.26,75191.29
2018-08-09 10-AM,ETCRUR,1012.13,1047.5,1012.13,1037,40.4,41479.06
2018-08-09 09-AM,ETCRUR,1015.9,1024.14,1012.05,1012.13,19.17,19445.5
2018-08-09 08-AM,ETCRUR,1016.06,1024.21,1015.9,1015.9,24.46,24907.68
2018-08-09 07-AM,ETCRUR,1013,1048,1013,1016.06,33.84,35084.36
2018-08-09 06-AM,ETCRUR,1012.05,1067,1012.05,1013,132.15,138209.16
